session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Kano Municipal,North West,Kano,Kano Municipal,,,82332,1119,73.6
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Kano Municipal,North West,Kano,Kano Municipal,,,5563,73,76.2
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Kano Municipal,North West,Kano,Kano Municipal,,,42943,575,74.7
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Kano Municipal,North West,Kano,Kano Municipal,,,2868,38,75.5
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Kano Municipal,North West,Kano,Kano Municipal,,,26888,400,67.2
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Kano Municipal,North West,Kano,Kano Municipal,,,1810,26,69.6
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Kano Municipal,North West,Kano,Kano Municipal,,,7628,100,76.3
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Kano Municipal,North West,Kano,Kano Municipal,,,505,7,72.1
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Kano Municipal,North West,Kano,Kano Municipal,,,24503,358,68.4
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Kano Municipal,North West,Kano,Kano Municipal,,,1697,24,70.7
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Kano Municipal,North West,Kano,Kano Municipal,,,8182,117,69.9
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Kano Municipal,North West,Kano,Kano Municipal,,,575,8,71.9
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Kano Municipal,North West,Kano,Kano Municipal,,,6663,107,62.3
