session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Katsina,North West,Katsina,Katsina,,,38465,539,71.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Katsina,North West,Katsina,Katsina,,,2629,35,75.1
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Katsina,North West,Katsina,Katsina,,,12707,167,76.1
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Katsina,North West,Katsina,Katsina,,,818,11,74.4
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Katsina,North West,Katsina,Katsina,,,13393,185,72.4
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Katsina,North West,Katsina,Katsina,,,959,12,79.9
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Katsina,North West,Katsina,Katsina,,,4754,64,74.3
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Katsina,North West,Katsina,Katsina,,,279,4,69.8
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Katsina,North West,Katsina,Katsina,,,10700,153,69.9
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Katsina,North West,Katsina,Katsina,,,749,10,74.9
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Katsina,North West,Katsina,Katsina,,,5727,78,73.4
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Katsina,North West,Katsina,Katsina,,,360,5,72.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Katsina,North West,Katsina,Katsina,,,3055,47,65.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Katsina,North West,Katsina,Katsina,,,192,3,64.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Katsina,North West,Katsina,Katsina,,,1507,22,68.5
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Katsina,North West,Katsina,Katsina,,,73,1,73.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Katsina,North West,Katsina,Katsina,,,1490,24,62.1
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Katsina,North West,Katsina,Katsina,,,101,2,50.5
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Katsina,North West,Katsina,Katsina,,,654,10,65.4
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Katsina,North West,Katsina,Katsina,,,42,1,42.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Daura,North West,Katsina,Daura,,,51849,699,74.2
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Daura,North West,Katsina,Daura,,,3479,46,75.6
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Daura,North West,Katsina,Daura,,,15817,208,76.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Daura,North West,Katsina,Daura,,,1022,13,78.6
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Daura,North West,Katsina,Daura,,,18985,268,70.8
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Daura,North West,Katsina,Daura,,,1331,18,73.9
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Daura,North West,Katsina,Daura,,,7210,94,76.7
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Daura,North West,Katsina,Daura,,,464,6,77.3
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Daura,North West,Katsina,Daura,,,9922,146,68.0
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Daura,North West,Katsina,Daura,,,728,10,72.8
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Daura,North West,Katsina,Daura,,,5045,66,76.4
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Daura,North West,Katsina,Daura,,,360,5,72.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Daura,North West,Katsina,Daura,,,2999,47,63.8
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Daura,North West,Katsina,Daura,,,190,3,63.3
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Daura,North West,Katsina,Daura,,,1118,16,69.9
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Daura,North West,Katsina,Daura,,,74,1,74.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Daura,North West,Katsina,Daura,,,2053,33,62.2
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Daura,North West,Katsina,Daura,,,147,2,73.5
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Daura,North West,Katsina,Daura,,,977,15,65.1
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Daura,North West,Katsina,Daura,,,40,1,40.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Funtua,North West,Katsina,Funtua,,,30570,412,74.2
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Funtua,North West,Katsina,Funtua,,,2010,26,77.3
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Funtua,North West,Katsina,Funtua,,,11018,145,76.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Funtua,North West,Katsina,Funtua,,,681,9,75.7
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Funtua,North West,Katsina,Funtua,,,11191,155,72.2
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Funtua,North West,Katsina,Funtua,,,768,10,76.8
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Funtua,North West,Katsina,Funtua,,,3652,48,76.1
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Funtua,North West,Katsina,Funtua,,,279,4,69.8
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Funtua,North West,Katsina,Funtua,,,7665,113,67.8
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Funtua,North West,Katsina,Funtua,,,502,7,71.7
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Funtua,North West,Katsina,Funtua,,,3306,46,71.9
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Funtua,North West,Katsina,Funtua,,,266,4,66.5
