session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Aninri,South East,Enugu,Aninri,,,37791,669,56.5
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Aninri,South East,Enugu,Aninri,,,2606,43,60.6
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Aninri,South East,Enugu,Aninri,,,17863,275,65.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Aninri,South East,Enugu,Aninri,,,1190,17,70.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Aninri,South East,Enugu,Aninri,,,8413,153,55.0
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Aninri,South East,Enugu,Aninri,,,657,11,59.7
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Aninri,South East,Enugu,Aninri,,,3302,54,61.1
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Aninri,South East,Enugu,Aninri,,,278,4,69.5
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Aninri,South East,Enugu,Aninri,,,8645,154,56.1
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Aninri,South East,Enugu,Aninri,,,537,9,59.7
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Aninri,South East,Enugu,Aninri,,,4263,75,56.8
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Aninri,South East,Enugu,Aninri,,,332,6,55.3
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Aninri,South East,Enugu,Aninri,,,2331,45,51.8
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Aninri,South East,Enugu,Aninri,,,109,2,54.5
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Aninri,South East,Enugu,Aninri,,,729,14,52.1
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Aninri,South East,Enugu,Aninri,,,266,5,53.2
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Aninri,South East,Enugu,Aninri,,,1503,32,47.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Aninri,South East,Enugu,Aninri,,,74,2,37.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Aninri,South East,Enugu,Aninri,,,517,10,51.7
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Aninri,South East,Enugu,Aninri,,,23,1,23.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Awgu,South East,Enugu,Awgu,,,16604,298,55.7
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Awgu,South East,Enugu,Awgu,,,1227,20,61.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Awgu,South East,Enugu,Awgu,,,6947,109,63.7
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Awgu,South East,Enugu,Awgu,,,511,8,63.9
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Awgu,South East,Enugu,Awgu,,,4564,80,57.0
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Awgu,South East,Enugu,Awgu,,,364,6,60.7
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Awgu,South East,Enugu,Awgu,,,1611,27,59.7
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Awgu,South East,Enugu,Awgu,,,109,2,54.5
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Awgu,South East,Enugu,Awgu,,,5370,97,55.4
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Awgu,South East,Enugu,Awgu,,,410,7,58.6
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Awgu,South East,Enugu,Awgu,,,1270,24,52.9
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Awgu,South East,Enugu,Awgu,,,124,3,41.3
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Awgu,South East,Enugu,Awgu,,,1018,20,50.9
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Awgu,South East,Enugu,Awgu,,,106,2,53.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Awgu,South East,Enugu,Awgu,,,303,5,60.6
