session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,51824,741,69.9
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,3580,48,74.6
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,17383,238,73.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,1214,16,75.9
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,20520,295,69.6
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,1413,19,74.4
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,6258,91,68.8
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,439,6,73.2
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,17839,285,62.6
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,1168,18,64.9
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,7071,102,69.3
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,513,7,73.3
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,4428,72,61.5
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,328,5,65.6
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,1373,22,62.4
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,76,1,76.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,2119,37,57.3
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,105,2,52.5
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,937,14,66.9
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,69,1,69.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Yola South,North East,Adamawa,Yola South,,,76897,1113,69.1
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Yola South,North East,Adamawa,Yola South,,,5343,73,73.2
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Yola South,North East,Adamawa,Yola South,,,30579,420,72.8
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Yola South,North East,Adamawa,Yola South,,,2070,27,76.7
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Yola South,North East,Adamawa,Yola South,,,30108,444,67.8
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Yola South,North East,Adamawa,Yola South,,,2033,29,70.1
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Yola South,North East,Adamawa,Yola South,,,8733,122,71.6
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Yola South,North East,Adamawa,Yola South,,,600,8,75.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Yola South,North East,Adamawa,Yola South,,,18915,294,64.3
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Yola South,North East,Adamawa,Yola South,,,1332,19,70.1
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Yola South,North East,Adamawa,Yola South,,,7265,105,69.2
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Yola South,North East,Adamawa,Yola South,,,512,7,73.1
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Yola South,North East,Adamawa,Yola South,,,4822,80,60.3
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Yola South,North East,Adamawa,Yola South,,,319,5,63.8
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Yola South,North East,Adamawa,Yola South,,,1656,27,61.3
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Yola South,North East,Adamawa,Yola South,,,149,3,49.7
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Yola South,North East,Adamawa,Yola South,,,2592,43,60.3
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Yola South,North East,Adamawa,Yola South,,,223,4,55.8
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Yola South,North East,Adamawa,Yola South,,,1103,18,61.3
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Yola South,North East,Adamawa,Yola South,,,65,1,65.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Numan,North East,Adamawa,Numan,,,65955,938,70.3
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Numan,North East,Adamawa,Numan,,,4512,61,74.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Numan,North East,Adamawa,Numan,,,26480,372,71.2
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Numan,North East,Adamawa,Numan,,,1856,25,74.2
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Numan,North East,Adamawa,Numan,,,23528,333,70.7
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Numan,North East,Adamawa,Numan,,,1582,21,75.3
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Numan,North East,Adamawa,Numan,,,6695,97,69.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Numan,North East,Adamawa,Numan,,,510,7,72.9
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Numan,North East,Adamawa,Numan,,,16691,260,64.2
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Numan,North East,Adamawa,Numan,,,1195,18,66.4
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Numan,North East,Adamawa,Numan,,,6250,92,67.9
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Numan,North East,Adamawa,Numan,,,431,6,71.8
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Numan,North East,Adamawa,Numan,,,4212,70,60.2
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Numan,North East,Adamawa,Numan,,,258,4,64.5
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Numan,North East,Adamawa,Numan,,,1917,31,61.8
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Numan,North East,Adamawa,Numan,,,151,2,75.5
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Numan,North East,Adamawa,Numan,,,2891,48,60.2
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Numan,North East,Adamawa,Numan,,,221,3,73.7
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Numan,North East,Adamawa,Numan,,,1222,19,64.3
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Numan,North East,Adamawa,Numan,,,69,1,69.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Mubi North,North East,Adamawa,Mubi North,,,101127,1495,67.6
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Mubi North,North East,Adamawa,Mubi North,,,6932,97,71.5
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Mubi North,North East,Adamawa,Mubi North,,,28158,395,71.3
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Mubi North,North East,Adamawa,Mubi North,,,1928,25,77.1
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Mubi North,North East,Adamawa,Mubi North,,,27568,398,69.3
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Mubi North,North East,Adamawa,Mubi North,,,1926,26,74.1
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Mubi North,North East,Adamawa,Mubi North,,,10076,147,68.5
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Mubi North,North East,Adamawa,Mubi North,,,656,9,72.9
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Mubi North,North East,Adamawa,Mubi North,,,20067,326,61.6
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Mubi North,North East,Adamawa,Mubi North,,,1338,20,66.9
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Mubi North,North East,Adamawa,Mubi North,,,9577,135,70.9
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Mubi North,North East,Adamawa,Mubi North,,,676,9,75.1
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Mubi North,North East,Adamawa,Mubi North,,,5674,98,57.9
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Mubi North,North East,Adamawa,Mubi North,,,371,6,61.8
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Mubi North,North East,Adamawa,Mubi North,,,2276,35,65.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Mubi North,North East,Adamawa,Mubi North,,,158,2,79.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Mubi North,North East,Adamawa,Mubi North,,,4475,76,58.9
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Mubi North,North East,Adamawa,Mubi North,,,273,4,68.2
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Mubi North,North East,Adamawa,Mubi North,,,1437,23,62.5
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Mubi North,North East,Adamawa,Mubi North,,,135,2,67.5
2024/2025,Male,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,76496,1111,68.9
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,5236,72,72.7
2024/2025,Male,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,28375,383,74.1
2024/2025,Male,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,1912,25,76.5
2024/2025,Male,ALL,Public,JSS,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,27538,383,71.9
2024/2025,Male,Disabled,Public,JSS,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,1852,24,77.2
2024/2025,Male,ALL,Public,JSS,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,13493,185,72.9
2024/2025,Male,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,966,13,74.3
2024/2025,Male,ALL,Public,SSS,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,24430,368,66.4
2024/2025,Male,Disabled,Public,SSS,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,1816,26,69.8
2024/2025,Male,ALL,Public,SSS,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,10756,153,70.3
2024/2025,Male,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,701,10,70.1
2024/2025,Male,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,8001,127,63.0
2024/2025,Male,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,617,9,68.6
2024/2025,Male,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,1867,28,66.7
2024/2025,Male,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,130,2,65.0
2024/2025,Male,ALL,Public,Vocational,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,4391,74,59.3
2024/2025,Male,Disabled,Public,Vocational,,Qualified,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,315,5,63.0
2024/2025,Male,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,2168,35,61.9
2024/2025,Male,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,148,2,74.0
