session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Gboko,North Central,Benue,Gboko,,,4719,124,38.0565
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Gboko,North Central,Benue,Gboko,,,297,8,37.125
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Gboko,North Central,Benue,Gboko,,,1650,52,31.7308
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Gboko,North Central,Benue,Gboko,,,99,3,33.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Gboko,North Central,Benue,Gboko,,,1452,38,38.2105
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Gboko,North Central,Benue,Gboko,,,99,3,33.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Gboko,North Central,Benue,Gboko,,,528,12,44.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Gboko,North Central,Benue,Gboko,,,33,1,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Gboko,North Central,Benue,Gboko,,,1386,41,33.8049
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Gboko,North Central,Benue,Gboko,,,99,3,33.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Gboko,North Central,Benue,Gboko,,,495,15,33.0
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Gboko,North Central,Benue,Gboko,,,33,1,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Gboko,North Central,Benue,Gboko,,,330,8,41.25
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Gboko,North Central,Benue,Gboko,,,33,1,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Gboko,North Central,Benue,Gboko,,,99,2,49.5
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Gboko,North Central,Benue,Gboko,,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Gboko,North Central,Benue,Gboko,,,231,6,38.5
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Gboko,North Central,Benue,Gboko,,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Gboko,North Central,Benue,Gboko,,,99,2,49.5
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Gboko,North Central,Benue,Gboko,,,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Makurdi,North Central,Benue,Makurdi,,,4455,115,38.7391
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Makurdi,North Central,Benue,Makurdi,,,297,8,37.125
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Makurdi,North Central,Benue,Makurdi,,,1584,47,33.7021
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Makurdi,North Central,Benue,Makurdi,,,99,3,33.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Makurdi,North Central,Benue,Makurdi,,,1386,38,36.4737
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Makurdi,North Central,Benue,Makurdi,,,99,3,33.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Makurdi,North Central,Benue,Makurdi,,,495,14,35.3571
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Makurdi,North Central,Benue,Makurdi,,,33,1,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Makurdi,North Central,Benue,Makurdi,,,1320,39,33.8462
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Makurdi,North Central,Benue,Makurdi,,,99,3,33.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Makurdi,North Central,Benue,Makurdi,,,462,11,42.0
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Makurdi,North Central,Benue,Makurdi,,,33,1,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Makurdi,North Central,Benue,Makurdi,,,297,7,42.4286
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Makurdi,North Central,Benue,Makurdi,,,33,1,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Makurdi,North Central,Benue,Makurdi,,,99,2,49.5
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Makurdi,North Central,Benue,Makurdi,,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Makurdi,North Central,Benue,Makurdi,,,231,7,33.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Makurdi,North Central,Benue,Makurdi,,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Makurdi,North Central,Benue,Makurdi,,,66,2,33.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Makurdi,North Central,Benue,Makurdi,,,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,3333,86,38.7558
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,231,6,38.5
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,1155,30,38.5
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,66,2,33.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,1023,28,36.5357
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,66,2,33.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,363,11,33.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,33,1,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,990,26,38.0769
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,66,2,33.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,330,8,41.25
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,33,1,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,231,7,33.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,0,0,0.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,66,2,33.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,165,5,33.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,66,2,33.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Oturkpo,North Central,Benue,Oturkpo,,,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,5940,174,34.1379
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,396,12,33.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,2079,67,31.0299
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,132,4,33.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,1848,49,37.7143
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,132,3,44.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,660,17,38.8235
