session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Oredo,South South,Edo,Oredo,,,21021,532,39.5132
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Oredo,South South,Edo,Oredo,,,1353,34,39.7941
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Oredo,South South,Edo,Oredo,,,7392,195,37.9077
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Oredo,South South,Edo,Oredo,,,495,13,38.0769
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Oredo,South South,Edo,Oredo,,,6534,151,43.2715
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Oredo,South South,Edo,Oredo,,,429,10,42.9
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Oredo,South South,Edo,Oredo,,,2277,62,36.7258
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Oredo,South South,Edo,Oredo,,,132,4,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Oredo,South South,Edo,Oredo,,,6171,195,31.6462
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Oredo,South South,Edo,Oredo,,,396,12,33.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Oredo,South South,Edo,Oredo,,,2178,49,44.449
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Oredo,South South,Edo,Oredo,,,132,3,44.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Oredo,South South,Edo,Oredo,,,1452,37,39.2432
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Oredo,South South,Edo,Oredo,,,99,3,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Oredo,South South,Edo,Oredo,,,495,17,29.1176
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Oredo,South South,Edo,Oredo,,,33,1,33.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Oredo,South South,Edo,Oredo,,,1089,31,35.129
