session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,lga,Bade,North East,Yobe,Bade,,,68,1,18.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,lga,Damaturu,North East,Yobe,Damaturu,,,101,1,27.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,lga,Geidam,North East,Yobe,Geidam,,,56,1,15.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,lga,Nguru,North East,Yobe,Nguru,,,56,1,15.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,lga,Potiskum,North East,Yobe,Potiskum,,,124,1,19.8
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Bade,North East,Yobe,Bade,,,113,1,18.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Damaturu,North East,Yobe,Damaturu,,,56,1,15.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Geidam,North East,Yobe,Geidam,,,135,2,18.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Nguru,North East,Yobe,Nguru,,,135,1,21.6
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Potiskum,North East,Yobe,Potiskum,,,79,1,15.75
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Bade,North East,Yobe,Bade,,,124,1,19.8
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Damaturu,North East,Yobe,Damaturu,,,45,1,18.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Geidam,North East,Yobe,Geidam,,,113,1,18.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Nguru,North East,Yobe,Nguru,,,79,1,21.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Potiskum,North East,Yobe,Potiskum,,,203,2,23.1429
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Geidam,North East,Yobe,Geidam,,,45,1,18.0
