session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,22435,446,50.3
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,1579,29,54.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,9151,170,53.8
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,669,12,55.8
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,9150,192,47.7
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,669,13,51.5
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,2907,51,57.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,207,4,51.8
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,4713,113,41.7
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,310,7,44.3
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,2629,54,48.7
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,184,4,46.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,1110,27,41.1
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,70,2,35.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,597,13,45.9
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,0,0,0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,1080,27,40.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,88,2,44.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,423,10,42.3
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,0,0,0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,43965,840,52.3
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,3096,55,56.3
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,10910,201,54.3
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,778,13,59.8
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,11134,238,46.8
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,779,15,51.9
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,4311,82,52.6
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,292,5,58.4
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,9127,201,45.4
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,715,14,51.1
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,3792,80,47.4
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,269,5,53.8
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,1794,43,41.7
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,142,3,47.3
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,1106,24,46.1
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,64,2,32.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,2069,54,38.3
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,85,2,42.5
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,512,12,42.7
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,24,1,24.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,48688,936,52.0
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,3440,62,55.5
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,13949,257,54.3
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,987,17,58.1
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,11824,235,50.3
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,831,15,55.4
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,4672,89,52.5
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,290,5,58.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,10083,231,43.6
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,690,14,49.3
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,3932,78,50.4
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,284,5,56.8
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,2366,59,40.1
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,138,3,46.0
