session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,lga,Bodinga,North West,Sokoto,Bodinga,,,64,1,30.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,lga,Sokoto North,North West,Sokoto,Sokoto North,,,45,1,21.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,lga,Sokoto South,North West,Sokoto,Sokoto South,,,84,2,26.3333
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,lga,Tambuwal,North West,Sokoto,Tambuwal,,,164,3,25.6667
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,,Unqualified,lga,Wamako,North West,Sokoto,Wamako,,,119,3,22.4
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Bodinga,North West,Sokoto,Bodinga,,,95,3,17.8
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Sokoto North,North West,Sokoto,Sokoto North,,,138,3,21.6667
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Sokoto South,North West,Sokoto,Sokoto South,,,100,2,31.3333
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Tambuwal,North West,Sokoto,Tambuwal,,,118,3,18.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Wamako,North West,Sokoto,Wamako,,,84,2,26.3333
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Bodinga,North West,Sokoto,Bodinga,,,104,2,24.5
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Sokoto North,North West,Sokoto,Sokoto North,,,148,3,23.1667
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Sokoto South,North West,Sokoto,Sokoto South,,,79,2,24.6667
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Tambuwal,North West,Sokoto,Tambuwal,,,93,2,22.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Wamako,North West,Sokoto,Wamako,,,69,2,21.6667
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Bodinga,North West,Sokoto,Bodinga,,,45,1,21.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Sokoto North,North West,Sokoto,Sokoto North,,,30,1,28.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Sokoto South,North West,Sokoto,Sokoto South,,,30,1,28.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Tambuwal,North West,Sokoto,Tambuwal,,,143,3,27.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Wamako,North West,Sokoto,Wamako,,,30,1,28.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Bodinga,North West,Sokoto,Bodinga,,,69,2,21.6667
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Sokoto North,North West,Sokoto,Sokoto North,,,84,2,26.3333
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Sokoto South,North West,Sokoto,Sokoto South,,,30,1,28.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Tambuwal,North West,Sokoto,Tambuwal,,,84,2,19.75
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Wamako,North West,Sokoto,Wamako,,,30,1,14.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Bodinga,North West,Sokoto,Bodinga,,,10,1,9.0
2022/2023,Female,ALL,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Sokoto North,North West,Sokoto,Sokoto North,,,149,3,28.0
