session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,56453,1060,53.3
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,3987,70,57.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,25411,474,53.6
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,1829,32,57.2
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,21136,428,49.4
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,1461,27,54.1
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,6619,123,53.8
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,457,8,57.1
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,17752,379,46.8
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,1262,25,50.5
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,6897,143,48.2
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,420,8,52.5
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,3557,83,42.9
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,242,5,48.4
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,1553,32,48.5
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,104,2,52.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,2128,53,40.2
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,177,4,44.2
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,859,21,40.9
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Ado-Ekiti,South West,Ekiti,Ado-Ekiti,,,57,2,28.5
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Ijero,South West,Ekiti,Ijero,,,57393,1120,51.2
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Ijero,South West,Ekiti,Ijero,,,4055,73,55.5
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Ijero,South West,Ekiti,Ijero,,,27197,505,53.9
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Ijero,South West,Ekiti,Ijero,,,1834,32,57.3
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Ijero,South West,Ekiti,Ijero,,,21429,426,50.3
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Ijero,South West,Ekiti,Ijero,,,1487,27,55.1
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Ijero,South West,Ekiti,Ijero,,,7907,152,52.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Ijero,South West,Ekiti,Ijero,,,570,10,57.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Ijero,South West,Ekiti,Ijero,,,15036,329,45.7
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Ijero,South West,Ekiti,Ijero,,,1043,21,49.7
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Ijero,South West,Ekiti,Ijero,,,5816,120,48.5
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Ijero,South West,Ekiti,Ijero,,,419,8,52.4
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Ijero,South West,Ekiti,Ijero,,,4540,106,42.8
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Ijero,South West,Ekiti,Ijero,,,241,5,48.2
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Ijero,South West,Ekiti,Ijero,,,1716,36,47.7
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Ijero,South West,Ekiti,Ijero,,,104,2,52.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Ijero,South West,Ekiti,Ijero,,,2793,71,39.3
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Ijero,South West,Ekiti,Ijero,,,173,4,43.2
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Ijero,South West,Ekiti,Ijero,,,920,23,40.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Ijero,South West,Ekiti,Ijero,,,55,1,55.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Efon,South West,Ekiti,Efon,,,22353,439,50.9
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Efon,South West,Ekiti,Efon,,,1603,29,55.3
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Efon,South West,Ekiti,Efon,,,9241,178,51.9
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Efon,South West,Ekiti,Efon,,,695,12,57.9
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Efon,South West,Ekiti,Efon,,,6962,144,48.3
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Efon,South West,Ekiti,Efon,,,497,10,49.7
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Efon,South West,Ekiti,Efon,,,3216,59,54.5
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Efon,South West,Ekiti,Efon,,,263,5,52.6
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Efon,South West,Ekiti,Efon,,,5769,120,48.1
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Efon,South West,Ekiti,Efon,,,448,9,49.8
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Efon,South West,Ekiti,Efon,,,2962,59,50.2
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Efon,South West,Ekiti,Efon,,,192,4,48.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Efon,South West,Ekiti,Efon,,,1379,33,41.8
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Efon,South West,Ekiti,Efon,,,118,3,39.3
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Efon,South West,Ekiti,Efon,,,587,13,45.2
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Efon,South West,Ekiti,Efon,,,0,0,0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Efon,South West,Ekiti,Efon,,,909,22,41.3
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Efon,South West,Ekiti,Efon,,,89,2,44.5
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Efon,South West,Ekiti,Efon,,,391,9,43.4
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Efon,South West,Ekiti,Efon,,,0,0,0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Emure,South West,Ekiti,Emure,,,49320,956,51.6
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Emure,South West,Ekiti,Emure,,,3502,63,55.6
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Emure,South West,Ekiti,Emure,,,21699,405,53.6
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Emure,South West,Ekiti,Emure,,,1434,25,57.4
