session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,11352,308,36.8571
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,726,20,36.3
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,3993,122,32.7295
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,264,8,33.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,3531,84,42.0357
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,231,5,46.2
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,1254,33,38.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,66,2,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,3333,94,35.4574
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,231,7,33.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,1155,28,41.25
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,66,2,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,792,18,44.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,66,1,66.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,264,7,37.7143
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,33,1,33.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,594,15,39.6
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,33,1,33.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,198,4,49.5
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,8085,279,28.9785
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,528,18,29.3333
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,2838,64,44.3438
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,198,4,49.5
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,2508,60,41.8
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,165,4,41.25
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,891,22,40.5
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,66,2,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,2376,63,37.7143
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,165,4,41.25
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,825,18,45.8333
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,66,1,66.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,561,17,33.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,33,1,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,198,5,39.6
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,429,10,42.9
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,33,1,33.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,132,3,44.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,20460,526,38.8973
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,1320,34,38.8235
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,7194,169,42.568
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,462,11,42.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,6336,140,45.2571
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,396,9,44.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,2244,74,30.3243
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,132,4,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,6006,191,31.445
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,396,13,30.4615
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,2112,57,37.0526
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,132,4,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,1419,45,31.5333
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,99,3,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,495,15,33.0
