session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Maiduguri,North East,Borno,Maiduguri,,,7920,192,41.25
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Maiduguri,North East,Borno,Maiduguri,,,528,13,40.6154
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Maiduguri,North East,Borno,Maiduguri,,,2772,58,47.7931
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Maiduguri,North East,Borno,Maiduguri,,,165,3,55.0
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Maiduguri,North East,Borno,Maiduguri,,,2442,75,32.56
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Maiduguri,North East,Borno,Maiduguri,,,165,5,33.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Maiduguri,North East,Borno,Maiduguri,,,858,22,39.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Maiduguri,North East,Borno,Maiduguri,,,66,2,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Maiduguri,North East,Borno,Maiduguri,,,2310,66,35.0
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Maiduguri,North East,Borno,Maiduguri,,,165,5,33.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Maiduguri,North East,Borno,Maiduguri,,,825,20,41.25
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Maiduguri,North East,Borno,Maiduguri,,,66,2,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Maiduguri,North East,Borno,Maiduguri,,,561,18,31.1667
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Maiduguri,North East,Borno,Maiduguri,,,33,1,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Maiduguri,North East,Borno,Maiduguri,,,198,5,39.6
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Maiduguri,North East,Borno,Maiduguri,,,0,0,0.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Maiduguri,North East,Borno,Maiduguri,,,396,8,49.5
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Maiduguri,North East,Borno,Maiduguri,,,33,1,33.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Maiduguri,North East,Borno,Maiduguri,,,132,3,44.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Maiduguri,North East,Borno,Maiduguri,,,0,0,0.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Jere,North East,Borno,Jere,,,14091,337,41.8131
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Jere,North East,Borno,Jere,,,924,22,42.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Jere,North East,Borno,Jere,,,4950,121,40.9091
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Jere,North East,Borno,Jere,,,330,8,41.25
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Jere,North East,Borno,Jere,,,4389,98,44.7857
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Jere,North East,Borno,Jere,,,297,7,42.4286
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Jere,North East,Borno,Jere,,,1551,47,33.0
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Jere,North East,Borno,Jere,,,99,3,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Jere,North East,Borno,Jere,,,4125,100,41.25
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Jere,North East,Borno,Jere,,,264,6,44.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Jere,North East,Borno,Jere,,,1452,36,40.3333
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Jere,North East,Borno,Jere,,,99,2,49.5
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Jere,North East,Borno,Jere,,,957,21,45.5714
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Jere,North East,Borno,Jere,,,66,2,33.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Jere,North East,Borno,Jere,,,330,10,33.0
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Jere,North East,Borno,Jere,,,33,1,33.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Jere,North East,Borno,Jere,,,726,19,38.2105
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Jere,North East,Borno,Jere,,,33,1,33.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Jere,North East,Borno,Jere,,,264,8,33.0
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Jere,North East,Borno,Jere,,,33,1,33.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Biu,North East,Borno,Biu,,,15807,420,37.6357
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Biu,North East,Borno,Biu,,,1023,27,37.8889
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Biu,North East,Borno,Biu,,,5544,128,43.3125
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Biu,North East,Borno,Biu,,,363,8,45.375
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Biu,North East,Borno,Biu,,,4917,100,49.17
