session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,81572,1143,71.4
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,5607,75,74.8
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,28399,405,70.1
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1916,26,73.7
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,19901,298,66.8
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1379,20,69.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,7160,101,70.9
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,478,7,68.3
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,13626,224,60.8
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,954,15,63.6
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,7927,122,65.0
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,484,7,69.1
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,3433,56,61.3
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,303,5,60.6
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1243,20,62.1
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,120,2,60.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,2296,41,56.0
2024/2025,Female,Disabled,Public,Vocational,,Qualified,Qualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,177,3,59.0
2024/2025,Female,ALL,Public,Vocational,,Unqualified,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,776,13,59.7
2024/2025,Female,Disabled,Public,Vocational,,Unqualified,Unqualified,lga,Kaduna North,North West,Kaduna,Kaduna North,,,80,2,40.0
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,89766,1334,67.3
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,6226,87,71.6
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,32397,461,70.3
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,2241,30,74.7
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,20549,293,70.1
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,1444,19,76.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,8958,133,67.4
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,586,8,73.2
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,18847,302,62.4
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,1282,19,67.5
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,9047,141,64.2
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Kaduna South,North West,Kaduna,Kaduna South,,,613,9,68.1
