session,gender,disability,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Ilorin East,North Central,Kwara,Ilorin East,,,26070,548,47.573
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Qualified,Qualified,lga,Ilorin East,North Central,Kwara,Ilorin East,,,1683,35,48.0857
2024/2025,Female,ALL,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Ilorin East,North Central,Kwara,Ilorin East,,,9141,203,45.0296
2024/2025,Female,Disabled,Public,Pre-Primary/Primary,,Unqualified,Unqualified,lga,Ilorin East,North Central,Kwara,Ilorin East,,,594,13,45.6923
2024/2025,Female,ALL,Public,JSS,,Qualified,Qualified,lga,Ilorin East,North Central,Kwara,Ilorin East,,,8085,251,32.2112
2024/2025,Female,Disabled,Public,JSS,,Qualified,Qualified,lga,Ilorin East,North Central,Kwara,Ilorin East,,,528,16,33.0
2024/2025,Female,ALL,Public,JSS,,Unqualified,Unqualified,lga,Ilorin East,North Central,Kwara,Ilorin East,,,2838,87,32.6207
2024/2025,Female,Disabled,Public,JSS,,Unqualified,Unqualified,lga,Ilorin East,North Central,Kwara,Ilorin East,,,198,6,33.0
2024/2025,Female,ALL,Public,SSS,,Qualified,Qualified,lga,Ilorin East,North Central,Kwara,Ilorin East,,,7623,170,44.8412
2024/2025,Female,Disabled,Public,SSS,,Qualified,Qualified,lga,Ilorin East,North Central,Kwara,Ilorin East,,,495,11,45.0
2024/2025,Female,ALL,Public,SSS,,Unqualified,Unqualified,lga,Ilorin East,North Central,Kwara,Ilorin East,,,2673,70,38.1857
2024/2025,Female,Disabled,Public,SSS,,Unqualified,Unqualified,lga,Ilorin East,North Central,Kwara,Ilorin East,,,165,4,41.25
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Ilorin East,North Central,Kwara,Ilorin East,,,1782,39,45.6923
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Qualified,Qualified,lga,Ilorin East,North Central,Kwara,Ilorin East,,,132,3,44.0
2024/2025,Female,ALL,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Ilorin East,North Central,Kwara,Ilorin East,,,627,17,36.8824
2024/2025,Female,Disabled,Public,Adult & Non-Formal Education,,Unqualified,Unqualified,lga,Ilorin East,North Central,Kwara,Ilorin East,,,33,1,33.0
2024/2025,Female,ALL,Public,Vocational,,Qualified,Qualified,lga,Ilorin East,North Central,Kwara,Ilorin East,,,1353,38,35.6053
