"session","gender","disability_scope","exam_body","gap_band","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Bingi South","North West","Zamfara","Bungudu","Bingi South","","0","23","17","7","8","0","0","6","10","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Bungudu","North West","Zamfara","Bungudu","Bungudu","","0","121","95","35","37","0","0","26","60","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Galadima","North West","Zamfara","Gusau","Galadima","","0","47","34","13","15","0","0","13","21","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Mada","North West","Zamfara","Gusau","Mada","","0","101","68","21","22","0","0","33","47","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Madawaki","North West","Zamfara","Gusau","Madawaki","","0","80","58","21","22","0","0","22","37","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Banga","North West","Zamfara","Kaura Namoda","Banga","","0","52","37","13","15","0","0","15","24","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Dan-Isa","North West","Zamfara","Kaura Namoda","Dan-Isa","","0","46","34","14","14","0","0","12","20","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Gabake","North West","Zamfara","Kaura Namoda","Gabake","","0","116","87","34","37","0","0","29","53","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Bindin","North West","Zamfara","Maru","Bindin","","0","28","20","7","7","0","0","8","13","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Bingin","North West","Zamfara","Maru","Bingin","","0","23","17","7","7","0","0","6","10","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Dan Gulbi","North West","Zamfara","Maru","Dan Gulbi","","0","96","71","21","23","0","0","25","50","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Garbadu","North West","Zamfara","Talata Mafara","Garbadu","","0","101","68","20","15","6","0","33","48","6"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Gwaram","North West","Zamfara","Talata Mafara","Gwaram","","0","47","30","7","8","0","0","17","23","0"
