session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,0,22,18,10,11,0,0,4,8,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Digil,North East,Adamawa,Mubi North,Digil,,0,153,101,32,33,0,0,52,69,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bare,North East,Adamawa,Numan,Bare,,0,106,68,20,22,0,0,38,48,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bolki,North East,Adamawa,Numan,Bolki,,0,53,40,21,11,10,0,13,19,10
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Gamadio,North East,Adamawa,Numan,Gamadio,,0,70,43,20,22,0,0,27,23,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,0,81,51,22,22,0,0,30,29,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,0,78,54,22,22,0,0,24,32,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Doubeli,North East,Adamawa,Yola North,Doubeli,,0,50,36,22,22,0,0,14,14,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Adarawo,North East,Adamawa,Yola South,Adarawo,,0,31,22,10,11,0,0,9,12,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bako,North East,Adamawa,Yola South,Bako,,0,102,69,32,22,10,0,33,37,10
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bole Yolde Pate,North East,Adamawa,Yola South,Bole Yolde Pate,,0,31,22,10,10,0,0,9,12,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,0,44,29,10,11,0,0,15,19,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Betso,North East,Adamawa,Mubi North,Betso,,0,25,14,11,11,0,0,11,3,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Bolki,North East,Adamawa,Numan,Bolki,,0,39,25,10,11,0,0,14,15,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Gamadio,North East,Adamawa,Numan,Gamadio,,0,47,29,10,11,0,0,18,19,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ajiya,North East,Adamawa,Yola North,Ajiya,,0,187,130,53,54,0,0,57,77,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Alkalawa,North East,Adamawa,Yola North,Alkalawa,,0,194,133,42,44,0,0,61,91,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Doubeli,North East,Adamawa,Yola North,Doubeli,,0,84,61,22,22,0,0,23,39,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Adarawo,North East,Adamawa,Yola South,Adarawo,,0,25,18,10,11,0,0,7,8,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Bako,North East,Adamawa,Yola South,Bako,,0,39,25,11,11,0,0,14,14,0
