"session","gender","disability_scope","exam_body","gap_band","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Ewu I","South South","Edo","Esan Central","Ewu I","","0","55","34","15","16","0","0","21","19","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Ewu II","South South","Edo","Esan Central","Ewu II","","0","65","40","15","16","0","0","25","25","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Ikekato","South South","Edo","Esan Central","Ikekato","","0","50","31","16","11","5","0","19","15","5"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Anwain","South South","Edo","Etsako West","Anwain","","0","32","20","10","5","5","0","12","10","5"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Auchi I","South South","Edo","Etsako West","Auchi I","","0","69","45","21","16","5","0","24","24","5"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Gra/Etete","South South","Edo","Oredo","Gra/Etete","","0","126","83","36","33","5","0","43","47","4"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Ibiwe/ Iwegie/ Ugbague","South South","Edo","Oredo","Ibiwe/ Iwegie/ Ugbague","","0","98","57","20","15","5","0","41","37","5"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Ihogbe/ Isekhere/ Oreoghene/ Ibiwe/ Ice Road","South South","Edo","Oredo","Ihogbe/ Isekhere/ Oreoghene/ Ibiwe/ Ice Road","","0","58","37","16","16","0","0","21","21","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Emai I","South South","Edo","Owan East","Emai I","","0","147","89","31","27","5","0","58","58","5"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Emai II","South South","Edo","Owan East","Emai II","","0","60","40","15","16","0","0","20","25","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Igue/Ikao","South South","Edo","Owan East","Igue/Ikao","","0","82","49","20","22","0","0","33","29","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Ewu I","South South","Edo","Esan Central","Ewu I","","0","47","31","10","11","0","0","16","21","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Ikekato","South South","Edo","Esan Central","Ikekato","","0","29","20","5","5","0","0","9","15","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Anwain","South South","Edo","Etsako West","Anwain","","0","71","43","15","17","0","0","28","28","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Auchi","South South","Edo","Etsako West","Auchi","","0","63","37","15","10","5","0","26","22","5"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Ibiwe/ Iwegie/ Ugbague","South South","Edo","Oredo","Ibiwe/ Iwegie/ Ugbague","","0","79","45","15","16","0","0","34","30","0"
