session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Kusugu,North West,Katsina,Daura,Kusugu,,0,84,46,19,16,5,0,38,27,5
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Madobi A,North West,Katsina,Daura,Madobi A,,0,61,35,12,14,0,0,26,23,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Madobi B,North West,Katsina,Daura,Madobi B,,0,69,38,19,14,6,0,31,19,6
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bagagadi,North West,Katsina,Dutsinma,Bagagadi,,0,70,41,14,14,0,0,29,27,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Dabawa,North West,Katsina,Dutsinma,Dabawa,,0,50,30,14,15,0,0,20,16,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Dutsin-Ma A,North West,Katsina,Dutsinma,Dutsin-Ma A,,0,77,46,19,16,5,0,31,27,5
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Dandutse,North West,Katsina,Funtua,Dandutse,,0,83,49,20,14,6,0,34,29,6
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Dukke,North West,Katsina,Funtua,Dukke,,0,78,44,14,14,0,0,34,30,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Goya,North West,Katsina,Funtua,Goya,,0,102,55,20,22,0,0,47,35,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,0,72,44,20,22,0,0,28,24,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Shinkafi 'A,North West,Katsina,Katsina,Shinkafi 'A,,0,42,23,13,7,6,0,19,10,6
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Shinkafi 'B',North West,Katsina,Katsina,Shinkafi 'B',,0,50,27,14,14,0,0,23,13,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Doguru 'A',North West,Katsina,Mashi,Doguru 'A',,0,33,20,7,8,0,0,13,13,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Doguru 'B',North West,Katsina,Mashi,Doguru 'B',,0,47,26,6,7,0,0,21,20,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Kusugu,North West,Katsina,Daura,Kusugu,,0,67,41,13,15,0,0,26,28,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Bagagadi,North West,Katsina,Dutsinma,Bagagadi,,0,50,32,13,15,0,0,18,19,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Dabawa,North West,Katsina,Dutsinma,Dabawa,,0,102,55,20,15,6,0,47,35,6
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Dandutse,North West,Katsina,Funtua,Dandutse,,0,61,32,7,8,0,0,29,25,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Dukke,North West,Katsina,Funtua,Dukke,,0,61,33,14,14,0,0,28,19,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Goya,North West,Katsina,Funtua,Goya,,0,36,20,7,7,0,0,16,13,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Kangiwa,North West,Katsina,Katsina,Kangiwa,,0,36,20,13,7,6,0,16,7,6
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Shinkafi 'A,North West,Katsina,Katsina,Shinkafi 'A,,0,147,84,32,30,6,0,63,52,6
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Shinkafi 'B',North West,Katsina,Katsina,Shinkafi 'B',,0,89,50,19,14,6,0,39,31,6
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Bamble,North West,Katsina,Mashi,Bamble,,0,114,70,26,14,12,0,44,44,12
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Doguru 'A',North West,Katsina,Mashi,Doguru 'A',,0,39,26,13,8,5,0,13,13,5
2019/2020,Female,all,NABTEB,1-year,University,ward,Kusugu,North West,Katsina,Daura,Kusugu,,0,25,15,6,7,0,0,10,9,0
