session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,0,50,30,13,15,0,0,20,17,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Dugja,North East,Borno,Biu,Dugja,,0,89,48,12,14,0,0,41,36,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,0,77,43,14,14,0,0,34,29,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,0,52,28,13,14,0,0,24,15,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,0,111,64,21,21,0,0,47,43,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Alau,North East,Borno,Jere,Alau,,0,21,13,7,7,0,0,8,6,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,0,40,23,6,7,0,0,17,17,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,0,26,15,6,7,0,0,11,9,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,0,87,51,19,14,6,0,36,32,6
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,0,38,23,13,7,6,0,15,10,6
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,0,59,36,14,14,0,0,23,22,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Buratai,North East,Borno,Biu,Buratai,,0,47,28,7,7,0,0,19,21,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,0,78,43,19,14,6,0,35,24,6
