session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Baro,North Central,Niger,Agaie,Baro,,0,51,31,8,7,1,0,20,23,1
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Boku,North Central,Niger,Agaie,Boku,,0,112,84,44,30,14,0,28,40,14
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bariki,North Central,Niger,Bida,Bariki,,0,91,66,15,16,0,0,25,51,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Ceniyan,North Central,Niger,Bida,Ceniyan,,0,56,38,16,16,0,0,18,22,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Dokodza,North Central,Niger,Bida,Dokodza,,0,110,76,29,23,7,0,34,47,7
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Limawa 'A',North Central,Niger,Chanchaga,Limawa 'A',,0,56,38,8,8,0,0,18,30,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Limawa 'B',North Central,Niger,Chanchaga,Limawa 'B',,0,48,38,15,7,8,0,10,23,8
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Makera,North Central,Niger,Chanchaga,Makera,,0,73,52,22,14,8,0,21,30,8
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Arewa,North Central,Niger,Kontagora,Arewa,,0,27,21,7,8,0,0,6,14,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bagama 'B',North Central,Niger,Suleja,Bagama 'B',,0,43,28,8,8,0,0,15,20,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bagmama 'A',North Central,Niger,Suleja,Bagmama 'A',,0,191,139,52,44,8,0,52,87,8
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Hashimi 'A',North Central,Niger,Suleja,Hashimi 'A',,0,73,48,23,22,1,0,25,25,1
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Baro,North Central,Niger,Agaie,Baro,,0,104,76,37,23,14,0,28,39,14
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Boku,North Central,Niger,Agaie,Boku,,0,100,66,22,14,8,0,34,44,8
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Dauaci,North Central,Niger,Agaie,Dauaci,,0,110,76,37,29,8,0,34,39,8
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ceniyan,North Central,Niger,Bida,Ceniyan,,0,40,28,8,8,0,0,12,20,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Dokodza,North Central,Niger,Bida,Dokodza,,0,21,14,8,8,0,0,7,6,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Limawa 'B',North Central,Niger,Chanchaga,Limawa 'B',,0,46,35,15,7,8,0,11,20,8
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Arewa,North Central,Niger,Kontagora,Arewa,,0,69,52,22,23,0,0,17,30,0
