session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Kyambo,North West,Jigawa,Babura,Kyambo,,0,34,25,15,8,7,0,9,10,7
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Kantoga,North West,Jigawa,Birnin-Kudu,Kantoga,,0,29,21,7,8,0,0,8,14,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Batu,North West,Jigawa,Birniwa,Batu,,0,37,28,15,8,7,0,9,13,7
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Abaya,North West,Jigawa,Dutse,Abaya,,0,56,43,23,17,6,0,13,20,6
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Dundubus,North West,Jigawa,Dutse,Dundubus,,0,48,36,15,8,7,0,12,21,7
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Jigawar Tsada,North West,Jigawa,Dutse,Jigawar Tsada,,0,29,21,8,8,0,0,8,13,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Sakwaya,North West,Jigawa,Dutse,Sakwaya,,0,53,43,15,17,0,0,10,28,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Kargo,North West,Jigawa,Garki,Kargo,,0,37,28,8,9,0,0,9,20,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Kofar Arewa,North West,Jigawa,Gumel,Kofar Arewa,,0,45,36,15,17,0,0,9,21,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Farin Dutse,North West,Jigawa,Gwaram,Farin Dutse,,0,42,32,15,17,0,0,10,17,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Guntai,North West,Jigawa,Gwiwa,Guntai,,0,50,36,15,8,7,0,14,21,7
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Kasuwar Kuda,North West,Jigawa,Hadejia,Kasuwar Kuda,,0,45,36,8,8,0,0,9,28,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Idanduna,North West,Jigawa,Jahun,Idanduna,,0,24,18,7,8,0,0,6,11,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Jabo,North West,Jigawa,Kafin-Hausa,Jabo,,0,48,36,15,17,0,0,12,21,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Kazalewa,North West,Jigawa,Kafin-Hausa,Kazalewa,,0,56,39,15,8,7,0,17,24,7
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Zago,North West,Jigawa,Kafin-Hausa,Zago,,0,24,18,7,8,0,0,6,11,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Jarkasa,North West,Jigawa,Kaugawa,Jarkasa,,0,37,28,8,8,0,0,9,20,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Madachi,North West,Jigawa,Kirikasamma,Madachi,,0,53,43,23,17,6,0,10,20,6
