"session","gender","disability_scope","exam_body","gap_band","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Agyaga","North Central","Nasarawa","Akwanga","Agyaga","","0","43","27","10","10","0","0","16","17","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Akwanga East","North Central","Nasarawa","Akwanga","Akwanga East","","0","49","31","13","10","3","0","18","18","3"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Akwanga West","North Central","Nasarawa","Akwanga","Akwanga West","","0","55","34","10","10","0","0","21","24","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Agbashi","North Central","Nasarawa","Doma","Agbashi","","0","31","21","6","7","0","0","10","15","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Akpanaja","North Central","Nasarawa","Doma","Akpanaja","","0","37","25","10","10","0","0","12","15","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Alagye","North Central","Nasarawa","Doma","Alagye","","0","82","55","20","14","6","0","27","35","6"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Angwan Iya II","North Central","Nasarawa","Keffi","Angwan Iya II","","0","78","50","17","14","3","0","28","33","3"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Adogi","North Central","Nasarawa","Lafia","Adogi","","0","27","16","7","4","3","0","11","9","3"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Agyaragun Tofa","North Central","Nasarawa","Lafia","Agyaragun Tofa","","0","59","39","16","13","3","0","20","23","3"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Akurba/Bakin Rijiya","North Central","Nasarawa","Lafia","Akurba/Bakin Rijiya","","0","63","43","12","10","3","0","20","31","3"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Akum","North Central","Nasarawa","Nasarawa","Akum","","0","35","20","7","7","0","0","15","13","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Ara I","North Central","Nasarawa","Nasarawa","Ara I","","0","35","20","7","4","3","0","15","13","3"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Ara II","North Central","Nasarawa","Nasarawa","Ara II","","0","63","39","13","11","3","0","24","26","3"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Agyaga","North Central","Nasarawa","Akwanga","Agyaga","","0","51","34","9","11","0","0","17","25","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Akwanga East","North Central","Nasarawa","Akwanga","Akwanga East","","0","20","14","3","3","0","0","6","11","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Akwanga West","North Central","Nasarawa","Akwanga","Akwanga West","","0","18","11","3","3","0","0","7","8","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Agbashi","North Central","Nasarawa","Doma","Agbashi","","0","74","50","16","17","0","0","24","34","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Akpanaja","North Central","Nasarawa","Doma","Akpanaja","","0","74","48","17","14","3","0","26","31","3"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Alagye","North Central","Nasarawa","Doma","Alagye","","0","51","32","14","11","3","0","19","18","3"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Angwan Iya I","North Central","Nasarawa","Keffi","Angwan Iya I","","0","31","20","7","7","0","0","11","13","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Adogi","North Central","Nasarawa","Lafia","Adogi","","0","33","20","7","7","0","0","13","13","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Agyaragun Tofa","North Central","Nasarawa","Lafia","Agyaragun Tofa","","0","33","21","6","4","2","0","12","15","2"
