session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,0,42,31,9,9,0,0,11,22,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,0,27,22,9,5,4,0,5,13,4
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,0,42,31,9,9,0,0,11,22,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,0,37,25,9,9,0,0,12,16,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Gangare,North Central,Plateau,Jos North,Gangare,,0,47,34,14,9,5,0,13,20,5
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,0,59,44,13,14,0,0,15,31,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,0,50,38,9,10,0,0,12,29,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Chanso,North Central,Plateau,Mangu,Chanso,,0,22,16,5,5,0,0,6,11,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,0,59,40,14,9,5,0,19,26,5
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Chip,North Central,Plateau,Pankshin,Chip,,0,105,81,32,23,9,0,24,49,9
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,0,116,84,32,27,5,0,32,52,5
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Fier,North Central,Plateau,Pankshin,Fier,,0,79,59,23,14,9,0,20,36,9
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,0,49,34,9,9,0,0,15,25,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,0,79,59,19,19,0,0,20,40,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,0,61,47,18,14,4,0,14,29,4
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,0,91,68,18,18,0,0,23,50,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Gangare,North Central,Plateau,Jos North,Gangare,,0,17,13,5,5,0,0,4,8,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,0,54,40,14,14,0,0,14,26,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Du,North Central,Plateau,Jos South,Du,,0,149,109,41,32,9,0,40,68,9
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Giring,North Central,Plateau,Jos South,Giring,,0,125,87,27,27,0,0,38,60,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Chanso,North Central,Plateau,Mangu,Chanso,,0,25,16,5,5,0,0,9,11,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Chip,North Central,Plateau,Pankshin,Chip,,0,20,12,5,5,0,0,8,7,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,0,116,84,28,23,5,0,32,56,5
2019/2020,Female,all,NABTEB,1-year,University,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,0,93,68,23,14,9,0,25,45,9
2019/2020,Female,all,NABTEB,1-year,University,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,0,76,53,18,14,4,0,23,35,4
2019/2020,Female,all,NABTEB,1-year,University,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,0,34,28,9,9,0,0,6,19,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,0,37,28,9,9,0,0,9,19,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Gangare,North Central,Plateau,Jos North,Gangare,,0,54,38,8,10,0,0,16,30,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,0,34,28,9,9,0,0,6,19,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Giring,North Central,Plateau,Jos South,Giring,,0,42,31,9,9,0,0,11,22,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,0,76,53,18,14,5,0,23,35,5
2019/2020,Female,all,NABTEB,1-year,University,ward,Chanso,North Central,Plateau,Mangu,Chanso,,0,61,47,13,14,0,0,14,34,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,0,133,99,32,27,5,0,34,67,5
2019/2020,Female,all,NABTEB,1-year,University,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,0,49,34,14,9,5,0,15,20,5
2019/2020,Female,all,NABTEB,1-year,University,ward,Fier,North Central,Plateau,Pankshin,Fier,,0,73,56,18,18,0,0,17,38,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,0,25,19,4,5,0,0,6,15,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,0,15,13,4,5,0,0,2,9,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,0,25,19,5,5,0,0,6,14,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,0,25,16,5,5,0,0,9,11,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Gangare,North Central,Plateau,Jos North,Gangare,,0,32,22,9,9,0,0,10,13,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,0,39,32,9,10,0,0,7,23,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,0,32,22,9,10,0,0,10,13,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Chanso,North Central,Plateau,Mangu,Chanso,,0,12,9,5,5,0,0,3,4,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,0,37,25,9,5,4,0,12,16,4
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Chip,North Central,Plateau,Pankshin,Chip,,0,66,50,19,15,4,0,16,31,4
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,0,74,57,17,19,0,0,17,40,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Fier,North Central,Plateau,Pankshin,Fier,,0,51,38,14,14,0,0,13,24,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,0,34,25,9,4,5,0,9,16,5
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,0,49,37,14,10,4,0,12,23,4
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,0,37,26,10,10,0,0,11,16,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,0,61,44,14,10,4,0,17,30,4
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Gangare,North Central,Plateau,Jos North,Gangare,,0,12,9,5,5,0,0,3,4,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,0,32,22,9,9,0,0,10,13,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Du,North Central,Plateau,Jos South,Du,,0,95,70,23,19,4,0,25,47,4
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Giring,North Central,Plateau,Jos South,Giring,,0,83,56,19,15,4,0,27,37,4
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Chanso,North Central,Plateau,Mangu,Chanso,,0,15,13,5,5,0,0,2,8,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Chip,North Central,Plateau,Pankshin,Chip,,0,12,9,5,5,0,0,3,4,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,0,73,53,19,13,6,0,20,34,6
2019/2020,Female,all,NABTEB,2-year,University,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,0,63,44,13,14,0,0,19,31,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,0,49,34,10,10,0,0,15,24,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,0,22,19,9,5,4,0,3,10,4
2019/2020,Female,all,NABTEB,2-year,University,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,0,25,19,9,5,4,0,6,10,4
2019/2020,Female,all,NABTEB,2-year,University,ward,Gangare,North Central,Plateau,Jos North,Gangare,,0,32,22,8,10,0,0,10,14,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,0,22,19,5,4,1,0,3,14,1
2019/2020,Female,all,NABTEB,2-year,University,ward,Giring,North Central,Plateau,Jos South,Giring,,0,29,22,5,5,0,0,7,17,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,0,51,38,13,14,0,0,13,25,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Chanso,North Central,Plateau,Mangu,Chanso,,0,34,25,9,10,0,0,9,16,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,0,81,60,23,15,8,0,21,37,8
2019/2020,Female,all,NABTEB,2-year,University,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,0,27,19,4,4,0,0,8,15,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Fier,North Central,Plateau,Pankshin,Fier,,0,45,35,13,10,4,0,10,22,4
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,0,15,13,5,5,0,0,2,8,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,0,10,6,4,5,0,0,4,2,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,0,15,13,5,5,0,0,2,8,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,0,17,13,5,5,0,0,4,8,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Gangare,North Central,Plateau,Jos North,Gangare,,0,20,16,5,5,0,0,4,11,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,0,25,22,9,10,0,0,3,13,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,0,20,12,4,5,0,0,8,8,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Chanso,North Central,Plateau,Mangu,Chanso,,0,7,6,5,5,0,0,1,1,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,0,22,16,5,5,0,0,6,11,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Chip,North Central,Plateau,Pankshin,Chip,,0,41,34,15,15,0,0,7,19,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,0,49,38,12,15,0,0,11,26,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Fier,North Central,Plateau,Pankshin,Fier,,0,32,25,9,10,0,0,7,16,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,0,20,16,5,4,1,0,4,11,1
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,0,30,22,10,10,0,0,8,12,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,0,24,18,10,10,0,0,6,8,0
2019/2020,Female,all,NABTEB,3-5-year,Polytechnic,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,0,37,29,10,10,0,0,8,19,0
