session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,0,43,31,13,7,6,0,12,18,6
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,0,47,31,13,7,6,0,16,18,6
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Airport/Onipetesi/Inilekere,South West,Lagos,Ikeja,Airport/Onipetesi/Inilekere,,0,122,76,26,30,0,0,46,50,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,0,31,22,7,7,0,0,9,15,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,0,47,31,13,15,0,0,16,18,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,0,129,94,26,30,0,0,35,68,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,0,55,36,13,7,6,0,19,23,6
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,0,66,49,14,14,0,0,17,35,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Aguda,South West,Lagos,Surulere,Aguda,,0,109,76,27,22,5,0,33,49,5
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,0,31,22,7,7,0,0,9,15,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Abule-Egba/Aboru/Meiran/Alagbado,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,,0,98,67,26,30,0,0,31,41,0
