session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Abakpa,South East,Ebonyi,Abakaliki,Abakpa,,0,22,14,4,4,0,0,8,10,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Abaomege,South East,Ebonyi,Abakaliki,Abaomege,,0,20,12,3,4,0,0,8,9,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Amata-Akpoha,South East,Ebonyi,Afikpo North,Amata-Akpoha,,0,31,19,7,7,0,0,12,12,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Ezeke Amasiri,South East,Ebonyi,Afikpo North,Ezeke Amasiri,,0,76,46,14,11,3,0,30,32,3
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Amaeke Ekoli,South East,Ebonyi,Afikpo South,Amaeke Ekoli,,0,36,22,7,3,4,0,14,15,4
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Amangwu,South East,Ebonyi,Afikpo South,Amangwu,,0,42,26,7,7,0,0,16,19,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Inyere,South East,Ebonyi,Ezza North,Inyere,,0,75,43,14,10,4,0,32,29,4
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Amaechi okposi,South East,Ebonyi,Ohaozara,Amaechi okposi,,0,31,22,7,7,0,0,9,15,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Mgbom Okposi,South East,Ebonyi,Ohaozara,Mgbom Okposi,,0,42,26,7,7,0,0,16,19,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Abakpa,South East,Ebonyi,Abakaliki,Abakpa,,0,31,19,7,7,0,0,12,12,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Abofia,South East,Ebonyi,Abakaliki,Abofia,,0,80,50,14,14,0,0,30,36,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Amata-Akpoha,South East,Ebonyi,Afikpo North,Amata-Akpoha,,0,74,46,17,14,3,0,28,29,3
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Amogu Akpoha,South East,Ebonyi,Afikpo North,Amogu Akpoha,,0,62,38,13,11,3,0,24,25,3
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ezeke Amasiri,South East,Ebonyi,Afikpo North,Ezeke Amasiri,,0,84,51,14,14,0,0,33,37,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Amaigbo,South East,Ebonyi,Afikpo South,Amaigbo,,0,20,10,4,4,0,0,10,6,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Amangwu,South East,Ebonyi,Afikpo South,Amangwu,,0,25,14,3,4,0,0,11,11,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Amuda / Amawula,South East,Ebonyi,Ezza North,Amuda / Amawula,,0,80,53,14,15,0,0,27,39,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ekka,South East,Ebonyi,Ezza North,Ekka,,0,56,36,14,11,3,0,20,22,3
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Amaechi okposi,South East,Ebonyi,Ohaozara,Amaechi okposi,,0,25,14,7,7,0,0,11,7,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Mgbom Okposi,South East,Ebonyi,Ohaozara,Mgbom Okposi,,0,20,12,3,4,0,0,8,9,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Abakpa,South East,Ebonyi,Abakaliki,Abakpa,,0,60,36,10,11,0,0,24,26,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Abaomege,South East,Ebonyi,Abakaliki,Abaomege,,0,127,72,21,17,4,0,55,51,4
2019/2020,Female,all,NABTEB,1-year,University,ward,Abofia,South East,Ebonyi,Abakaliki,Abofia,,0,50,31,11,6,5,0,19,20,5
2019/2020,Female,all,NABTEB,1-year,University,ward,Amata-Akpoha,South East,Ebonyi,Afikpo North,Amata-Akpoha,,0,27,14,3,4,0,0,13,11,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Amogu Akpoha,South East,Ebonyi,Afikpo North,Amogu Akpoha,,0,45,26,7,8,0,0,19,19,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Amaeke Ekoli,South East,Ebonyi,Afikpo South,Amaeke Ekoli,,0,107,62,13,14,0,0,45,49,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Amaigbo,South East,Ebonyi,Afikpo South,Amaigbo,,0,116,70,24,18,6,0,46,46,6
2019/2020,Female,all,NABTEB,1-year,University,ward,Amangwu,South East,Ebonyi,Afikpo South,Amangwu,,0,81,48,14,10,4,0,33,34,4
2019/2020,Female,all,NABTEB,1-year,University,ward,Amuda / Amawula,South East,Ebonyi,Ezza North,Amuda / Amawula,,0,56,33,11,8,3,0,23,22,3
2019/2020,Female,all,NABTEB,1-year,University,ward,Ekka,South East,Ebonyi,Ezza North,Ekka,,0,55,34,11,11,0,0,21,23,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Inyere,South East,Ebonyi,Ezza North,Inyere,,0,62,38,13,10,3,0,24,25,3
2019/2020,Female,all,NABTEB,1-year,University,ward,Amaechi okposi,South East,Ebonyi,Ohaozara,Amaechi okposi,,0,80,48,17,14,3,0,32,31,3
2019/2020,Female,all,NABTEB,1-year,University,ward,Ene- Na - Ezeraku,South East,Ebonyi,Ohaozara,Ene- Na - Ezeraku,,0,132,82,25,22,3,0,50,57,3
2019/2020,Female,all,NABTEB,1-year,University,ward,Mgbom Okposi,South East,Ebonyi,Ohaozara,Mgbom Okposi,,0,62,43,17,14,3,0,19,26,3
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Abakpa,South East,Ebonyi,Abakaliki,Abakpa,,0,11,7,4,3,1,0,4,3,1
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Abaomege,South East,Ebonyi,Abakaliki,Abaomege,,0,11,7,3,4,0,0,4,4,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Amata-Akpoha,South East,Ebonyi,Afikpo North,Amata-Akpoha,,0,20,12,3,3,0,0,8,9,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Ezeke Amasiri,South East,Ebonyi,Afikpo North,Ezeke Amasiri,,0,45,26,8,8,0,0,19,18,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Amaeke Ekoli,South East,Ebonyi,Afikpo South,Amaeke Ekoli,,0,22,12,3,3,0,0,10,9,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Amangwu,South East,Ebonyi,Afikpo South,Amangwu,,0,27,17,7,3,4,0,10,10,4
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Inyere,South East,Ebonyi,Ezza North,Inyere,,0,44,24,6,8,0,0,20,18,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Amaechi okposi,South East,Ebonyi,Ohaozara,Amaechi okposi,,0,20,12,3,3,0,0,8,9,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Mgbom Okposi,South East,Ebonyi,Ohaozara,Mgbom Okposi,,0,27,17,7,4,3,0,10,10,3
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Abakpa,South East,Ebonyi,Abakaliki,Abakpa,,0,20,12,7,4,3,0,8,5,3
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Abofia,South East,Ebonyi,Abakaliki,Abofia,,0,56,34,14,8,6,0,22,20,6
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Amata-Akpoha,South East,Ebonyi,Afikpo North,Amata-Akpoha,,0,47,31,14,10,4,0,16,17,4
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Amogu Akpoha,South East,Ebonyi,Afikpo North,Amogu Akpoha,,0,40,24,10,11,0,0,16,14,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Ezeke Amasiri,South East,Ebonyi,Afikpo North,Ezeke Amasiri,,0,53,31,11,8,3,0,22,20,3
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Amaigbo,South East,Ebonyi,Afikpo South,Amaigbo,,0,11,7,4,3,1,0,4,3,1
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Amangwu,South East,Ebonyi,Afikpo South,Amangwu,,0,13,10,4,4,0,0,3,6,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Amuda / Amawula,South East,Ebonyi,Ezza North,Amuda / Amawula,,0,49,31,11,11,0,0,18,20,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Ekka,South East,Ebonyi,Ezza North,Ekka,,0,36,24,7,8,0,0,12,17,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Amaechi okposi,South East,Ebonyi,Ohaozara,Amaechi okposi,,0,16,10,4,3,1,0,6,6,1
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Mgbom Okposi,South East,Ebonyi,Ohaozara,Mgbom Okposi,,0,11,7,4,4,0,0,4,3,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Abakpa,South East,Ebonyi,Abakaliki,Abakpa,,0,34,22,7,8,0,0,12,15,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Abaomege,South East,Ebonyi,Abakaliki,Abaomege,,0,75,42,11,12,0,0,33,31,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Abofia,South East,Ebonyi,Abakaliki,Abofia,,0,32,17,7,6,1,0,15,10,1
2019/2020,Female,all,NABTEB,2-year,University,ward,Amata-Akpoha,South East,Ebonyi,Afikpo North,Amata-Akpoha,,0,16,10,3,4,0,0,6,7,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Amogu Akpoha,South East,Ebonyi,Afikpo North,Amogu Akpoha,,0,31,20,7,8,0,0,11,13,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Amaeke Ekoli,South East,Ebonyi,Afikpo South,Amaeke Ekoli,,0,70,38,13,11,3,0,32,25,3
2019/2020,Female,all,NABTEB,2-year,University,ward,Amaigbo,South East,Ebonyi,Afikpo South,Amaigbo,,0,74,45,13,14,0,0,29,32,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Amangwu,South East,Ebonyi,Afikpo South,Amangwu,,0,47,29,7,7,0,0,18,22,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Amuda / Amawula,South East,Ebonyi,Ezza North,Amuda / Amawula,,0,36,24,8,8,0,0,12,16,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Ekka,South East,Ebonyi,Ezza North,Ekka,,0,33,19,7,8,0,0,14,12,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Inyere,South East,Ebonyi,Ezza North,Inyere,,0,40,21,10,10,0,0,19,11,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Amaechi okposi,South East,Ebonyi,Ohaozara,Amaechi okposi,,0,51,29,10,11,0,0,22,19,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Ene- Na - Ezeraku,South East,Ebonyi,Ohaozara,Ene- Na - Ezeraku,,0,87,58,22,19,3,0,29,36,3
