session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Achalla  II,South East,Anambra,Awka North,Achalla  II,,0,49,32,8,9,0,0,17,24,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Achalla  III,South East,Anambra,Awka North,Achalla  III,,0,140,99,38,34,4,0,41,61,4
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Agu Oka,South East,Anambra,Awka South,Agu Oka,,0,52,38,13,13,0,0,14,25,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Amawbia  I,South East,Anambra,Awka South,Amawbia  I,,0,112,72,24,22,4,0,40,48,4
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Amawbia  II,South East,Anambra,Awka South,Amawbia  II,,0,90,60,20,14,7,0,30,40,7
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Nnewi-ichi  I,South East,Anambra,Nnewi North,Nnewi-ichi  I,,0,149,105,38,31,8,0,44,67,8
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Nnewi-ichi  II,South East,Anambra,Nnewi North,Nnewi-ichi  II,,0,113,76,20,22,0,0,37,56,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Otolo  I,South East,Anambra,Nnewi North,Otolo  I,,0,38,26,8,9,0,0,12,18,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Inland Town I,South East,Anambra,Onitsha North,Inland Town I,,0,52,38,13,9,4,0,14,25,4
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bridge Head I,South East,Anambra,Onitsha South,Bridge Head I,,0,44,29,8,9,0,0,15,21,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bridge Head II,South East,Anambra,Onitsha South,Bridge Head II,,0,83,54,21,18,4,0,29,33,4
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bridge Head III,South East,Anambra,Onitsha South,Bridge Head III,,0,25,16,4,4,0,0,9,12,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Agu Oka,South East,Anambra,Awka South,Agu Oka,,0,74,54,17,13,4,0,20,37,4
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,American Quarters,South East,Anambra,Onitsha North,American Quarters,,0,69,48,17,14,4,0,21,31,4
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,G.R.A,South East,Anambra,Onitsha North,G.R.A,,0,189,128,42,36,8,0,61,86,8
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Inland Town I,South East,Anambra,Onitsha North,Inland Town I,,0,88,63,25,26,0,0,25,38,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Bridge Head I,South East,Anambra,Onitsha South,Bridge Head I,,0,146,105,34,35,0,0,41,71,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Bridge Head II,South East,Anambra,Onitsha South,Bridge Head II,,0,55,38,8,8,0,0,17,30,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Bridge Head III,South East,Anambra,Onitsha South,Bridge Head III,,0,52,35,8,9,0,0,17,27,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Achalla  I,South East,Anambra,Awka North,Achalla  I,,0,153,106,37,31,8,0,47,69,8
2019/2020,Female,all,NABTEB,1-year,University,ward,Achalla  II,South East,Anambra,Awka North,Achalla  II,,0,126,83,25,22,4,0,43,58,4
2019/2020,Female,all,NABTEB,1-year,University,ward,Achalla  III,South East,Anambra,Awka North,Achalla  III,,0,25,16,4,4,0,0,9,12,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Agu Oka,South East,Anambra,Awka South,Agu Oka,,0,36,22,8,9,0,0,14,14,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Amawbia  I,South East,Anambra,Awka South,Amawbia  I,,0,49,32,13,9,4,0,17,19,4
2019/2020,Female,all,NABTEB,1-year,University,ward,Amawbia  II,South East,Anambra,Awka South,Amawbia  II,,0,47,32,8,9,0,0,15,24,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Nnewi-ichi  I,South East,Anambra,Nnewi North,Nnewi-ichi  I,,0,33,22,8,9,0,0,11,14,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Nnewi-ichi  II,South East,Anambra,Nnewi North,Nnewi-ichi  II,,0,49,35,13,9,4,0,14,22,4
2019/2020,Female,all,NABTEB,1-year,University,ward,Otolo  I,South East,Anambra,Nnewi North,Otolo  I,,0,126,88,29,26,4,0,38,59,4
2019/2020,Female,all,NABTEB,1-year,University,ward,American Quarters,South East,Anambra,Onitsha North,American Quarters,,0,80,55,16,18,0,0,25,39,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Inland Town I,South East,Anambra,Onitsha North,Inland Town I,,0,30,22,8,4,4,0,8,14,4
2019/2020,Female,all,NABTEB,1-year,University,ward,Bridge Head III,South East,Anambra,Onitsha South,Bridge Head III,,0,88,61,26,22,4,0,27,35,4
