session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Abogunde/Sagba,South West,Osun,Ede North,Abogunde/Sagba,,0,21,14,5,5,0,0,7,9,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,0,25,17,5,5,0,0,8,12,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,0,60,39,10,10,0,0,21,29,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Biladu,South West,Osun,Ilesha East,Biladu,,0,90,64,25,22,4,0,26,39,4
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Ifosan/Oke-Eso,South West,Osun,Ilesha East,Ifosan/Oke-Eso,,0,44,33,14,11,3,0,11,19,3
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Ereja,South West,Osun,Ilesha West,Ereja,,0,56,33,15,10,5,0,23,18,5
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Alagba,South West,Osun,Osogbo,Alagba,,0,99,67,25,21,5,0,32,42,5
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,0,78,53,20,21,0,0,25,33,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,0,81,50,19,16,3,0,31,31,3
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Abogunde/Sagba,South West,Osun,Ede North,Abogunde/Sagba,,0,37,25,10,11,0,0,12,15,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Alusekere,South West,Osun,Ede North,Alusekere,,0,32,22,10,5,5,0,10,12,5
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Apaso,South West,Osun,Ede North,Apaso,,0,86,59,20,10,10,0,27,39,10
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,0,91,67,24,22,3,0,24,43,3
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,0,30,22,10,11,0,0,8,12,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Biladu,South West,Osun,Ilesha East,Biladu,,0,19,14,5,6,0,0,5,9,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,0,109,76,29,27,3,0,33,47,3
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ifosan/Oke-Eso,South West,Osun,Ilesha East,Ifosan/Oke-Eso,,0,58,42,15,16,0,0,16,27,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ayeso,South West,Osun,Ilesha West,Ayeso,,0,124,83,25,27,0,0,41,58,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ereja,South West,Osun,Ilesha West,Ereja,,0,30,19,5,5,0,0,11,14,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ikoyi / Ikoti Araromi,South West,Osun,Ilesha West,Ikoyi / Ikoti Araromi,,0,72,42,10,10,0,0,30,32,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Alagba,South West,Osun,Osogbo,Alagba,,0,42,28,10,5,5,0,14,18,5
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,0,48,31,10,10,0,0,17,21,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Abogunde/Sagba,South West,Osun,Ede North,Abogunde/Sagba,,0,69,48,24,22,3,0,21,24,3
2019/2020,Female,all,NABTEB,1-year,University,ward,Alusekere,South West,Osun,Ede North,Alusekere,,0,79,58,25,27,0,0,21,33,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Apaso,South West,Osun,Ede North,Apaso,,0,72,50,20,22,0,0,22,30,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Akarabata,South West,Osun,Ife Central,Akarabata,,0,79,55,24,16,8,0,24,31,8
2019/2020,Female,all,NABTEB,1-year,University,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,0,86,58,24,22,3,0,28,34,3
2019/2020,Female,all,NABTEB,1-year,University,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,0,81,55,25,22,4,0,26,30,4
2019/2020,Female,all,NABTEB,1-year,University,ward,Biladu,South West,Osun,Ilesha East,Biladu,,0,44,28,10,6,4,0,16,18,4
2019/2020,Female,all,NABTEB,1-year,University,ward,Bolorunduro,South West,Osun,Ilesha East,Bolorunduro,,0,25,17,5,5,0,0,8,12,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Ifosan/Oke-Eso,South West,Osun,Ilesha East,Ifosan/Oke-Eso,,0,21,14,5,5,0,0,7,9,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Ayeso,South West,Osun,Ilesha West,Ayeso,,0,19,11,5,5,0,0,8,6,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Ereja,South West,Osun,Ilesha West,Ereja,,0,37,25,10,11,0,0,12,15,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Ikoyi / Ikoti Araromi,South West,Osun,Ilesha West,Ikoyi / Ikoti Araromi,,0,81,56,24,22,3,0,25,32,3
2019/2020,Female,all,NABTEB,1-year,University,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,0,44,31,14,11,3,0,13,17,3
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Abogunde/Sagba,South West,Osun,Ede North,Abogunde/Sagba,,0,14,8,5,5,0,0,6,3,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Ilare I,South West,Osun,Ife Central,Ilare I,,0,16,11,5,5,0,0,5,6,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Ilare II,South West,Osun,Ife Central,Ilare II,,0,41,28,10,10,0,0,13,18,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Biladu,South West,Osun,Ilesha East,Biladu,,0,62,44,20,16,5,0,18,24,5
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Ifosan/Oke-Eso,South West,Osun,Ilesha East,Ifosan/Oke-Eso,,0,30,22,10,11,0,0,8,12,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Ereja,South West,Osun,Ilesha West,Ereja,,0,33,22,5,5,0,0,11,17,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Alagba,South West,Osun,Osogbo,Alagba,,0,63,41,15,15,0,0,22,26,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Are-Ago,South West,Osun,Osogbo,Are-Ago,,0,52,33,15,16,0,0,19,18,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Ataoja  'A',South West,Osun,Osogbo,Ataoja  'A',,0,49,30,15,10,5,0,19,15,5
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Abogunde/Sagba,South West,Osun,Ede North,Abogunde/Sagba,,0,25,19,5,5,0,0,6,14,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Alusekere,South West,Osun,Ede North,Alusekere,,0,19,14,5,5,0,0,5,9,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Apaso,South West,Osun,Ede North,Apaso,,0,56,38,10,10,0,0,18,28,0
