"session","gender","disability_scope","exam_body","gap_band","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Ward I N2","South West","Oyo","Ibadan North","Ward I N2","","0","22","14","5","6","0","0","8","9","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Ward II, N3","South West","Oyo","Ibadan North","Ward II, N3","","0","113","66","23","27","0","0","47","43","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Ward III, N4","South West","Oyo","Ibadan North","Ward III, N4","","0","76","46","18","16","4","0","30","28","4"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Ward 08 SW7","South West","Oyo","Ibadan South","Ward 08 SW7","","0","102","63","23","27","0","0","39","40","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Ward 10 SW8 II","South West","Oyo","Ibadan South","Ward 10 SW8 II","","0","24","14","9","11","0","0","10","5","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Ward 11 SW9(1)","South West","Oyo","Ibadan South","Ward 11 SW9(1)","","0","94","58","18","22","0","0","36","40","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Aaje/Ogunbado","South West","Oyo","Ogbomosho North","Aaje/Ogunbado","","0","78","46","14","16","0","0","32","32","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Abogunde","South West","Oyo","Ogbomosho North","Abogunde","","0","49","32","9","11","0","0","17","23","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Aguodo/ Masifa","South West","Oyo","Ogbomosho North","Aguodo/ Masifa","","0","100","58","23","22","3","0","42","35","3"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Agboye/Molete","South West","Oyo","Oyo East","Agboye/Molete","","0","113","69","23","22","3","0","44","46","3"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Ajagba","South West","Oyo","Oyo East","Ajagba","","0","95","55","18","16","4","0","40","37","4"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Alaodi/Modeke","South West","Oyo","Oyo East","Alaodi/Modeke","","0","43","29","14","11","3","0","14","15","3"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Agbonle","South West","Oyo","Saki East","Agbonle","","0","92","60","23","22","3","0","32","37","3"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Ago Amodu I","South West","Oyo","Saki East","Ago Amodu I","","0","35","23","9","11","0","0","12","14","0"
"2019/2020","Female","all","NABTEB","1-year","College of Education","ward","Ago Amodu II","South West","Oyo","Saki East","Ago Amodu II","","0","57","37","14","11","3","0","20","23","3"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Ward III, N4","South West","Oyo","Ibadan North","Ward III, N4","","0","41","26","9","11","0","0","15","17","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Ward 08 SW7","South West","Oyo","Ibadan South","Ward 08 SW7","","0","32","20","9","11","0","0","12","11","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Ward 10 SW8 II","South West","Oyo","Ibadan South","Ward 10 SW8 II","","0","119","72","28","21","7","0","47","44","7"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Ward 11 SW9(1)","South West","Oyo","Ibadan South","Ward 11 SW9(1)","","0","32","20","9","11","0","0","12","11","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Abogunde","South West","Oyo","Ogbomosho North","Abogunde","","0","27","17","5","5","0","0","10","12","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Alaodi/Modeke","South West","Oyo","Oyo East","Alaodi/Modeke","","0","57","34","9","11","0","0","23","25","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Agbonle","South West","Oyo","Saki East","Agbonle","","0","35","20","5","5","0","0","15","15","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Ago Amodu I","South West","Oyo","Saki East","Ago Amodu I","","0","94","57","19","21","0","0","37","38","0"
"2019/2020","Female","all","NABTEB","1-year","Polytechnic","ward","Ago Amodu II","South West","Oyo","Saki East","Ago Amodu II","","0","43","29","14","11","3","0","14","15","3"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Ward I N2","South West","Oyo","Ibadan North","Ward I N2","","0","162","104","32","32","4","0","58","72","4"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Ward II, N3","South West","Oyo","Ibadan North","Ward II, N3","","0","43","26","9","11","0","0","17","17","0"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Ward III, N4","South West","Oyo","Ibadan North","Ward III, N4","","0","54","32","9","11","0","0","22","23","0"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Ward 11 SW9(1)","South West","Oyo","Ibadan South","Ward 11 SW9(1)","","0","46","29","14","11","3","0","17","15","3"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Aaje/Ogunbado","South West","Oyo","Ogbomosho North","Aaje/Ogunbado","","0","86","52","13","10","4","0","34","39","4"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Abogunde","South West","Oyo","Ogbomosho North","Abogunde","","0","95","61","23","16","7","0","34","38","7"
"2019/2020","Female","all","NABTEB","1-year","University","ward","Aguodo/ Masifa","South West","Oyo","Ogbomosho North","Aguodo/ Masifa","","0","101","60","18","22","0","0","41","42","0"
