session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Adadama,South South,Cross River,Abi,Adadama,,0,58,42,15,12,3,0,16,27,3
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,0,100,73,22,17,5,0,27,51,5
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Ebom,South South,Cross River,Abi,Ebom,,0,62,47,18,12,6,0,15,29,6
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,0,29,22,7,9,0,0,7,15,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,0,36,28,11,9,2,0,8,17,2
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,0,33,22,7,9,0,0,11,15,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Five,South South,Cross River,Calabar Municipal,Five,,0,99,78,22,25,0,0,21,56,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Four,South South,Cross River,Calabar Municipal,Four,,0,127,91,25,31,0,0,36,66,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,0,38,28,7,9,0,0,10,21,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,0,33,25,11,9,2,0,8,14,2
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,0,36,25,7,8,0,0,11,18,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Adadama,South South,Cross River,Abi,Adadama,,0,29,19,7,8,0,0,10,12,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,0,38,25,4,4,0,0,13,21,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ebom,South South,Cross River,Abi,Ebom,,0,44,36,11,13,0,0,8,25,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,0,44,33,11,8,3,0,11,22,3
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,0,16,11,4,4,0,0,5,7,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,0,53,36,11,13,0,0,17,25,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,0,49,36,11,8,3,0,13,25,3
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Five,South South,Cross River,Calabar Municipal,Five,,0,27,22,7,9,0,0,5,15,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Four,South South,Cross River,Calabar Municipal,Four,,0,42,30,11,9,2,0,12,19,2
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,0,77,61,18,22,0,0,16,43,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,0,76,50,14,18,0,0,26,36,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Five (5),South South,Cross River,Calabar South,Five (5),,0,118,79,25,25,3,0,39,54,3
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,0,93,66,19,17,2,0,27,47,2
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,0,55,39,7,9,0,0,16,32,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,0,44,34,11,8,3,0,10,23,3
2019/2020,Female,all,NABTEB,1-year,University,ward,Adadama,South South,Cross River,Abi,Adadama,,0,40,28,7,9,0,0,12,21,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Ebom,South South,Cross River,Abi,Ebom,,0,38,28,7,4,3,0,10,21,3
2019/2020,Female,all,NABTEB,1-year,University,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,0,69,49,14,17,0,0,20,35,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,0,114,80,25,22,5,0,34,55,5
2019/2020,Female,all,NABTEB,1-year,University,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,0,38,25,7,4,3,0,13,18,3
2019/2020,Female,all,NABTEB,1-year,University,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,0,40,25,7,9,0,0,15,18,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,0,22,17,7,4,3,0,5,10,3
2019/2020,Female,all,NABTEB,1-year,University,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,0,67,47,14,18,0,0,20,33,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Five (5),South South,Cross River,Calabar South,Five (5),,0,22,14,4,4,0,0,8,10,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,0,38,28,7,8,0,0,10,21,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,0,64,41,14,13,3,0,23,27,3
2019/2020,Female,all,NABTEB,1-year,University,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,0,20,14,7,9,0,0,6,7,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Adadama,South South,Cross River,Abi,Adadama,,0,40,30,11,8,3,0,10,19,3
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,0,61,45,15,12,3,0,16,30,3
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Ebom,South South,Cross River,Abi,Ebom,,0,40,31,11,12,0,0,9,20,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,0,18,14,3,4,0,0,4,11,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,0,22,17,4,4,0,0,5,13,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,0,20,14,4,4,0,0,6,10,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Five,South South,Cross River,Calabar Municipal,Five,,0,62,44,18,16,3,0,18,26,3
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Four,South South,Cross River,Calabar Municipal,Four,,0,80,58,18,17,3,0,22,40,3
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,0,22,17,7,4,3,0,5,10,3
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,0,20,17,7,4,3,0,3,10,3
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,0,22,17,4,4,0,0,5,13,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Adadama,South South,Cross River,Abi,Adadama,,0,20,14,4,4,0,0,6,10,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Afafanyi/Igonigoni,South South,Cross River,Abi,Afafanyi/Igonigoni,,0,22,17,4,4,0,0,5,13,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Ebom,South South,Cross River,Abi,Ebom,,0,29,22,7,8,0,0,7,15,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Abuochiche,South South,Cross River,Bekwarra,Abuochiche,,0,27,19,7,4,3,0,8,12,3
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Afrike Ochagbe,South South,Cross River,Bekwarra,Afrike Ochagbe,,0,11,8,4,4,0,0,3,4,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Afrike Okpeche,South South,Cross River,Bekwarra,Afrike Okpeche,,0,33,25,11,8,3,0,8,14,3
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Eigth,South South,Cross River,Calabar Municipal,Eigth,,0,36,25,8,8,0,0,11,17,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Five,South South,Cross River,Calabar Municipal,Five,,0,20,17,4,4,0,0,3,13,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Four,South South,Cross River,Calabar Municipal,Four,,0,33,25,7,9,0,0,8,18,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Eight (8),South South,Cross River,Calabar South,Eight (8),,0,49,42,11,13,0,0,7,31,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Eleven (11),South South,Cross River,Calabar South,Eleven (11),,0,44,31,8,8,0,0,13,23,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Five (5),South South,Cross River,Calabar South,Five (5),,0,76,52,18,12,6,0,24,34,6
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Ekajuk I,South South,Cross River,Ogoja,Ekajuk I,,0,56,38,14,17,0,0,18,24,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Ekajuk II,South South,Cross River,Ogoja,Ekajuk II,,0,36,25,7,4,3,0,11,18,3
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Mbube East I,South South,Cross River,Ogoja,Mbube East I,,0,26,16,8,8,0,0,10,8,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Adadama,South South,Cross River,Abi,Adadama,,0,27,19,4,4,0,0,8,15,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Ebom,South South,Cross River,Abi,Ebom,,0,27,19,4,4,0,0,8,15,0
