session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bambam,North East,Gombe,Balanga,Bambam,,0,62,33,13,10,4,0,29,20,4
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bangu,North East,Gombe,Balanga,Bangu,,0,42,24,9,10,0,0,18,15,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,0,66,42,18,9,9,0,24,24,9
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,0,45,27,9,5,4,0,18,18,4
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,0,27,16,9,5,4,0,11,7,4
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Awak,North East,Gombe,Kaltungo,Awak,,0,64,40,13,14,0,0,24,27,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,0,23,13,5,5,0,0,10,8,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Barwo / Nasarawo,North East,Gombe,Nafada,Barwo / Nasarawo,,0,35,18,5,5,0,0,17,13,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Barwo Winde,North East,Gombe,Nafada,Barwo Winde,,0,112,66,25,24,4,0,46,41,4
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,0,62,40,18,18,0,0,22,22,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,0,74,44,13,14,0,0,30,31,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,0,76,47,22,14,8,0,29,25,8
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Gwani / Shinga / Wade,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,,0,109,65,22,23,0,0,44,43,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Bambam,North East,Gombe,Balanga,Bambam,,0,23,13,5,5,0,0,10,8,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,0,41,24,9,5,4,0,17,15,4
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,0,95,54,14,15,0,0,41,40,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,0,113,74,27,19,8,0,39,47,8
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,0,79,47,12,15,0,0,32,35,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Bule / Kaltin,North East,Gombe,Kaltungo,Bule / Kaltin,,0,37,22,9,5,4,0,15,13,4
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,0,39,22,9,5,4,0,17,13,4
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Barwo / Nasarawo,North East,Gombe,Nafada,Barwo / Nasarawo,,0,103,58,19,19,0,0,45,39,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,0,74,44,22,13,9,0,30,22,9
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,0,50,31,13,14,0,0,19,18,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,0,25,16,4,5,0,0,9,12,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Bambam,North East,Gombe,Balanga,Bambam,,0,19,13,5,5,0,0,6,8,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Bangu,North East,Gombe,Balanga,Bangu,,0,53,31,8,10,0,0,22,23,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,0,41,22,9,9,0,0,19,13,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,0,41,24,5,5,0,0,17,19,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Awak,North East,Gombe,Kaltungo,Awak,,0,76,45,17,14,4,0,31,28,4
2019/2020,Female,all,NABTEB,1-year,University,ward,Bule / Kaltin,North East,Gombe,Kaltungo,Bule / Kaltin,,0,81,44,18,15,4,0,37,26,4
2019/2020,Female,all,NABTEB,1-year,University,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,0,78,46,14,14,0,0,32,32,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,0,43,27,9,9,0,0,16,18,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Gwani / Shinga / Wade,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,,0,25,13,4,5,0,0,12,9,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Bambam,North East,Gombe,Balanga,Bambam,,0,38,22,8,10,0,0,16,14,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Bangu,North East,Gombe,Balanga,Bangu,,0,26,18,8,10,0,0,8,10,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,0,46,27,8,9,0,0,19,19,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,0,31,20,4,5,0,0,11,16,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,0,17,9,4,5,0,0,8,5,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Awak,North East,Gombe,Kaltungo,Awak,,0,40,24,8,10,0,0,16,16,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,0,15,9,5,5,0,0,6,4,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Barwo / Nasarawo,North East,Gombe,Nafada,Barwo / Nasarawo,,0,25,13,5,5,0,0,12,8,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Barwo Winde,North East,Gombe,Nafada,Barwo Winde,,0,68,41,22,19,5,0,27,19,5
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,0,42,27,8,9,0,0,15,19,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,0,46,27,8,9,0,0,19,19,0
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,0,46,27,13,10,4,0,19,14,4
2019/2020,Female,all,NABTEB,2-year,College of Education,ward,Gwani / Shinga / Wade,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,,0,69,40,18,15,4,0,29,22,4
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Bambam,North East,Gombe,Balanga,Bambam,,0,14,9,5,5,0,0,5,4,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,0,29,18,4,5,0,0,11,14,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,0,63,33,14,15,0,0,30,19,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,0,73,47,19,19,0,0,26,28,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Bolari East,North East,Gombe,Gombe,Bolari East,,0,48,27,12,15,0,0,21,15,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Bule / Kaltin,North East,Gombe,Kaltungo,Bule / Kaltin,,0,23,13,4,5,0,0,10,9,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,0,27,13,5,5,0,0,14,8,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Barwo / Nasarawo,North East,Gombe,Nafada,Barwo / Nasarawo,,0,69,37,14,15,0,0,32,23,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Birin Bolewa,North East,Gombe,Nafada,Birin Bolewa,,0,44,26,8,8,0,0,18,18,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Deba,North East,Gombe,Yamaltu/Deba,Deba,,0,31,20,9,10,0,0,11,11,0
2019/2020,Female,all,NABTEB,2-year,Polytechnic,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,0,12,9,5,5,0,0,3,4,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Bambam,North East,Gombe,Balanga,Bambam,,0,12,9,5,5,0,0,3,4,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Bangu,North East,Gombe,Balanga,Bangu,,0,33,17,4,4,0,0,16,13,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,0,27,16,4,5,0,0,11,12,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Bajoga,North East,Gombe,Gombe,Bajoga,,0,25,16,5,5,0,0,9,11,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Awak,North East,Gombe,Kaltungo,Awak,,0,52,29,13,14,0,0,23,16,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Bule / Kaltin,North East,Gombe,Kaltungo,Bule / Kaltin,,0,52,31,14,15,0,0,21,17,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Kaltungo East,North East,Gombe,Kaltungo,Kaltungo East,,0,54,31,14,14,0,0,23,17,0
2019/2020,Female,all,NABTEB,2-year,University,ward,Difa / Lubo / Kinafa,North East,Gombe,Yamaltu/Deba,Difa / Lubo / Kinafa,,0,31,20,9,5,4,0,11,11,4
2019/2020,Female,all,NABTEB,2-year,University,ward,Gwani / Shinga / Wade,North East,Gombe,Yamaltu/Deba,Gwani / Shinga / Wade,,0,17,9,4,5,0,0,8,5,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Bambam,North East,Gombe,Balanga,Bambam,,0,27,16,8,10,0,0,11,8,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Bangu,North East,Gombe,Balanga,Bangu,,0,16,10,4,5,0,0,6,6,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Dadiya,North East,Gombe,Balanga,Dadiya,,0,29,16,8,9,0,0,13,8,0
2019/2020,Female,all,NABTEB,3-5-year,College of Education,ward,Ajiya,North East,Gombe,Gombe,Ajiya,,0,19,11,4,5,0,0,8,7,0
