session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,0,84,57,25,19,6,0,27,32,6
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,0,95,60,24,26,0,0,35,36,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Gboko North West,North Central,Benue,Gboko,Gboko North West,,0,76,50,12,12,0,0,26,38,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Ikurav Tiev I,North Central,Benue,Katsina-Ala,Ikurav Tiev I,,0,46,30,6,6,0,0,16,24,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Ikurav Tiev II,North Central,Benue,Katsina-Ala,Ikurav Tiev II,,0,70,46,18,12,6,0,24,28,6
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Iwar(Tongov I),North Central,Benue,Katsina-Ala,Iwar(Tongov I),,0,78,56,32,19,13,0,22,24,13
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Agan,North Central,Benue,Makurdi,Agan,,0,38,30,13,13,0,0,8,17,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Ankpa/Wadata,North Central,Benue,Makurdi,Ankpa/Wadata,,0,38,27,13,13,0,0,11,14,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Bar,North Central,Benue,Makurdi,Bar,,0,27,20,6,6,0,0,7,14,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,0,81,53,24,19,6,0,28,29,6
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Allan,North Central,Benue,Otukpo,Allan,,0,24,17,6,6,0,0,7,11,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Mbadede,North Central,Benue,Vandeikya,Mbadede,,0,27,17,6,6,0,0,10,11,0
2019/2020,Female,all,NABTEB,1-year,College of Education,ward,Mbagbam,North Central,Benue,Vandeikya,Mbagbam,,0,95,67,31,19,12,0,28,36,12
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,0,43,30,13,6,7,0,13,17,7
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,0,22,13,6,6,0,0,9,7,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Gboko North West,North Central,Benue,Gboko,Gboko North West,,0,30,23,12,13,0,0,7,11,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ikurav Tiev I,North Central,Benue,Katsina-Ala,Ikurav Tiev I,,0,41,27,12,13,0,0,14,15,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ikurav Tiev II,North Central,Benue,Katsina-Ala,Ikurav Tiev II,,0,73,50,18,19,0,0,23,32,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Agan,North Central,Benue,Makurdi,Agan,,0,76,50,18,13,5,0,26,32,5
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Ankpa/Wadata,North Central,Benue,Makurdi,Ankpa/Wadata,,0,97,64,19,12,7,0,33,45,7
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Bar,North Central,Benue,Makurdi,Bar,,0,54,40,13,13,0,0,14,27,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Adoka-Haje,North Central,Benue,Otukpo,Adoka-Haje,,0,103,70,24,18,6,0,33,46,6
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,0,32,20,6,6,0,0,12,14,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Allan,North Central,Benue,Otukpo,Allan,,0,70,54,25,19,6,0,16,29,6
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Mbadede,North Central,Benue,Vandeikya,Mbadede,,0,46,33,12,13,0,0,13,21,0
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Mbagbam,North Central,Benue,Vandeikya,Mbagbam,,0,35,27,12,6,6,0,8,15,6
2019/2020,Female,all,NABTEB,1-year,Polytechnic,ward,Mbagbera,North Central,Benue,Vandeikya,Mbagbera,,0,78,54,25,19,6,0,24,29,6
2019/2020,Female,all,NABTEB,1-year,University,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,0,27,17,6,7,0,0,10,11,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Gboko East,North Central,Benue,Gboko,Gboko East,,0,32,23,6,6,0,0,9,17,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Gboko North West,North Central,Benue,Gboko,Gboko North West,,0,38,23,6,6,0,0,15,17,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Ikurav Tiev I,North Central,Benue,Katsina-Ala,Ikurav Tiev I,,0,78,53,12,12,0,0,25,41,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Iwar(Tongov I),North Central,Benue,Katsina-Ala,Iwar(Tongov I),,0,65,43,19,12,7,0,22,24,7
2019/2020,Female,all,NABTEB,1-year,University,ward,Agan,North Central,Benue,Makurdi,Agan,,0,32,23,6,7,0,0,9,17,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Ankpa/Wadata,North Central,Benue,Makurdi,Ankpa/Wadata,,0,38,27,13,13,0,0,11,14,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Bar,North Central,Benue,Makurdi,Bar,,0,59,43,12,12,0,0,16,31,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Adoka-Haje,North Central,Benue,Otukpo,Adoka-Haje,,0,43,27,12,13,0,0,16,15,0
2019/2020,Female,all,NABTEB,1-year,University,ward,Adoka-Icho,North Central,Benue,Otukpo,Adoka-Icho,,0,46,33,19,13,6,0,13,14,6
2019/2020,Female,all,NABTEB,1-year,University,ward,Allan,North Central,Benue,Otukpo,Allan,,0,57,37,6,6,0,0,20,31,0
