session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Public,JSS,,,Unqualified,1922,22,ALL,87.3636
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Public,JSS,,NCE,Qualified,4203,43,ALL,97.7442
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Public,SSS,,NCE,Qualified,2322,36,ALL,64.5
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Public,SSS,,PGDE,Qualified,2017,31,ALL,65.0645
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Public,JSS,,Grade II or Equivalent,Unqualified,2021,24,ALL,84.2083
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Public,JSS,,MEd or Equivalent,Qualified,1752,21,ALL,83.4286
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Public,JSS,,NCE,Qualified,1839,23,ALL,79.9565
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Public,SSS,,,Unqualified,1413,18,ALL,78.5
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Public,SSS,,Grade II or Equivalent,Unqualified,1628,21,ALL,77.5238
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Public,SSS,,PGDE,Qualified,1541,17,ALL,90.6471
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,Private,Adult & Non-Formal Education,,,Unqualified,66,2,ALL,33.0
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,256,7,ALL,36.5714
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,256,7,ALL,36.5714
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,512,14,ALL,36.5714
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,161,4,ALL,40.25
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,Private,JSS,,BEd or Equivalent,Qualified,2637,46,ALL,57.3261
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,Private,JSS,,PGDE,Qualified,1475,26,ALL,56.7308
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,Private,Pre-Primary/Primary,,,Unqualified,2963,44,ALL,67.3409
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,4938,91,ALL,54.2637
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,3244,49,ALL,66.2041
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,Private,Pre-Primary/Primary,,NCE,Qualified,3951,73,ALL,54.1233
