session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,209,5,ALL,41.8
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,185,4,ALL,46.2
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,84,2,ALL,42.0
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,125,3,ALL,41.7
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Public,JSS,,BEd or Equivalent,Qualified,251,5,ALL,50.2
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Public,JSS,,MEd or Equivalent,Qualified,301,6,ALL,50.2
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Public,JSS,,NCE,Qualified,251,5,ALL,50.2
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,1563,29,ALL,53.9
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Public,Pre-Primary/Primary,,PGDE,Qualified,539,10,ALL,53.9
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,677,13,ALL,52.1
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,736,14,ALL,52.6
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Public,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,551,10,ALL,55.1
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,683,12,ALL,56.9
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Public,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,550,10,ALL,55.0
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,610,12,ALL,50.8
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Public,SSS,,BEd or Equivalent,Qualified,284,6,ALL,47.3
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Public,SSS,,Grade II or Equivalent,Unqualified,250,5,ALL,50.0
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Male,Public,Adult & Non-Formal Education,,,Unqualified,98,2,ALL,49.0
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,131,3,ALL,43.7
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,98,2,ALL,49.0
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,131,3,ALL,43.7
