session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,47,1,ALL,47.0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,106,2,ALL,53.0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,47,1,ALL,47.0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,94,2,ALL,47.0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,JSS,,BEd or Equivalent,Qualified,104,2,ALL,52.0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,JSS,,Grade II or Equivalent,Unqualified,282,5,ALL,56.4
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,JSS,,MEd or Equivalent,Qualified,209,4,ALL,52.2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,JSS,,NCE,Qualified,313,6,ALL,52.2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,989,16,ALL,61.8
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,831,15,ALL,55.4
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Pre-Primary/Primary,Primary 3,PGDE,Qualified,915,16,ALL,57.2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,872,15,ALL,58.1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,860,15,ALL,57.3
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,647,11,ALL,58.8
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,SSS,,,Unqualified,449,8,ALL,56.1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Public,SSS,,MEd or Equivalent,Qualified,210,4,ALL,52.5
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,144,3,ALL,48.0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,53,1,ALL,53.0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,144,3,ALL,48.0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,48,1,ALL,48.0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Public,JSS,,,Unqualified,184,3,ALL,61.3
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Public,JSS,,NCE,Qualified,219,4,ALL,54.8
