session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Public,JSS,,BEd or Equivalent,Qualified,288,6,ALL,48.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Public,JSS,,MEd or Equivalent,Qualified,189,4,ALL,47.25
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Public,JSS,,PGDE,Qualified,243,5,ALL,48.6
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Public,SSS,,BEd or Equivalent,Qualified,179,5,ALL,35.8
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Female,Public,SSS,,NCE,Qualified,383,11,ALL,34.8182
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Public,JSS,,NCE,Qualified,108,3,ALL,36.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Public,JSS,,PGDE,Qualified,574,15,ALL,38.2667
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Public,SSS,,BEd or Equivalent,Qualified,168,6,ALL,28.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Public,SSS,,Grade II or Equivalent,Unqualified,206,6,ALL,34.3333
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Community Secondary School, Abak Urban I",Male,Public,SSS,,PGDE,Qualified,177,6,ALL,29.5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Private,Adult & Non-Formal Education,,,Unqualified,52,3,ALL,17.3333
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,23,2,ALL,11.5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,23,2,ALL,11.5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,29,2,ALL,14.5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,17,2,ALL,8.5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Private,Pre-Primary/Primary,,,Unqualified,1234,44,ALL,28.0455
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,197,7,ALL,28.1429
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,272,10,ALL,27.2
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,765,26,ALL,29.4231
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,691,23,ALL,30.0435
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Private,Pre-Primary/Primary,Primary 3,,Unqualified,716,26,ALL,27.5385
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,642,23,ALL,27.913
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,518,17,ALL,30.4706
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Female,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,568,19,ALL,29.8947
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Private,Adult & Non-Formal Education,,,Unqualified,64,4,ALL,16.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,46,3,ALL,15.3333
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,18,2,ALL,9.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,54,4,ALL,13.5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,28,2,ALL,14.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Private,Pre-Primary/Primary,,,Unqualified,427,10,ALL,42.7
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Private,Pre-Primary/Primary,,NCE,Qualified,1282,35,ALL,36.6286
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,721,20,ALL,36.05
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Private,Pre-Primary/Primary,Primary 2,,Unqualified,694,17,ALL,40.8235
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,694,19,ALL,36.5263
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Private,Pre-Primary/Primary,Primary 4,,Unqualified,615,15,ALL,41.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,507,12,ALL,42.25
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Comprehensive High School, Abak Urban I",Male,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,534,15,ALL,35.6
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Public,Adult & Non-Formal Education,,,Unqualified,59,4,ALL,14.75
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,41,3,ALL,13.6667
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,29,2,ALL,14.5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,17,2,ALL,8.5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,29,2,ALL,14.5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Public,JSS,,PGDE,Qualified,676,22,ALL,30.7273
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,469,14,ALL,33.5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Public,Pre-Primary/Primary,Primary 1,NCE,Qualified,493,14,ALL,35.2143
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,814,24,ALL,33.9167
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Public,Pre-Primary/Primary,Primary 3,,Unqualified,889,21,ALL,42.3333
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Public,Pre-Primary/Primary,Primary 4,,Unqualified,765,18,ALL,42.5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Public,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,740,22,ALL,33.6364
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,691,20,ALL,34.55
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Public,SSS,,BEd or Equivalent,Qualified,195,5,ALL,39.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Public,SSS,,MEd or Equivalent,Qualified,255,7,ALL,36.4286
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Female,Public,SSS,,NCE,Qualified,119,3,ALL,39.6667
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,46,3,ALL,15.3333
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,37,2,ALL,18.5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,73,5,ALL,14.6
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,64,5,ALL,12.8
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Public,JSS,,BEd or Equivalent,Qualified,197,5,ALL,39.4
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Public,JSS,,NCE,Qualified,439,11,ALL,39.9091
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,988,21,ALL,47.0476
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,748,16,ALL,46.75
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Public,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,828,18,ALL,46.0
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,828,21,ALL,39.4286
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Public,Pre-Primary/Primary,Primary 5,MEd or Equivalent,Qualified,748,16,ALL,46.75
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,615,13,ALL,47.3077
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Public,SSS,,BEd or Equivalent,Qualified,196,5,ALL,39.2
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Public,SSS,,NCE,Qualified,177,5,ALL,35.4
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Government Secondary School, Abak Urban I",Male,Public,SSS,,PGDE,Qualified,206,6,ALL,34.3333
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Unity College, Abak",Female,Public,Adult & Non-Formal Education,,,Unqualified,35,2,ALL,17.5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Unity College, Abak",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,23,2,ALL,11.5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Unity College, Abak",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,17,2,ALL,8.5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Unity College, Abak",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,23,2,ALL,11.5
2022/2023,South South,Akwa Ibom,Abak,Abak Urban I,"Unity College, Abak",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,17,2,ALL,8.5
