session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,Public,Adult & Non-Formal Education,,,Unqualified,106,2,ALL,53.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,95,2,ALL,47.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,95,2,ALL,47.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,Public,Pre-Primary/Primary,Primary 1,,Unqualified,485,8,ALL,60.6
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,288,5,ALL,57.6
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,Public,Pre-Primary/Primary,Primary 2,NCE,Qualified,527,9,ALL,58.6
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,594,10,ALL,59.4
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,652,11,ALL,59.3
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,Public,Pre-Primary/Primary,Primary 5,,Unqualified,622,10,ALL,62.2
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,Public,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,481,8,ALL,60.1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Male,Public,Adult & Non-Formal Education,,,Unqualified,109,2,ALL,54.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,109,2,ALL,54.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,198,4,ALL,49.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,99,2,ALL,49.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Male,Public,Pre-Primary/Primary,Primary 1,,Unqualified,860,14,ALL,61.4
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Male,Public,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,575,9,ALL,63.9
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Male,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,751,13,ALL,57.8
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Male,Public,Pre-Primary/Primary,Primary 4,PGDE,Qualified,709,12,ALL,59.1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Male,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,593,10,ALL,59.3
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Male,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,592,10,ALL,59.2
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,Adult & Non-Formal Education,,,Unqualified,86,2,ALL,43.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,73,2,ALL,36.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,86,2,ALL,43.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,73,2,ALL,36.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,73,2,ALL,36.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,JSS,,,Unqualified,144,3,ALL,48.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,JSS,,NCE,Qualified,134,3,ALL,44.7
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,JSS,,PGDE,Qualified,89,2,ALL,44.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,Pre-Primary/Primary,,,Unqualified,314,6,ALL,52.3
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,229,5,ALL,45.8
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,210,4,ALL,52.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,Pre-Primary/Primary,,NCE,Qualified,92,2,ALL,46.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,Pre-Primary/Primary,,PGDE,Qualified,229,5,ALL,45.8
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,342,7,ALL,48.9
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,Pre-Primary/Primary,Primary 2,PGDE,Qualified,329,7,ALL,47.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,391,8,ALL,48.9
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,Pre-Primary/Primary,Primary 4,PGDE,Qualified,290,6,ALL,48.3
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,Pre-Primary/Primary,Primary 5,BEd or Equivalent,Qualified,277,6,ALL,46.2
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,Pre-Primary/Primary,Primary 6,BEd or Equivalent,Qualified,342,7,ALL,48.9
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,SSS,,,Unqualified,44,1,ALL,44.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,SSS,,BEd or Equivalent,Qualified,80,2,ALL,40.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,SSS,,NCE,Qualified,40,1,ALL,40.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Female,Private,SSS,,PGDE,Qualified,80,2,ALL,40.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,Adult & Non-Formal Education,,,Unqualified,86,2,ALL,43.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,77,2,ALL,38.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,86,2,ALL,43.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,77,2,ALL,38.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,Adult & Non-Formal Education,,PGDE,Qualified,77,2,ALL,38.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,JSS,,BEd or Equivalent,Qualified,95,2,ALL,47.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,JSS,,NCE,Qualified,142,3,ALL,47.3
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,JSS,,PGDE,Qualified,95,2,ALL,47.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,Pre-Primary/Primary,,,Unqualified,158,3,ALL,52.7
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,316,6,ALL,52.7
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,Pre-Primary/Primary,,NCE,Qualified,666,14,ALL,47.6
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,355,7,ALL,50.7
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,424,9,ALL,47.1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,Pre-Primary/Primary,Primary 3,PGDE,Qualified,376,8,ALL,47.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,Pre-Primary/Primary,Primary 4,,Unqualified,363,7,ALL,51.9
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,355,7,ALL,50.7
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,Pre-Primary/Primary,Primary 6,,Unqualified,434,8,ALL,54.2
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,SSS,,Grade II or Equivalent,Unqualified,148,3,ALL,49.3
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,SSS,,MEd or Equivalent,Qualified,44,1,ALL,44.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Comprehensive High School, Abakpa",Male,Private,SSS,,PGDE,Qualified,89,2,ALL,44.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,96,2,ALL,48.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,103,2,ALL,51.5
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,96,2,ALL,48.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,96,2,ALL,48.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,96,2,ALL,48.0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Female,Public,JSS,,BEd or Equivalent,Qualified,401,7,ALL,57.3
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Government Secondary School, Abakpa",Female,Public,JSS,,NCE,Qualified,57,1,ALL,57.0
