session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Female,Public,JSS,,,Unqualified,1154,18,ALL,64.1
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Female,Public,SSS,,BEd or Equivalent,Qualified,282,5,ALL,56.4
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Female,Public,SSS,,NCE,Qualified,169,3,ALL,56.3
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Female,Public,SSS,,PGDE,Qualified,56,1,ALL,56.0
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Male,Public,JSS,,,Unqualified,329,5,ALL,65.8
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Male,Public,JSS,,MEd or Equivalent,Qualified,354,6,ALL,59.0
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Male,Public,JSS,,PGDE,Qualified,354,6,ALL,59.0
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Male,Public,SSS,,BEd or Equivalent,Qualified,171,3,ALL,57.0
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Male,Public,SSS,,NCE,Qualified,685,12,ALL,57.1
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,81,2,ALL,40.5
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,92,2,ALL,46.0
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,81,2,ALL,40.5
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,81,2,ALL,40.5
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,Private,JSS,,MEd or Equivalent,Qualified,195,4,ALL,48.8
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,Private,JSS,,NCE,Qualified,779,16,ALL,48.7
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,Private,JSS,,PGDE,Qualified,146,3,ALL,48.7
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,937,19,ALL,49.3
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,880,18,ALL,48.9
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,1358,24,ALL,56.6
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,927,18,ALL,51.5
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,1327,24,ALL,55.3
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,711,14,ALL,50.8
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,Private,SSS,,BEd or Equivalent,Qualified,85,2,ALL,42.5
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,Private,SSS,,MEd or Equivalent,Qualified,170,4,ALL,42.5
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,Private,SSS,,NCE,Qualified,128,3,ALL,42.7
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,Private,SSS,,PGDE,Qualified,256,6,ALL,42.7
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,181,4,ALL,45.2
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,98,2,ALL,49.0
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,90,2,ALL,45.0
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,Private,JSS,,BEd or Equivalent,Qualified,658,13,ALL,50.6
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,Private,JSS,,NCE,Qualified,405,8,ALL,50.6
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,1054,20,ALL,52.7
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,1111,21,ALL,52.9
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,Private,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,1030,19,ALL,54.2
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,Private,Pre-Primary/Primary,Primary 4,BEd or Equivalent,Qualified,1004,20,ALL,50.2
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,967,17,ALL,56.9
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,832,16,ALL,52.0
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,Private,SSS,,,Unqualified,244,5,ALL,48.8
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,Private,SSS,,Grade II or Equivalent,Unqualified,244,5,ALL,48.8
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,Private,SSS,,PGDE,Qualified,176,4,ALL,44.0
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,Public,JSS,,BEd or Equivalent,Qualified,340,6,ALL,56.7
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,Public,JSS,,NCE,Qualified,340,6,ALL,56.7
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,Public,JSS,,PGDE,Qualified,284,5,ALL,56.8
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,Public,SSS,,,Unqualified,120,2,ALL,60.0
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,Public,SSS,,Grade II or Equivalent,Unqualified,60,1,ALL,60.0
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,Public,SSS,,MEd or Equivalent,Qualified,212,4,ALL,53.0
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,Public,SSS,,NCE,Qualified,106,2,ALL,53.0
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,Public,SSS,,PGDE,Qualified,106,2,ALL,53.0
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,Public,JSS,,,Unqualified,452,7,ALL,64.6
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,Public,JSS,,NCE,Qualified,674,11,ALL,61.3
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,Public,SSS,,BEd or Equivalent,Qualified,679,12,ALL,56.6
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,Public,SSS,,PGDE,Qualified,283,5,ALL,56.6
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,105,2,ALL,52.5
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,116,2,ALL,58.0
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,105,2,ALL,52.5
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,105,2,ALL,52.5
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,105,2,ALL,52.5
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Female,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,662,11,ALL,60.2
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Female,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,715,12,ALL,59.6
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Female,Public,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,745,12,ALL,62.1
2022/2023,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Female,Public,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,1062,16,ALL,66.4
