session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,84,2,ALL,42.0
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,94,2,ALL,47.0
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,84,2,ALL,42.0
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,84,2,ALL,42.0
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,JSS,,BEd or Equivalent,Qualified,465,9,ALL,51.7
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,JSS,,NCE,Qualified,207,4,ALL,51.8
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,648,12,ALL,54.0
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,878,16,ALL,54.9
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,Pre-Primary/Primary,,PGDE,Qualified,648,12,ALL,54.0
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,Pre-Primary/Primary,Primary 1,PGDE,Qualified,864,17,ALL,50.8
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,893,17,ALL,52.5
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,Pre-Primary/Primary,Primary 3,NCE,Qualified,988,19,ALL,52.0
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,718,14,ALL,51.3
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,Pre-Primary/Primary,Primary 5,PGDE,Qualified,801,15,ALL,53.4
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,Pre-Primary/Primary,Primary 6,NCE,Qualified,725,14,ALL,51.8
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,SSS,,BEd or Equivalent,Qualified,136,3,ALL,45.3
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,SSS,,NCE,Qualified,136,3,ALL,45.3
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Female,Public,SSS,,PGDE,Qualified,182,4,ALL,45.5
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,95,2,ALL,47.5
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,143,3,ALL,47.7
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,Adult & Non-Formal Education,,NCE,Qualified,95,2,ALL,47.5
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,Adult & Non-Formal Education,,PGDE,Qualified,95,2,ALL,47.5
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,JSS,,BEd or Equivalent,Qualified,368,7,ALL,52.6
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,JSS,,MEd or Equivalent,Qualified,316,6,ALL,52.7
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,282,5,ALL,56.4
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,1231,21,ALL,58.6
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,Pre-Primary/Primary,,NCE,Qualified,619,11,ALL,56.3
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,693,13,ALL,53.3
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,Pre-Primary/Primary,Primary 2,PGDE,Qualified,685,13,ALL,52.7
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,Pre-Primary/Primary,Primary 3,BEd or Equivalent,Qualified,650,12,ALL,54.2
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,Pre-Primary/Primary,Primary 4,NCE,Qualified,559,10,ALL,55.9
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,Pre-Primary/Primary,Primary 5,NCE,Qualified,640,12,ALL,53.3
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,Pre-Primary/Primary,Primary 6,Grade II or Equivalent,Unqualified,734,13,ALL,56.5
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,SSS,,,Unqualified,161,3,ALL,53.7
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,SSS,,Grade II or Equivalent,Unqualified,107,2,ALL,53.5
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Community Secondary School, Agamo/Oke-Oore/Akomowa",Male,Public,SSS,,MEd or Equivalent,Qualified,141,3,ALL,47.0
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Comprehensive High School, Agamo/Oke-Oore/Akomowa",Female,Private,Adult & Non-Formal Education,,,Unqualified,73,2,ALL,36.5
2022/2023,South West,Ondo,Akure North,Agamo/Oke-Oore/Akomowa,"Comprehensive High School, Agamo/Oke-Oore/Akomowa",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,70,2,ALL,35.0
