session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Community Secondary School, Bingi North",Female,Public,JSS,,BEd or Equivalent,Qualified,150,2,ALL,75.0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Community Secondary School, Bingi North",Female,Public,JSS,,Grade II or Equivalent,Unqualified,532,7,ALL,76.0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Community Secondary School, Bingi North",Female,Public,JSS,,NCE,Qualified,300,4,ALL,75.0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Community Secondary School, Bingi North",Female,Public,SSS,,BEd or Equivalent,Qualified,709,10,ALL,70.9
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Community Secondary School, Bingi North",Female,Public,SSS,,MEd or Equivalent,Qualified,213,3,ALL,71.0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Community Secondary School, Bingi North",Male,Public,JSS,,,Unqualified,380,5,ALL,76.0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Community Secondary School, Bingi North",Male,Public,JSS,,BEd or Equivalent,Qualified,74,1,ALL,74.0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Community Secondary School, Bingi North",Male,Public,JSS,,Grade II or Equivalent,Unqualified,608,8,ALL,76.0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Community Secondary School, Bingi North",Male,Public,SSS,,,Unqualified,304,4,ALL,76.0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Community Secondary School, Bingi North",Male,Public,SSS,,Grade II or Equivalent,Unqualified,608,8,ALL,76.0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,58,1,ALL,58.0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,125,2,ALL,62.5
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,174,3,ALL,58.0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,174,3,ALL,58.0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,741,11,ALL,67.4
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,490,7,ALL,70.0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Private,Pre-Primary/Primary,,NCE,Qualified,202,3,ALL,67.3
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Private,Pre-Primary/Primary,,PGDE,Qualified,607,9,ALL,67.4
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Private,Pre-Primary/Primary,Primary 1,PGDE,Qualified,945,14,ALL,67.5
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Private,Pre-Primary/Primary,Primary 2,NCE,Qualified,911,14,ALL,65.1
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Private,Pre-Primary/Primary,Primary 3,NCE,Qualified,733,11,ALL,66.6
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,840,12,ALL,70.0
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Private,Pre-Primary/Primary,Primary 5,NCE,Qualified,720,11,ALL,65.5
2022/2023,North West,Zamfara,Bungudu,Bingi North,"Comprehensive High School, Bingi North",Female,Private,Pre-Primary/Primary,Primary 6,PGDE,Qualified,684,10,ALL,68.4
