session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,South East,Enugu,Aninri,Mpu,COMMAND SCIENCE AND TECHNICAL SCHOOL MPU,Female,Public,SSS,,PGDE,Qualified,102,2,ALL,51.0
2022/2023,South East,Enugu,Aninri,Mpu,"COMMUNITY SECONDARY SCHOOL, MPU",Male,Public,SSS,,BEd or Equivalent,Qualified,209,4,ALL,52.2
2022/2023,South East,Enugu,Aninri,Mpu,"KINGS FOUNDATION SECONDARY SCHOOL, MPU",Female,Public,SSS,,BEd or Equivalent,Qualified,272,5,ALL,54.4
2022/2023,South East,Enugu,Aninri,Mpu,"MODEL SECONDARY SCHOOL, MPU",Male,Public,SSS,,MEd or Equivalent,Qualified,276,5,ALL,55.2
2022/2023,South East,Enugu,Aninri,Mpu,"OUR SAVIOUR SECONDARY SCHOOL, EZZA MPU",Female,Public,SSS,,MEd or Equivalent,Qualified,271,5,ALL,54.2
2022/2023,South East,Enugu,Aninri,Ndeabo,REGNUM ADVENIAT SECONDARY SCHOOL NENWE,Male,Public,SSS,,NCE,Qualified,370,7,ALL,52.9
2022/2023,South East,Enugu,Aninri,Ndeabo,UHUGO TECHNICAL COLLEGE,Female,Public,JSS,,Grade II or Equivalent,Unqualified,367,6,ALL,61.2
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, AGBADA NENWE",Male,Public,JSS,,NCE,Qualified,354,6,ALL,59.0
2022/2023,South East,Enugu,Aninri,Nnenwe I,"COMMUNITY SECONDARY SCHOOL, EMUDO NENWE",Female,Public,JSS,,BEd or Equivalent,Qualified,398,7,ALL,56.9
2022/2023,South East,Enugu,Aninri,Nnenwe Ii,COMPREHENSIVE SECONDARY SCHOOL NENWE,Male,Public,JSS,,PGDE,Qualified,396,7,ALL,56.6
2022/2023,South East,Enugu,Aninri,Nnenwe Ii,"DOMINION GLOBAL COLLEGE, NDEABOR",Female,Public,JSS,,NCE,Qualified,347,6,ALL,57.8
2022/2023,South East,Enugu,Aninri,Nnenwe Ii,HENRY CLINTON INTERNATIONAL SECONDARY SCHOOL,Male,Public,JSS,,NCE,Qualified,410,7,ALL,58.6
2022/2023,South East,Enugu,Aninri,Nnenwe Iii,DIVINE INTERNATIONAL SECONDARY SCHOOL NENWE,Female,Public,SSS,,PGDE,Qualified,257,5,ALL,51.4
2022/2023,South East,Enugu,Aninri,Nnenwe Iii,"GOVERNMENT GIRLS HIGH SCHOOL, NENWE",Male,Public,SSS,,BEd or Equivalent,Qualified,276,5,ALL,55.2
2022/2023,South East,Enugu,Aninri,Nnenwe Iii,UDECHUKWU COMPREHENSIVE ACEDEMY,Male,Public,SSS,,,Unqualified,114,2,ALL,57.0
2022/2023,South East,Enugu,Aninri,Oduma I,BETHEL INTERNATIONAL COLLEGE ODUMA,Female,Public,SSS,,MEd or Equivalent,Qualified,264,5,ALL,52.8
2022/2023,South East,Enugu,Aninri,Oduma I,CHRIST IMMACULATE COLLEGE,Male,Public,SSS,,NCE,Qualified,157,3,ALL,52.3
2022/2023,South East,Enugu,Aninri,Oduma I,CHRIST THE KING COLLEGE EZINESI  ODUMA,Male,Public,SSS,,,Unqualified,170,3,ALL,56.7
2022/2023,South East,Enugu,Aninri,Oduma I,"COMMUNITY SECONDARY SCHOOL, OHOFIA ODUMA",Female,Public,SSS,,NCE,Qualified,323,6,ALL,53.8
2022/2023,South East,Enugu,Aninri,Oduma I,"ELITE SECONDARYSCHOOL, UKETE ODUMA",Male,Public,SSS,,PGDE,Qualified,266,5,ALL,53.2
2022/2023,South East,Enugu,Aninri,Oduma I,ELITES SECONDARY SCHOOL ODUMA,Female,Private,JSS,,Grade II or Equivalent,Unqualified,98,2,ALL,49.0
2022/2023,South East,Enugu,Aninri,Oduma I,GIRLSSECONDARY SCHOOL AMOJI ODUMA,Female,Private,JSS,,PGDE,Qualified,274,6,ALL,45.7
2022/2023,South East,Enugu,Aninri,Oduma I,"KINGS HIGH SCHOOL, ODUMA",Male,Private,JSS,,BEd or Equivalent,Qualified,346,7,ALL,49.4
2022/2023,South East,Enugu,Aninri,Oduma I,MODERN SECONDARY SCHOOL UKETE,Female,Private,JSS,,Grade II or Equivalent,Unqualified,345,7,ALL,49.3
2022/2023,South East,Enugu,Aninri,Oduma I,"SPECIAL SCIENCE SCHOOL, EZINESI ODUMA",Male,Private,JSS,,NCE,Qualified,277,6,ALL,46.2
2022/2023,South East,Enugu,Aninri,Oduma I,SPRING FIELD COLLEGE ODUMA,Female,Private,JSS,,PGDE,Qualified,281,6,ALL,46.8
2022/2023,South East,Enugu,Aninri,Oduma I,"UNITY SECONDARY SCHOOL, ODUMA",Male,Private,JSS,,,Unqualified,317,6,ALL,52.8
2022/2023,South East,Enugu,Aninri,Oduma I,"WISDOM COMPREHENSIVE SECONDARY SCHOOL, OHOFIA ODUMA",Female,Private,SSS,,BEd or Equivalent,Qualified,215,5,ALL,43.0
2022/2023,South East,Enugu,Aninri,Oduma Ii,"AGBOECHARA  HIGH SCHOOL, AGBOECHARA NDEABOH",Female,Private,SSS,,PGDE,Qualified,88,2,ALL,44.0
2022/2023,South East,Enugu,Aninri,Oduma Ii,ST CHARLES COLLEGE NENWE,Male,Private,SSS,,,Unqualified,200,4,ALL,50.0
2022/2023,South East,Enugu,Aninri,Oduma Iii,"AWGU HIGH SCHOOL, NENWE",Female,Private,SSS,,MEd or Equivalent,Qualified,211,5,ALL,42.2
2022/2023,South East,Enugu,Aninri,Oduma Iii,CHRIST THE KING HIGH SCHOOL IHUEZE,Male,Private,SSS,,PGDE,Qualified,179,4,ALL,44.8
2022/2023,South East,Enugu,Aninri,Oduma Iii,ST JOHNBOSCO SECONDARY SCHOOL NENWE,Female,Private,SSS,,,Unqualified,291,6,ALL,48.5
2022/2023,South East,Enugu,Aninri,Oduma Iv,COMMUNITY SECONDARY SCHOOL NDEABOH,Male,Private,SSS,,NCE,Qualified,311,7,ALL,44.4
2022/2023,South East,Enugu,Aninri,Oduma Iv,"JOHNBOSCO SECONDARY SCHOOL, EMUDO NENWE",Female,Public,JSS,,NCE,Qualified,547,10,ALL,54.7
2022/2023,South East,Enugu,Aninri,Okpanku,"COMMUNITY SECONDARY SCHOOL, OKPANKU",Male,Public,JSS,,PGDE,Qualified,474,8,ALL,59.2
2022/2023,South East,Enugu,Aninri,Okpanku,"DESTINY BRILLANT SECONDARY SCHOOL, OKPANKU",Female,Public,JSS,,BEd or Equivalent,Qualified,396,7,ALL,56.6
2022/2023,South East,Enugu,Aninri,Okpanku,GOOD FUNDATION SECONDARY SCHOOL AMAOGUDU OKPANKU,Male,Public,JSS,,Grade II or Equivalent,Unqualified,305,5,ALL,61.0
2022/2023,South East,Enugu,Aninri,Okpanku,"PERMANENT INTELLECTUAL SECONDARY SCHOOL,  AMABIRIBA OKPANKU",Female,Public,JSS,,NCE,Qualified,282,5,ALL,56.4
2022/2023,South East,Enugu,Awgu,Agbogugu,"CHONOBY SECONDARY SCHOOL, AGBOGUGU",Male,Public,JSS,,PGDE,Qualified,361,6,ALL,60.2
2022/2023,South East,Enugu,Awgu,Agbogugu,"OBUTE M CHONOBY SECONDARY SCHOOL, AGBOGUGU.",Female,Public,SSS,,Grade II or Equivalent,Unqualified,221,4,ALL,55.2
2022/2023,South East,Enugu,Awgu,Agbogugu,"ST. VINCENT SECONDARY SCHOOL, AGBOGUGU",Male,Public,SSS,,MEd or Equivalent,Qualified,218,4,ALL,54.5
2022/2023,South East,Enugu,Awgu,Anikenano/Ugwueme,"EZIOBU SECONDARY SCHOOL, UGWUEME",Female,Public,SSS,,NCE,Qualified,258,5,ALL,51.6
2022/2023,South East,Enugu,Awgu,Awgu I,ALPHA SECONDARY SCHOOL AWGU,Male,Public,SSS,,PGDE,Qualified,219,4,ALL,54.8
2022/2023,South East,Enugu,Awgu,Awgu I,BLESSED COLLEGE ONOLI AWGU,Female,Public,SSS,,NCE,Qualified,155,3,ALL,51.7
2022/2023,South East,Enugu,Awgu,Awgu I,BOYS SECONDARY SCHOOL,Male,Public,SSS,,NCE,Qualified,223,4,ALL,55.8
2022/2023,South East,Enugu,Awgu,Awgu I,"COMMUNITY SECONDARY SCHOOL, AGBUDU AWGU",Female,Public,JSS,,BEd or Equivalent,Qualified,276,5,ALL,55.2
2022/2023,South East,Enugu,Awgu,Awgu I,"COMMUNITY SECONDARY SCHOOL, OBEAGU AWGU",Male,Public,JSS,,Grade II or Equivalent,Unqualified,382,6,ALL,63.7
2022/2023,South East,Enugu,Awgu,Awgu I,DOMINION STAR GLOBAL COLLEGE AWGU,Female,Public,JSS,,NCE,Qualified,394,7,ALL,56.3
2022/2023,South East,Enugu,Awgu,Awgu I,"DOMINION STAR GLOBAL COLLEGE, OLOCHA AWGU",Male,Public,JSS,,PGDE,Qualified,391,7,ALL,55.9
2022/2023,South East,Enugu,Awgu,Awgu I,PRESENTATION SECONDARY SCHOOL AWGU,Female,Public,JSS,,NCE,Qualified,343,6,ALL,57.2
2022/2023,South East,Enugu,Awgu,Awgu I,ROSARY HIGH SCHOOL,Male,Public,JSS,,,Unqualified,363,6,ALL,60.5
2022/2023,South East,Enugu,Awgu,Awgu I,URBAN SECONDARY SCHOOL AWGU,Female,Public,SSS,,Grade II or Equivalent,Unqualified,114,2,ALL,57.0
2022/2023,South East,Enugu,Awgu,Awgu Ii,"COMMUNTIY SECONDARY SCHOOL, NKWE",Female,Public,SSS,,MEd or Equivalent,Qualified,160,3,ALL,53.3
2022/2023,South East,Enugu,Awgu,Ihe,"COMMUNITY SECONDARY SCHOOL, IHE",Male,Public,SSS,,PGDE,Qualified,222,4,ALL,55.5
2022/2023,South East,Enugu,Awgu,Ihe,SPECIAL SCIENCE SCHOOL IHE,Female,Public,SSS,,PGDE,Qualified,155,3,ALL,51.7
2022/2023,South East,Enugu,Awgu,Isu Awa/Ogugu/Agbudu/Ituku,"COMMUNITY SECONDARY SCHOOL, ITUKU",Male,Public,SSS,,,Unqualified,233,4,ALL,58.2
2022/2023,South East,Enugu,Awgu,Isu Awa/Ogugu/Agbudu/Ituku,"ST. ANDREW SECONDARY SCHOOL, NGURUAM KERE INYI",Female,Public,SSS,,NCE,Qualified,155,3,ALL,51.7
2022/2023,South East,Enugu,Awgu,Mgbidi/Mmaku,"COMMUNITY SECONDARY SCHOOL, MMAKU",Male,Public,SSS,,NCE,Qualified,221,4,ALL,55.2
2022/2023,South East,Enugu,Awgu,Mgbidi/Mmaku,"MMAKU HIGH SCHOOL, MMAKU",Female,Private,JSS,,,Unqualified,467,9,ALL,51.9
2022/2023,South East,Enugu,Awgu,Mgbidi/Mmaku,MODEL SECONDARY SCHOOL MMAKU,Male,Private,JSS,,BEd or Equivalent,Qualified,278,6,ALL,46.3
2022/2023,South East,Enugu,Awgu,Mgbidi/Mmaku,"TECHNICAL COLLEGE, MGBIDI",Female,Private,JSS,,Grade II or Equivalent,Unqualified,360,7,ALL,51.4
2022/2023,South East,Enugu,Awgu,Mgbowo,BOYS SECONDARY SCHOOL MGBOWO,Male,Private,JSS,,MEd or Equivalent,Qualified,335,7,ALL,47.9
2022/2023,South East,Enugu,Awgu,Mgbowo,EXCELLENT FOUNDATION  SECONDARY SCHOOL,Female,Private,JSS,,BEd or Equivalent,Qualified,268,6,ALL,44.7
2022/2023,South East,Enugu,Awgu,Mgbowo,"GOVERNMENT HIGH SCHOOL, MGBOWO",Male,Private,JSS,,BEd or Equivalent,Qualified,139,3,ALL,46.3
2022/2023,South East,Enugu,Awgu,Mgbowo,"GOVERNMENT SECONDARY SCHOOL, MGBOWO",Male,Private,JSS,,Grade II or Equivalent,Unqualified,199,4,ALL,49.8
2022/2023,South East,Enugu,Awgu,Mgbowo,"SAINT AUGUSTINE NERSARY PRIMARY, SECONDARY SCHOOL",Female,Private,SSS,,,Unqualified,136,3,ALL,45.3
2022/2023,South East,Enugu,Awgu,Mgbowo,TECHNICAL AND VOCATIONAL COLLEGE MGBOWO,Female,Private,SSS,,PGDE,Qualified,127,3,ALL,42.3
2022/2023,South East,Enugu,Awgu,Obeagu,URBAN GIRLS SECONDARY SCHOOL UGWULISHI,Male,Private,SSS,,NCE,Qualified,255,6,ALL,42.5
2022/2023,South East,Enugu,Awgu,Ogbaku,"DE ROCK FOUNDATION SECONDARY SCHOOL, OGBAKU",Female,Private,SSS,,,Unqualified,177,4,ALL,44.2
2022/2023,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"COMMUNITY SECONDARY SCHOOL, UGBO-OKPALA",Male,Private,SSS,,NCE,Qualified,91,2,ALL,45.5
2022/2023,South East,Enugu,Awgu,Owelli/Amoli/Ugbo/Ogugu,"COMPREHENSIVE HIGH, SCHOOL",Male,Private,SSS,,PGDE,Qualified,137,3,ALL,45.7
2022/2023,South East,Enugu,Enugu East,Abakpa I,AMAZING TEENS COLLEGE ABAKPA,Female,Private,SSS,,NCE,Qualified,163,4,ALL,40.8
2022/2023,South East,Enugu,Enugu East,Abakpa I,APPLIED SEED SECONDARY SCHOOL ABAKPA,Male,Private,SSS,,BEd or Equivalent,Qualified,130,3,ALL,43.3
2022/2023,South East,Enugu,Enugu East,Abakpa I,BISHOP EVANS IBEAGA SPECIAL SCIENCE SCHOOL,Female,Public,JSS,,MEd or Equivalent,Qualified,458,8,ALL,57.2
2022/2023,South East,Enugu,Enugu East,Abakpa I,Basic Comprehensive Sec School ABAKPA NIKE,Male,Public,JSS,,Grade II or Equivalent,Unqualified,424,7,ALL,60.6
2022/2023,South East,Enugu,Enugu East,Abakpa I,Bishop Okoye Memorial Secondary School ABAKPA NIKE,Female,Public,JSS,,NCE,Qualified,327,6,ALL,54.5
2022/2023,South East,Enugu,Enugu East,Abakpa I,CITY COMP. SECONDARY SCHOOL ABAKPA,Male,Public,JSS,,BEd or Equivalent,Qualified,119,2,ALL,59.5
2022/2023,South East,Enugu,Enugu East,Abakpa I,CITY Comprehensive Secondary,Male,Public,JSS,,NCE,Qualified,234,4,ALL,58.5
2022/2023,South East,Enugu,Enugu East,Abakpa I,COCCI INTERNATIONAL SECONDARY SCHOOL,Female,Public,JSS,,Grade II or Equivalent,Unqualified,356,6,ALL,59.3
2022/2023,South East,Enugu,Enugu East,Abakpa I,COUNSEL ADORABLE HIGH SCHOOL ABAKPA NIKE,Male,Public,JSS,,MEd or Equivalent,Qualified,468,8,ALL,58.5
2022/2023,South East,Enugu,Enugu East,Abakpa I,DON AMBROSE SECONDARY SCHOOLS,Female,Public,SSS,,NCE,Qualified,310,6,ALL,51.7
2022/2023,South East,Enugu,Enugu East,Abakpa I,Daughters of Divine Love Secondary School,Male,Public,SSS,,MEd or Equivalent,Qualified,324,6,ALL,54.0
2022/2023,South East,Enugu,Enugu East,Abakpa I,GOODNEWS HIGH SCHOOL,Female,Public,SSS,,Grade II or Equivalent,Unqualified,274,5,ALL,54.8
2022/2023,South East,Enugu,Enugu East,Abakpa I,"GOVERNMENT SECONDARY SCHOOL, ABAKPA NIKE",Male,Public,SSS,,BEd or Equivalent,Qualified,113,2,ALL,56.5
2022/2023,South East,Enugu,Enugu East,Abakpa I,HOLY CROSS SECONDARY SCHOOL,Male,Public,SSS,,NCE,Qualified,168,3,ALL,56.0
2022/2023,South East,Enugu,Enugu East,Abakpa I,JOHNBEST INTERNATIONAL COLLEGE ABAKPA NIKE,Female,Public,SSS,,MEd or Equivalent,Qualified,328,6,ALL,54.7
2022/2023,South East,Enugu,Enugu East,Abakpa I,"NATIONAL GRAMMAR SCHOOL, NIKE",Male,Public,SSS,,Grade II or Equivalent,Unqualified,113,2,ALL,56.5
2022/2023,South East,Enugu,Enugu East,Abakpa I,POWER POINT COMPREHENSIVE SECONDARY SCHOOL,Male,Public,SSS,,NCE,Qualified,105,2,ALL,52.5
2022/2023,South East,Enugu,Enugu East,Abakpa I,PRECIOUS COMPREHENSIVE SCHOOL,Female,Public,JSS,,BEd or Equivalent,Qualified,273,5,ALL,54.6
2022/2023,South East,Enugu,Enugu East,Abakpa I,PRECIOUS COPM. SECONDARY SCHOOL ABAKPA,Female,Public,JSS,,MEd or Equivalent,Qualified,164,3,ALL,54.7
2022/2023,South East,Enugu,Enugu East,Abakpa I,RAYMOND COLLEGE,Male,Public,JSS,,NCE,Qualified,416,7,ALL,59.4
2022/2023,South East,Enugu,Enugu East,Abakpa I,"ST CYPRAINS SECONDARY SCHOOL, ABAKPA",Female,Public,JSS,,NCE,Qualified,396,7,ALL,56.6
2022/2023,South East,Enugu,Enugu East,Abakpa I,STATE IDEAL COMP. SECONDARY SCHOOL ABAKPA,Male,Public,JSS,,BEd or Equivalent,Qualified,341,6,ALL,56.8
2022/2023,South East,Enugu,Enugu East,Abakpa I,SUCCESS BASE COLLEGE ABAKPA,Female,Public,JSS,,,Unqualified,409,7,ALL,58.4
2022/2023,South East,Enugu,Enugu East,Abakpa I,THERAPEAUTIC SECONDARY SCHOOL UGBO PAUL,Male,Public,JSS,,MEd or Equivalent,Qualified,291,5,ALL,58.2
2022/2023,South East,Enugu,Enugu East,Abakpa I,THERAPEUTIC INCLUSIVE SECONDARY SCHOOL,Female,Public,SSS,,BEd or Equivalent,Qualified,162,3,ALL,54.0
2022/2023,South East,Enugu,Enugu East,Abakpa I,VICTORIA FOUNDATION SECONDARY SCHOOL ABAKPA,Female,Public,SSS,,PGDE,Qualified,104,2,ALL,52.0
2022/2023,South East,Enugu,Enugu East,Abakpa I,WINSOPHIA HIGH SCHOOL ABAKPA NIKE,Male,Public,SSS,,PGDE,Qualified,266,5,ALL,53.2
2022/2023,South East,Enugu,Enugu East,Abakpa Ii,ABC STANDARD COLLEGE EMENE,Female,Public,SSS,,NCE,Qualified,213,4,ALL,53.2
2022/2023,South East,Enugu,Enugu East,Abakpa Ii,LORDS CHOIOCE SECONDARY SCHOOLS,Male,Public,SSS,,BEd or Equivalent,Qualified,214,4,ALL,53.5
2022/2023,South East,Enugu,Enugu East,Abakpa Ii,Pat Finder Secondary School,Female,Public,SSS,,NCE,Qualified,206,4,ALL,51.5
2022/2023,South East,Enugu,Enugu East,Abakpa Ii,ST. MARKS ANGLICAN SECONDARY EMENE ENUGU,Male,Public,SSS,,MEd or Equivalent,Qualified,223,4,ALL,55.8
2022/2023,South East,Enugu,Enugu East,Ibagwa-Nike/Edem,IDEAL COPREHENSIVE COLLEGE ENUGU,Female,Private,JSS,,,Unqualified,356,7,ALL,50.9
2022/2023,South East,Enugu,Enugu East,Ibagwa-Nike/Edem,LORDS CHOICE SECONDARY SCHOOL,Male,Private,JSS,,BEd or Equivalent,Qualified,296,6,ALL,49.3
2022/2023,South East,Enugu,Enugu East,Ibagwa-Nike/Edem,METHODIST COLLEGE CAMPUS,Female,Private,JSS,,Grade II or Equivalent,Unqualified,361,7,ALL,51.6
2022/2023,South East,Enugu,Enugu East,Ibagwa-Nike/Edem,Republic Comprehensive Secondary School,Male,Private,JSS,,BEd or Equivalent,Qualified,326,7,ALL,46.6
2022/2023,South East,Enugu,Enugu East,Mbulu-Njodo East,AMAZING LOVE INTERNATIONAL SECONDARY SCHOOL,Female,Private,JSS,,BEd or Equivalent,Qualified,237,5,ALL,47.4
2022/2023,South East,Enugu,Enugu East,Mbulu-Njodo East,DONBROWNO SECONDARY SCHOOL ENUGU,Male,Private,JSS,,NCE,Qualified,138,3,ALL,46.0
2022/2023,South East,Enugu,Enugu East,Mbulu-Njodo East,DOYEN BRITISH HIGH SCHOOL,Male,Private,JSS,,PGDE,Qualified,140,3,ALL,46.7
2022/2023,South East,Enugu,Enugu East,Mbulu-Njodo East,FOUNTAIN COMPREHENSIVE COLLEGE ENUGU,Female,Private,SSS,,MEd or Equivalent,Qualified,164,4,ALL,41.0
2022/2023,South East,Enugu,Enugu East,Mbulu-Njodo East,LAUREL INTERNATIONAL COLLEGE,Male,Private,SSS,,Grade II or Equivalent,Unqualified,230,5,ALL,46.0
2022/2023,South East,Enugu,Enugu East,Mbulu-Njodo East,SANTUS  REGINA CAELI HIGH SCHOOL EMENE,Female,Private,SSS,,BEd or Equivalent,Qualified,178,4,ALL,44.5
2022/2023,South East,Enugu,Enugu East,Mbulu-Njodo East,ST ANNS COLLEGE (DDL),Male,Private,SSS,,Grade II or Equivalent,Unqualified,194,4,ALL,48.5
2022/2023,South East,Enugu,Enugu East,Mbulu-Njodo East,"ST JOSEPH COLLEGE, EMENE",Female,Private,SSS,,NCE,Qualified,222,5,ALL,44.4
2022/2023,South East,Enugu,Enugu East,Mbulu-Njodo East,ST. LEO THE GREAT SECONDARY SCHOOL FEDERAL HOUSING ESTATE ENUGU,Male,Private,SSS,,BEd or Equivalent,Qualified,84,2,ALL,42.0
2022/2023,South East,Enugu,Enugu East,Mbulu-Njodo West,FORHAM SECONDARY SEC ENUGU,Male,Private,SSS,,,Unqualified,95,2,ALL,47.5
2022/2023,South East,Enugu,Enugu East,Mbulu-Njodo West,TENDER LINK SECONDARY SCHOOL ENUGU,Female,Public,JSS,,BEd or Equivalent,Qualified,176,3,ALL,58.7
2022/2023,South East,Enugu,Enugu East,Mbuluiyiukwu,MODERN IDEAL College (M.I.C.),Female,Public,JSS,,PGDE,Qualified,169,3,ALL,56.3
2022/2023,South East,Enugu,Enugu East,Mbuluiyiukwu,SEAT OF WISDOM SECONDARY SCHOOL,Male,Public,JSS,,BEd or Equivalent,Qualified,301,5,ALL,60.2
2022/2023,South East,Enugu,Enugu East,Mbuluiyiukwu,"ST. PATRIC SECONDARY SCHOOL, EMENE",Female,Public,JSS,,PGDE,Qualified,287,5,ALL,57.4
2022/2023,South East,Enugu,Enugu East,Mbuluowehe,"COMMUNITY HIGH SCHOOL, EMENE",Male,Public,JSS,,BEd or Equivalent,Qualified,286,5,ALL,57.2
2022/2023,South East,Enugu,Enugu East,Mbuluowehe,SOLID FOUNDATION HIGH SCHOOL ENUGU,Male,Public,JSS,,Grade II or Equivalent,Unqualified,127,2,ALL,63.5
2022/2023,South East,Enugu,Enugu East,Trans-Ekulu,"DIVINE LOVE SECONDARY SCHOOL TRANS-EKULU, ENUGU",Female,Public,JSS,,NCE,Qualified,352,6,ALL,58.7
2022/2023,South East,Enugu,Enugu East,Trans-Ekulu,GAMA SUCCESS COLLEGE,Male,Public,JSS,,BEd or Equivalent,Qualified,296,5,ALL,59.2
2022/2023,South East,Enugu,Enugu East,Trans-Ekulu,SWIFTVILLE HIGH SCHOOL ENUGU,Female,Public,SSS,,BEd or Equivalent,Qualified,263,5,ALL,52.6
2022/2023,South East,Enugu,Enugu East,Trans-Ekulu,"TRANS-EKULU GIRLS SECONDARY SCHOOL, ENUGU.",Male,Public,SSS,,BEd or Equivalent,Qualified,213,4,ALL,53.2
2022/2023,South East,Enugu,Enugu East,Ugwugo Nike,"ANNUNCIATION SECONDARY SCHOOL ,NKWO NIKE",Female,Public,SSS,,Grade II or Equivalent,Unqualified,232,4,ALL,58.0
2022/2023,South East,Enugu,Enugu East,Ugwugo Nike,"COMMUNITY SECONDARY SCHOOL, UGWOGO NIKE",Male,Public,SSS,,Grade II or Equivalent,Unqualified,292,5,ALL,58.4
2022/2023,South East,Enugu,Enugu East,Ugwugo Nike,INLAND SECONDARY SCHOOL IBAGWA NIKE,Female,Public,SSS,,PGDE,Qualified,156,3,ALL,52.0
