session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,South East,Anambra,Awka North,Achalla  I,"Community Secondary School, Achalla  I",Female,Public,JSS,,,Unqualified,172,1,ALL,172.0
2022/2023,South East,Anambra,Awka North,Achalla  I,"Community Secondary School, Achalla  I",Female,Public,JSS,,BEd or Equivalent,Qualified,428,2,ALL,214.0
2022/2023,South East,Anambra,Awka North,Achalla  I,"Community Secondary School, Achalla  I",Female,Public,JSS,,PGDE,Qualified,770,3,ALL,256.6667
2022/2023,South East,Anambra,Awka North,Achalla  I,"Community Secondary School, Achalla  I",Female,Public,SSS,,NCE,Qualified,455,2,ALL,227.5
2022/2023,South East,Anambra,Awka North,Achalla  I,"Community Secondary School, Achalla  I",Female,Public,SSS,,PGDE,Qualified,512,3,ALL,170.6667
2022/2023,South East,Anambra,Awka North,Achalla  I,"Community Secondary School, Achalla  I",Male,Public,JSS,,Grade II or Equivalent,Unqualified,397,2,ALL,198.5
2022/2023,South East,Anambra,Awka North,Achalla  I,"Community Secondary School, Achalla  I",Male,Public,JSS,,NCE,Qualified,481,2,ALL,240.5
2022/2023,South East,Anambra,Awka North,Achalla  I,"Community Secondary School, Achalla  I",Male,Public,JSS,,PGDE,Qualified,377,2,ALL,188.5
2022/2023,South East,Anambra,Awka North,Achalla  I,"Community Secondary School, Achalla  I",Male,Public,SSS,,NCE,Qualified,297,1,ALL,297.0
2022/2023,South East,Anambra,Awka North,Achalla  I,"Community Secondary School, Achalla  I",Male,Public,SSS,,PGDE,Qualified,741,3,ALL,247.0
2022/2023,South East,Anambra,Awka North,Achalla  I,"Comprehensive High School, Achalla  I",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,23,1,ALL,23.0
2022/2023,South East,Anambra,Awka North,Achalla  I,"Comprehensive High School, Achalla  I",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,57,1,ALL,57.0
2022/2023,South East,Anambra,Awka North,Achalla  I,"Comprehensive High School, Achalla  I",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,23,1,ALL,23.0
2022/2023,South East,Anambra,Awka North,Achalla  I,"Comprehensive High School, Achalla  I",Female,Private,Adult & Non-Formal Education,,PGDE,Qualified,46,1,ALL,46.0
