session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,Public,JSS,,,Unqualified,189,5,ALL,37.8
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,Public,JSS,,BEd or Equivalent,Qualified,63,2,ALL,31.5
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,Public,JSS,,Grade II or Equivalent,Unqualified,92,2,ALL,46.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,Public,JSS,,NCE,Qualified,166,4,ALL,41.5
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,Public,SSS,,MEd or Equivalent,Qualified,127,1,ALL,127.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Female,Public,SSS,,NCE,Qualified,214,1,ALL,214.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Public,JSS,,BEd or Equivalent,Qualified,126,4,ALL,31.5
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Public,JSS,,MEd or Equivalent,Qualified,160,5,ALL,32.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Public,JSS,,PGDE,Qualified,177,5,ALL,35.4
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Public,SSS,,,Unqualified,49,1,ALL,49.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Public,SSS,,BEd or Equivalent,Qualified,44,1,ALL,44.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Public,SSS,,NCE,Qualified,109,1,ALL,109.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Community Secondary School, Gbk/Central Market",Male,Public,SSS,,PGDE,Qualified,120,1,ALL,120.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,38,1,ALL,38.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,30,1,ALL,30.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Private,Adult & Non-Formal Education,,NCE,Qualified,30,1,ALL,30.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,661,4,ALL,165.25
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,271,2,ALL,135.5
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Private,Pre-Primary/Primary,,NCE,Qualified,288,2,ALL,144.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,475,3,ALL,158.3333
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Private,Pre-Primary/Primary,Primary 2,BEd or Equivalent,Qualified,508,3,ALL,169.3333
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Private,Pre-Primary/Primary,Primary 3,Grade II or Equivalent,Unqualified,491,3,ALL,163.6667
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Private,Pre-Primary/Primary,Primary 4,NCE,Qualified,441,3,ALL,147.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Private,Pre-Primary/Primary,Primary 5,Grade II or Equivalent,Unqualified,407,2,ALL,203.5
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Female,Private,Pre-Primary/Primary,Primary 6,NCE,Qualified,441,3,ALL,147.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Private,Adult & Non-Formal Education,,,Unqualified,23,1,ALL,23.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,82,1,ALL,82.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,12,1,ALL,12.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Private,Adult & Non-Formal Education,,NCE,Qualified,12,1,ALL,12.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,846,6,ALL,141.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Private,Pre-Primary/Primary,,NCE,Qualified,386,2,ALL,193.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,460,3,ALL,153.3333
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Private,Pre-Primary/Primary,Primary 2,Grade II or Equivalent,Unqualified,534,4,ALL,133.5
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Private,Pre-Primary/Primary,Primary 3,MEd or Equivalent,Qualified,460,3,ALL,153.3333
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Private,Pre-Primary/Primary,Primary 4,Grade II or Equivalent,Unqualified,497,3,ALL,165.6667
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Private,Pre-Primary/Primary,Primary 5,,Unqualified,386,3,ALL,128.6667
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Comprehensive High School, Gbk/Central Market",Male,Private,Pre-Primary/Primary,Primary 6,,Unqualified,442,3,ALL,147.3333
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Public,Adult & Non-Formal Education,,,Unqualified,34,1,ALL,34.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Public,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,23,1,ALL,23.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Public,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,15,1,ALL,15.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Public,Adult & Non-Formal Education,,NCE,Qualified,38,1,ALL,38.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Public,Adult & Non-Formal Education,,PGDE,Qualified,11,1,ALL,11.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Public,JSS,,,Unqualified,115,4,ALL,28.75
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Public,JSS,,BEd or Equivalent,Qualified,183,6,ALL,30.5
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Public,JSS,,Grade II or Equivalent,Unqualified,34,1,ALL,34.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Public,Pre-Primary/Primary,,,Unqualified,254,1,ALL,254.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Public,Pre-Primary/Primary,,BEd or Equivalent,Qualified,288,1,ALL,288.0
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Public,Pre-Primary/Primary,,NCE,Qualified,610,3,ALL,203.3333
2022/2023,North Central,Benue,Gboko,Gbk/Central Market,"Government Secondary School, Gbk/Central Market",Female,Public,Pre-Primary/Primary,Primary 1,,Unqualified,407,2,ALL,203.5
