session,zone,state,lga,ward,school,gender,school_type,school_level,class_grade,qualification_group,qualification_status,student_count,teacher_count,disability,pupil_teacher_ratio
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,Public,JSS,,,Unqualified,118,4,ALL,49.5
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,Public,JSS,,BEd or Equivalent,Qualified,812,27,ALL,44.0645
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,Public,SSS,,BEd or Equivalent,Qualified,464,16,ALL,43.3889
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Female,Public,SSS,,PGDE,Qualified,128,4,ALL,43.2
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Male,Public,JSS,,BEd or Equivalent,Qualified,268,9,ALL,45.1
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Male,Public,JSS,,NCE,Qualified,249,8,ALL,46.4444
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Male,Public,JSS,,PGDE,Qualified,297,10,ALL,45.3636
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Male,Public,SSS,,BEd or Equivalent,Qualified,416,14,ALL,43.75
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Community Secondary School, Lafiagi I",Male,Public,SSS,,Grade II or Equivalent,Unqualified,208,7,ALL,43.75
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,Private,JSS,,Grade II or Equivalent,Unqualified,79,3,ALL,44.0
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,Private,JSS,,MEd or Equivalent,Qualified,186,6,ALL,44.7143
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,Private,JSS,,NCE,Qualified,108,4,ALL,45.25
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,Private,JSS,,PGDE,Qualified,225,8,ALL,42.1111
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,Private,SSS,,,Unqualified,128,4,ALL,43.2
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,Private,SSS,,BEd or Equivalent,Qualified,248,9,ALL,41.7
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Female,Private,SSS,,MEd or Equivalent,Qualified,56,2,ALL,47.0
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Male,Private,JSS,,NCE,Qualified,383,13,ALL,42.9333
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Male,Private,JSS,,PGDE,Qualified,153,5,ALL,42.8333
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Comprehensive High School, Lafiagi I",Male,Private,SSS,,BEd or Equivalent,Qualified,453,16,ALL,42.3333
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Female,Public,JSS,,,Unqualified,117,4,ALL,49.25
2022/2023,North Central,Kwara,Edu,Lafiagi I,"Government Secondary School, Lafiagi I",Female,Public,JSS,,BEd or Equivalent,Qualified,167,6,ALL,40.0
