"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bambam","North East","Gombe","Balanga","Bambam","","142","140","78","31","28","4","2","62","48","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bangu","North East","Gombe","Balanga","Bangu","","93","91","55","22","24","0","2","36","34","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Dadiya","North East","Gombe","Balanga","Dadiya","","158","156","94","36","28","8","2","62","59","8"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ajiya","North East","Gombe","Gombe","Ajiya","","104","102","61","18","14","4","2","41","44","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bolari East","North East","Gombe","Gombe","Bolari East","","62","61","34","18","14","4","1","27","17","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Awak","North East","Gombe","Kaltungo","Awak","","143","141","86","31","28","4","2","55","56","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Kaltungo East","North East","Gombe","Kaltungo","Kaltungo East","","52","51","28","9","10","0","1","23","20","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Barwo / Nasarawo","North East","Gombe","Nafada","Barwo / Nasarawo","","85","84","44","13","10","3","1","40","31","3"
"2019/2020","Female","all","NABTEB","College of Education","ward","Barwo Winde","North East","Gombe","Nafada","Barwo Winde","","245","240","143","57","56","2","5","97","87","2"
"2019/2020","Female","all","NABTEB","College of Education","ward","Birin Bolewa","North East","Gombe","Nafada","Birin Bolewa","","144","142","91","40","38","3","2","51","51","3"
"2019/2020","Female","all","NABTEB","College of Education","ward","Deba","North East","Gombe","Yamaltu/Deba","Deba","","169","167","102","35","29","6","2","65","67","6"
"2019/2020","Female","all","NABTEB","College of Education","ward","Difa / Lubo / Kinafa","North East","Gombe","Yamaltu/Deba","Difa / Lubo / Kinafa","","169","167","102","44","38","6","2","65","58","6"
"2019/2020","Female","all","NABTEB","College of Education","ward","Gwani / Shinga / Wade","North East","Gombe","Yamaltu/Deba","Gwani / Shinga / Wade","","246","242","143","57","48","9","4","99","87","9"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bambam","North East","Gombe","Balanga","Bambam","","51","50","30","9","9","0","1","20","21","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Dadiya","North East","Gombe","Balanga","Dadiya","","95","94","57","18","14","4","1","37","40","4"
