"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","ward","Lafiagi I","North Central","Kwara","Edu","Lafiagi I","","152","150","84","28","25","4","2","66","56","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Lafiagi II","North Central","Kwara","Edu","Lafiagi II","","179","176","97","28","30","0","3","79","69","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Lafiagi III","North Central","Kwara","Edu","Lafiagi III","","202","199","118","38","35","4","3","81","80","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Eruku","North Central","Kwara","Ekiti","Eruku","","303","298","178","72","67","6","5","120","107","6"
"2019/2020","Female","all","NABTEB","College of Education","ward","Isapa","North Central","Kwara","Ekiti","Isapa","","107","105","56","14","10","4","2","49","43","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Koro","North Central","Kwara","Ekiti","Koro","","65","64","36","9","10","0","1","28","28","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ajikobi","North Central","Kwara","Ilorin West","Ajikobi","","121","119","70","19","15","4","2","49","52","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Balogun","North Central","Kwara","Offa","Balogun","","140","138","78","29","25","4","2","60","50","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Essa-A","North Central","Kwara","Offa","Essa-A","","95","94","56","24","20","4","1","38","33","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Essa-B","North Central","Kwara","Offa","Essa-B","","74","73","45","19","15","4","1","28","26","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Lafiagi II","North Central","Kwara","Edu","Lafiagi II","","118","116","64","19","15","4","2","52","46","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Lafiagi III","North Central","Kwara","Edu","Lafiagi III","","49","48","27","14","15","0","1","21","14","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Eruku","North Central","Kwara","Ekiti","Eruku","","77","76","48","19","20","0","1","28","29","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Isapa","North Central","Kwara","Ekiti","Isapa","","264","260","158","62","55","8","4","102","97","8"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Koro","North Central","Kwara","Ekiti","Koro","","122","120","65","19","15","4","2","55","46","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Agbeyangi/Gbadamu/Osin","North Central","Kwara","Ilorin East","Agbeyangi/Gbadamu/Osin","","295","290","173","72","65","8","5","117","102","8"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Apado","North Central","Kwara","Ilorin East","Apado","","188","185","111","33","30","4","3","74","78","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Balogun Gambari II","North Central","Kwara","Ilorin East","Balogun Gambari II","","146","144","83","37","34","4","2","61","46","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Adewole","North Central","Kwara","Ilorin West","Adewole","","411","404","238","81","65","16","7","166","158","16"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Ajikobi","North Central","Kwara","Ilorin West","Ajikobi","","147","145","82","23","25","0","2","63","59","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Baboko","North Central","Kwara","Ilorin West","Baboko","","188","185","111","38","35","4","3","74","73","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Balogun","North Central","Kwara","Offa","Balogun","","68","67","42","19","20","0","1","25","24","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Essa-B","North Central","Kwara","Offa","Essa-B","","74","73","46","19","20","0","1","27","27","0"
"2019/2020","Female","all","NABTEB","University","ward","Lafiagi I","North Central","Kwara","Edu","Lafiagi I","","147","145","87","33","30","4","2","58","54","4"
"2019/2020","Female","all","NABTEB","University","ward","Lafiagi II","North Central","Kwara","Edu","Lafiagi II","","118","116","70","29","25","4","2","46","42","4"
"2019/2020","Female","all","NABTEB","University","ward","Lafiagi III","North Central","Kwara","Edu","Lafiagi III","","95","94","56","24","20","4","1","38","33","4"
"2019/2020","Female","all","NABTEB","University","ward","Koro","North Central","Kwara","Ekiti","Koro","","147","145","78","33","30","4","2","67","46","4"
"2019/2020","Female","all","NABTEB","University","ward","Agbeyangi/Gbadamu/Osin","North Central","Kwara","Ilorin East","Agbeyangi/Gbadamu/Osin","","131","129","76","28","25","3","2","53","48","3"
"2019/2020","Female","all","NABTEB","University","ward","Apado","North Central","Kwara","Ilorin East","Apado","","172","169","104","33","30","4","3","65","71","4"
"2019/2020","Female","all","NABTEB","University","ward","Balogun Gambari II","North Central","Kwara","Ilorin East","Balogun Gambari II","","201","198","118","53","45","8","3","80","66","8"
"2019/2020","Female","all","NABTEB","University","ward","Ajikobi","North Central","Kwara","Ilorin West","Ajikobi","","53","52","27","5","5","0","1","25","22","0"
"2019/2020","Female","all","NABTEB","University","ward","Baboko","North Central","Kwara","Ilorin West","Baboko","","126","124","70","24","20","4","2","54","47","4"
"2019/2020","Female","all","NABTEB","University","ward","Balogun","North Central","Kwara","Offa","Balogun","","110","108","59","24","20","4","2","49","36","4"
"2019/2020","Female","all","NABTEB","University","ward","Essa-A","North Central","Kwara","Offa","Essa-A","","339","334","192","67","60","8","5","142","126","8"
"2019/2020","Female","all","NABTEB","University","ward","Essa-B","North Central","Kwara","Offa","Essa-B","","189","186","110","38","35","4","3","76","73","4"
"2019/2020","Female","all","NECO","College of Education","ward","Lafiagi I","North Central","Kwara","Edu","Lafiagi I","","290","285","163","54","48","7","5","122","109","7"
"2019/2020","Female","all","NECO","College of Education","ward","Lafiagi II","North Central","Kwara","Edu","Lafiagi II","","334","329","195","60","52","8","5","134","135","8"
"2019/2020","Female","all","NECO","College of Education","ward","Lafiagi III","North Central","Kwara","Edu","Lafiagi III","","402","397","230","77","67","10","5","167","153","10"
"2019/2020","Female","all","NECO","College of Education","ward","Eruku","North Central","Kwara","Ekiti","Eruku","","581","573","335","122","109","13","8","238","213","13"
"2019/2020","Female","all","NECO","College of Education","ward","Isapa","North Central","Kwara","Ekiti","Isapa","","191","188","108","41","38","3","3","80","68","3"
"2019/2020","Female","all","NECO","College of Education","ward","Koro","North Central","Kwara","Ekiti","Koro","","105","103","60","18","14","4","2","43","42","4"
"2019/2020","Female","all","NECO","College of Education","ward","Ajikobi","North Central","Kwara","Ilorin West","Ajikobi","","241","237","134","50","43","7","4","103","85","7"
"2019/2020","Female","all","NECO","College of Education","ward","Balogun","North Central","Kwara","Offa","Balogun","","266","262","164","72","66","7","4","98","91","7"
"2019/2020","Female","all","NECO","College of Education","ward","Essa-A","North Central","Kwara","Offa","Essa-A","","211","208","126","50","43","7","3","82","77","7"
"2019/2020","Female","all","NECO","College of Education","ward","Essa-B","North Central","Kwara","Offa","Essa-B","","126","124","78","37","33","4","2","46","42","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Lafiagi II","North Central","Kwara","Edu","Lafiagi II","","214","211","113","37","29","8","3","98","77","8"
"2019/2020","Female","all","NECO","Polytechnic","ward","Lafiagi III","North Central","Kwara","Edu","Lafiagi III","","92","91","50","18","14","4","1","41","32","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Eruku","North Central","Kwara","Ekiti","Eruku","","157","155","90","37","33","4","2","65","53","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Isapa","North Central","Kwara","Ekiti","Isapa","","475","468","285","122","109","13","7","183","163","13"
