"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","ward","Achalla  II","South East","Anambra","Awka North","Achalla  II","","119","117","78","20","17","3","2","39","58","3"
"2019/2020","Female","all","NABTEB","College of Education","ward","Achalla  III","South East","Anambra","Awka North","Achalla  III","","316","311","223","82","76","7","5","88","141","7"
"2019/2020","Female","all","NABTEB","College of Education","ward","Agu Oka","South East","Anambra","Awka South","Agu Oka","","119","117","85","29","25","4","2","32","57","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Amawbia  I","South East","Anambra","Awka South","Amawbia  I","","254","251","164","56","47","9","3","87","109","9"
"2019/2020","Female","all","NABTEB","College of Education","ward","Amawbia  II","South East","Anambra","Awka South","Amawbia  II","","203","200","135","44","39","6","3","65","91","6"
"2019/2020","Female","all","NABTEB","College of Education","ward","Nnewi-ichi  I","South East","Anambra","Nnewi North","Nnewi-ichi  I","","331","325","235","83","71","12","6","90","152","12"
"2019/2020","Female","all","NABTEB","College of Education","ward","Nnewi-ichi  II","South East","Anambra","Nnewi North","Nnewi-ichi  II","","259","256","171","52","47","6","3","85","119","6"
"2019/2020","Female","all","NABTEB","College of Education","ward","Otolo  I","South East","Anambra","Nnewi North","Otolo  I","","87","86","56","20","17","3","1","30","36","3"
"2019/2020","Female","all","NABTEB","College of Education","ward","Inland Town I","South East","Anambra","Onitsha North","Inland Town I","","116","114","82","25","21","4","2","32","57","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bridge Head I","South East","Anambra","Onitsha South","Bridge Head I","","95","94","59","20","17","3","1","35","39","3"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bridge Head II","South East","Anambra","Onitsha South","Bridge Head II","","184","181","121","40","38","3","3","60","81","3"
