"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","ward","Amuzu","South East","Imo","Aboh Mbaise","Amuzu","","257","253","150","55","46","9","4","103","95","9"
"2019/2020","Female","all","NABTEB","College of Education","ward","Enyiogugu","South East","Imo","Aboh Mbaise","Enyiogugu","","89","88","53","20","21","0","1","35","33","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ibeku","South East","Imo","Aboh Mbaise","Ibeku","","163","160","94","46","41","5","3","66","49","5"
"2019/2020","Female","all","NABTEB","College of Education","ward","Aku","South East","Imo","Okigwe","Aku","","74","73","45","20","16","4","1","28","26","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Amuro","South East","Imo","Okigwe","Amuro","","215","212","117","35","26","9","3","95","83","9"
"2019/2020","Female","all","NABTEB","College of Education","ward","Amaifeke","South East","Imo","Orlu","Amaifeke","","84","83","48","20","16","4","1","35","29","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ebenese/Umueze/Nnachi Ihioma","South East","Imo","Orlu","Ebenese/Umueze/Nnachi Ihioma","","90","89","53","20","16","4","1","36","34","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Eziachi/Amike","South East","Imo","Orlu","Eziachi/Amike","","71","70","42","19","15","5","1","28","22","5"
"2019/2020","Female","all","NABTEB","College of Education","ward","Agbala/Obube/Ulakwo","South East","Imo","Owerri North","Agbala/Obube/Ulakwo","","164","162","99","35","30","5","2","63","65","5"
"2019/2020","Female","all","NABTEB","College of Education","ward","Amakohia-Ubi/Ndegwu Ohii","South East","Imo","Owerri West","Amakohia-Ubi/Ndegwu Ohii","","99","98","53","20","15","5","1","45","33","5"
"2019/2020","Female","all","NABTEB","College of Education","ward","Avu/Oforola","South East","Imo","Owerri West","Avu/Oforola","","185","183","107","40","31","9","2","76","68","9"
"2019/2020","Female","all","NABTEB","College of Education","ward","Emeabiam/Okolochi","South East","Imo","Owerri West","Emeabiam/Okolochi","","136","134","77","31","26","5","2","57","47","5"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Amuzu","South East","Imo","Aboh Mbaise","Amuzu","","48","47","29","14","14","0","1","18","14","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Enyiogugu","South East","Imo","Aboh Mbaise","Enyiogugu","","131","129","77","35","30","5","2","52","43","5"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Ibeku","South East","Imo","Aboh Mbaise","Ibeku","","102","100","61","25","25","0","2","39","36","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Agbobu","South East","Imo","Okigwe","Agbobu","","159","156","93","39","35","4","3","63","54","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Aku","South East","Imo","Okigwe","Aku","","211","208","123","45","46","0","3","85","78","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Amuro","South East","Imo","Okigwe","Amuro","","108","106","58","20","15","5","2","48","39","5"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Amaifeke","South East","Imo","Orlu","Amaifeke","","164","162","91","25","20","5","2","71","66","5"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Ebenese/Umueze/Nnachi Ihioma","South East","Imo","Orlu","Ebenese/Umueze/Nnachi Ihioma","","191","188","112","41","36","5","3","76","72","5"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Eziachi/Amike","South East","Imo","Orlu","Eziachi/Amike","","185","182","110","46","41","5","3","72","64","5"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Agbala/Obube/Ulakwo","South East","Imo","Owerri North","Agbala/Obube/Ulakwo","","133","131","83","39","35","4","2","48","43","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Awaka/Ihitte-Ogada","South East","Imo","Owerri North","Awaka/Ihitte-Ogada","","234","231","146","59","51","9","3","85","86","9"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Egbu","South East","Imo","Owerri North","Egbu","","93","92","52","15","10","5","1","40","38","5"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Amakohia-Ubi/Ndegwu Ohii","South East","Imo","Owerri West","Amakohia-Ubi/Ndegwu Ohii","","66","65","34","15","15","0","1","31","19","0"
"2019/2020","Female","all","NABTEB","University","ward","Enyiogugu","South East","Imo","Aboh Mbaise","Enyiogugu","","69","68","40","10","10","0","1","28","31","0"
"2019/2020","Female","all","NABTEB","University","ward","Agbobu","South East","Imo","Okigwe","Agbobu","","194","192","118","40","31","9","2","74","78","9"
"2019/2020","Female","all","NABTEB","University","ward","Amuro","South East","Imo","Okigwe","Amuro","","71","70","40","10","10","0","1","30","30","0"
"2019/2020","Female","all","NABTEB","University","ward","Amaifeke","South East","Imo","Orlu","Amaifeke","","108","106","67","31","26","5","2","39","37","5"
"2019/2020","Female","all","NABTEB","University","ward","Ebenese/Umueze/Nnachi Ihioma","South East","Imo","Orlu","Ebenese/Umueze/Nnachi Ihioma","","110","108","58","20","15","5","2","50","38","5"
"2019/2020","Female","all","NABTEB","University","ward","Eziachi/Amike","South East","Imo","Orlu","Eziachi/Amike","","136","134","83","36","31","5","2","51","48","5"
"2019/2020","Female","all","NABTEB","University","ward","Awaka/Ihitte-Ogada","South East","Imo","Owerri North","Awaka/Ihitte-Ogada","","70","69","41","15","15","0","1","28","26","0"
"2019/2020","Female","all","NABTEB","University","ward","Egbu","South East","Imo","Owerri North","Egbu","","254","251","143","54","50","5","3","108","89","5"
"2019/2020","Female","all","NABTEB","University","ward","Amakohia-Ubi/Ndegwu Ohii","South East","Imo","Owerri West","Amakohia-Ubi/Ndegwu Ohii","","191","188","112","50","41","10","3","76","61","10"
"2019/2020","Female","all","NABTEB","University","ward","Avu/Oforola","South East","Imo","Owerri West","Avu/Oforola","","143","141","85","35","35","0","2","56","50","0"
"2019/2020","Female","all","NABTEB","University","ward","Emeabiam/Okolochi","South East","Imo","Owerri West","Emeabiam/Okolochi","","289","284","168","75","66","9","5","116","93","9"
"2019/2020","Female","all","NECO","College of Education","ward","Amuzu","South East","Imo","Aboh Mbaise","Amuzu","","560","552","327","128","116","12","8","225","199","12"
"2019/2020","Female","all","NECO","College of Education","ward","Enyiogugu","South East","Imo","Aboh Mbaise","Enyiogugu","","148","146","85","31","28","3","2","61","54","3"
"2019/2020","Female","all","NECO","College of Education","ward","Ibeku","South East","Imo","Aboh Mbaise","Ibeku","","294","290","176","71","60","11","4","114","105","11"
"2019/2020","Female","all","NECO","College of Education","ward","Aku","South East","Imo","Okigwe","Aku","","150","148","96","40","37","3","2","52","57","3"
"2019/2020","Female","all","NECO","College of Education","ward","Amuro","South East","Imo","Okigwe","Amuro","","414","408","228","75","64","11","6","180","153","11"
"2019/2020","Female","all","NECO","College of Education","ward","Amaifeke","South East","Imo","Orlu","Amaifeke","","162","160","102","44","42","2","2","58","58","2"
"2019/2020","Female","all","NECO","College of Education","ward","Ebenese/Umueze/Nnachi Ihioma","South East","Imo","Orlu","Ebenese/Umueze/Nnachi Ihioma","","162","160","97","40","32","8","2","63","57","8"
"2019/2020","Female","all","NECO","College of Education","ward","Eziachi/Amike","South East","Imo","Orlu","Eziachi/Amike","","139","137","86","40","37","3","2","51","47","3"
"2019/2020","Female","all","NECO","College of Education","ward","Agbala/Obube/Ulakwo","South East","Imo","Owerri North","Agbala/Obube/Ulakwo","","333","328","191","70","64","6","5","137","121","6"
"2019/2020","Female","all","NECO","College of Education","ward","Amakohia-Ubi/Ndegwu Ohii","South East","Imo","Owerri West","Amakohia-Ubi/Ndegwu Ohii","","215","212","116","40","32","8","3","96","76","8"
"2019/2020","Female","all","NECO","College of Education","ward","Avu/Oforola","South East","Imo","Owerri West","Avu/Oforola","","344","339","206","74","69","5","5","133","132","5"
"2019/2020","Female","all","NECO","College of Education","ward","Emeabiam/Okolochi","South East","Imo","Owerri West","Emeabiam/Okolochi","","263","259","152","53","46","7","4","107","99","7"
"2019/2020","Female","all","NECO","Polytechnic","ward","Amuzu","South East","Imo","Aboh Mbaise","Amuzu","","91","90","55","22","18","4","1","35","34","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Enyiogugu","South East","Imo","Aboh Mbaise","Enyiogugu","","242","239","142","57","50","7","3","97","86","7"
"2019/2020","Female","all","NECO","Polytechnic","ward","Ibeku","South East","Imo","Aboh Mbaise","Ibeku","","180","178","107","40","36","4","2","71","68","4"
"2019/2020","Female","all","NECO","Polytechnic","ward","Agbobu","South East","Imo","Okigwe","Agbobu","","310","306","186","79","69","10","4","120","107","10"
"2019/2020","Female","all","NECO","Polytechnic","ward","Aku","South East","Imo","Okigwe","Aku","","416","410","234","93","84","9","6","176","142","9"
"2019/2020","Female","all","NECO","Polytechnic","ward","Amuro","South East","Imo","Okigwe","Amuro","","215","212","121","48","42","6","3","91","73","6"
"2019/2020","Female","all","NECO","Polytechnic","ward","Amaifeke","South East","Imo","Orlu","Amaifeke","","329","324","185","66","60","6","5","139","119","6"
"2019/2020","Female","all","NECO","Polytechnic","ward","Ebenese/Umueze/Nnachi Ihioma","South East","Imo","Orlu","Ebenese/Umueze/Nnachi Ihioma","","363","357","202","74","65","9","6","155","129","9"
"2019/2020","Female","all","NECO","Polytechnic","ward","Eziachi/Amike","South East","Imo","Orlu","Eziachi/Amike","","337","332","195","79","70","9","5","137","116","9"
"2019/2020","Female","all","NECO","Polytechnic","ward","Agbala/Obube/Ulakwo","South East","Imo","Owerri North","Agbala/Obube/Ulakwo","","251","247","154","71","65","6","4","93","84","6"
"2019/2020","Female","all","NECO","Polytechnic","ward","Awaka/Ihitte-Ogada","South East","Imo","Owerri North","Awaka/Ihitte-Ogada","","462","455","275","119","111","8","7","180","156","8"
"2019/2020","Female","all","NECO","Polytechnic","ward","Egbu","South East","Imo","Owerri North","Egbu","","176","173","98","35","32","3","3","75","64","3"
"2019/2020","Female","all","NECO","Polytechnic","ward","Amakohia-Ubi/Ndegwu Ohii","South East","Imo","Owerri West","Amakohia-Ubi/Ndegwu Ohii","","116","114","64","22","18","4","2","50","42","4"
"2019/2020","Female","all","NECO","University","ward","Enyiogugu","South East","Imo","Aboh Mbaise","Enyiogugu","","137","135","75","26","23","3","2","60","49","3"
"2019/2020","Female","all","NECO","University","ward","Agbobu","South East","Imo","Okigwe","Agbobu","","362","357","202","70","64","6","5","155","133","6"
"2019/2020","Female","all","NECO","University","ward","Amuro","South East","Imo","Okigwe","Amuro","","131","129","76","31","28","3","2","53","46","3"
"2019/2020","Female","all","NECO","University","ward","Amaifeke","South East","Imo","Orlu","Amaifeke","","237","233","139","48","42","6","4","94","92","6"
"2019/2020","Female","all","NECO","University","ward","Ebenese/Umueze/Nnachi Ihioma","South East","Imo","Orlu","Ebenese/Umueze/Nnachi Ihioma","","226","223","131","48","42","6","3","92","83","6"
"2019/2020","Female","all","NECO","University","ward","Eziachi/Amike","South East","Imo","Orlu","Eziachi/Amike","","223","220","130","53","46","7","3","90","78","7"
"2019/2020","Female","all","NECO","University","ward","Awaka/Ihitte-Ogada","South East","Imo","Owerri North","Awaka/Ihitte-Ogada","","125","123","79","31","28","3","2","44","49","3"
"2019/2020","Female","all","NECO","University","ward","Egbu","South East","Imo","Owerri North","Egbu","","493","485","278","101","92","9","8","207","177","9"
"2019/2020","Female","all","NECO","University","ward","Amakohia-Ubi/Ndegwu Ohii","South East","Imo","Owerri West","Amakohia-Ubi/Ndegwu Ohii","","353","348","213","92","83","9","5","135","121","9"
"2019/2020","Female","all","NECO","University","ward","Avu/Oforola","South East","Imo","Owerri West","Avu/Oforola","","259","255","154","71","65","6","4","101","84","6"
"2019/2020","Female","all","NECO","University","ward","Emeabiam/Okolochi","South East","Imo","Owerri West","Emeabiam/Okolochi","","495","488","293","110","97","13","7","195","183","13"
"2019/2020","Female","all","WAEC","College of Education","ward","Amuzu","South East","Imo","Aboh Mbaise","Amuzu","","713","702","406","161","144","17","11","296","245","17"
"2019/2020","Female","all","WAEC","College of Education","ward","Enyiogugu","South East","Imo","Aboh Mbaise","Enyiogugu","","203","200","114","42","37","5","3","86","72","5"
"2019/2020","Female","all","WAEC","College of Education","ward","Ibeku","South East","Imo","Aboh Mbaise","Ibeku","","404","398","242","88","83","5","6","156","155","5"
"2019/2020","Female","all","WAEC","College of Education","ward","Aku","South East","Imo","Okigwe","Aku","","209","206","129","65","62","3","3","77","65","3"
"2019/2020","Female","all","WAEC","College of Education","ward","Amuro","South East","Imo","Okigwe","Amuro","","596","587","333","117","107","10","9","254","216","10"
"2019/2020","Female","all","WAEC","College of Education","ward","Amaifeke","South East","Imo","Orlu","Amaifeke","","183","180","107","46","41","5","3","73","62","5"
"2019/2020","Female","all","WAEC","College of Education","ward","Ebenese/Umueze/Nnachi Ihioma","South East","Imo","Orlu","Ebenese/Umueze/Nnachi Ihioma","","206","203","125","42","37","5","3","78","83","5"
"2019/2020","Female","all","WAEC","College of Education","ward","Eziachi/Amike","South East","Imo","Orlu","Eziachi/Amike","","166","164","101","46","42","4","2","63","56","4"
"2019/2020","Female","all","WAEC","College of Education","ward","Agbala/Obube/Ulakwo","South East","Imo","Owerri North","Agbala/Obube/Ulakwo","","409","403","231","88","79","9","6","172","144","9"
"2019/2020","Female","all","WAEC","College of Education","ward","Amakohia-Ubi/Ndegwu Ohii","South East","Imo","Owerri West","Amakohia-Ubi/Ndegwu Ohii","","263","259","140","46","41","5","4","119","94","5"
"2019/2020","Female","all","WAEC","College of Education","ward","Avu/Oforola","South East","Imo","Owerri West","Avu/Oforola","","412","406","242","96","87","9","6","164","146","9"
"2019/2020","Female","all","WAEC","College of Education","ward","Emeabiam/Okolochi","South East","Imo","Owerri West","Emeabiam/Okolochi","","331","326","200","73","62","11","5","126","128","11"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Amuzu","South East","Imo","Aboh Mbaise","Amuzu","","111","109","69","31","29","2","2","40","38","2"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Enyiogugu","South East","Imo","Aboh Mbaise","Enyiogugu","","281","276","159","58","54","4","5","117","102","4"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Ibeku","South East","Imo","Aboh Mbaise","Ibeku","","235","231","133","54","50","4","4","98","80","4"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Agbobu","South East","Imo","Okigwe","Agbobu","","413","407","243","103","90","13","6","164","140","13"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Aku","South East","Imo","Okigwe","Aku","","544","536","309","123","112","11","8","227","186","11"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Amuro","South East","Imo","Okigwe","Amuro","","233","230","131","46","41","5","3","99","86","5"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Amaifeke","South East","Imo","Orlu","Amaifeke","","412","405","224","80","74","6","7","181","145","6"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Ebenese/Umueze/Nnachi Ihioma","South East","Imo","Orlu","Ebenese/Umueze/Nnachi Ihioma","","480","473","284","108","99","9","7","189","176","9"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Eziachi/Amike","South East","Imo","Orlu","Eziachi/Amike","","430","424","258","106","99","8","6","166","151","8"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Agbala/Obube/Ulakwo","South East","Imo","Owerri North","Agbala/Obube/Ulakwo","","297","292","184","80","70","10","5","108","104","10"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Awaka/Ihitte-Ogada","South East","Imo","Owerri North","Awaka/Ihitte-Ogada","","544","537","338","148","131","17","7","199","190","17"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Egbu","South East","Imo","Owerri North","Egbu","","242","238","135","42","37","5","4","103","94","5"
"2019/2020","Female","all","WAEC","Polytechnic","ward","Amakohia-Ubi/Ndegwu Ohii","South East","Imo","Owerri West","Amakohia-Ubi/Ndegwu Ohii","","150","148","79","31","29","2","2","69","49","2"
"2019/2020","Female","all","WAEC","University","ward","Enyiogugu","South East","Imo","Aboh Mbaise","Enyiogugu","","186","183","104","34","33","1","3","79","70","1"
"2019/2020","Female","all","WAEC","University","ward","Agbobu","South East","Imo","Okigwe","Agbobu","","428","422","249","99","95","4","6","173","150","4"
"2019/2020","Female","all","WAEC","University","ward","Amuro","South East","Imo","Okigwe","Amuro","","191","188","105","34","33","1","3","83","72","1"
"2019/2020","Female","all","WAEC","University","ward","Amaifeke","South East","Imo","Orlu","Amaifeke","","290","286","168","77","70","7","4","118","92","7"
"2019/2020","Female","all","WAEC","University","ward","Ebenese/Umueze/Nnachi Ihioma","South East","Imo","Orlu","Ebenese/Umueze/Nnachi Ihioma","","250","246","140","50","46","4","4","106","91","4"
"2019/2020","Female","all","WAEC","University","ward","Eziachi/Amike","South East","Imo","Orlu","Eziachi/Amike","","300","296","185","83","74","9","4","111","101","9"
"2019/2020","Female","all","WAEC","University","ward","Awaka/Ihitte-Ogada","South East","Imo","Owerri North","Awaka/Ihitte-Ogada","","177","174","101","42","37","5","3","73","60","5"
"2019/2020","Female","all","WAEC","University","ward","Egbu","South East","Imo","Owerri North","Egbu","","661","652","378","138","124","14","9","274","240","14"
"2019/2020","Female","all","WAEC","University","ward","Amakohia-Ubi/Ndegwu Ohii","South East","Imo","Owerri West","Amakohia-Ubi/Ndegwu Ohii","","473","466","278","118","107","12","7","188","159","12"
"2019/2020","Female","all","WAEC","University","ward","Avu/Oforola","South East","Imo","Owerri West","Avu/Oforola","","364","359","212","92","83","9","5","147","120","9"
"2019/2020","Female","all","WAEC","University","ward","Emeabiam/Okolochi","South East","Imo","Owerri West","Emeabiam/Okolochi","","600","592","359","138","129","9","8","233","221","9"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Amuzu","South East","Imo","Aboh Mbaise","Amuzu","","29","29","14","10","10","0","0","14","5","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Enyiogugu","South East","Imo","Aboh Mbaise","Enyiogugu","","10","10","6","4","4","0","0","4","2","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Ibeku","South East","Imo","Aboh Mbaise","Ibeku","","19","19","10","10","10","0","0","10","0","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Aku","South East","Imo","Okigwe","Aku","","10","10","6","5","5","0","0","4","1","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Amuro","South East","Imo","Okigwe","Amuro","","28","28","14","0","0","0","0","14","14","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Amaifeke","South East","Imo","Orlu","Amaifeke","","10","10","6","5","5","0","0","4","1","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Ebenese/Umueze/Nnachi Ihioma","South East","Imo","Orlu","Ebenese/Umueze/Nnachi Ihioma","","13","13","6","5","5","0","0","7","1","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Eziachi/Amike","South East","Imo","Orlu","Eziachi/Amike","","10","10","5","5","5","0","0","5","0","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Agbala/Obube/Ulakwo","South East","Imo","Owerri North","Agbala/Obube/Ulakwo","","20","20","10","5","5","0","0","10","5","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Amakohia-Ubi/Ndegwu Ohii","South East","Imo","Owerri West","Amakohia-Ubi/Ndegwu Ohii","","10","10","5","0","0","0","0","5","5","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Avu/Oforola","South East","Imo","Owerri West","Avu/Oforola","","20","20","10","5","5","0","0","10","5","0"
"2019/2020","Female","disabled","NABTEB","College of Education","ward","Emeabiam/Okolochi","South East","Imo","Owerri West","Emeabiam/Okolochi","","12","12","7","5","5","0","0","5","3","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Amuzu","South East","Imo","Aboh Mbaise","Amuzu","","8","8","4","4","4","0","0","4","0","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Enyiogugu","South East","Imo","Aboh Mbaise","Enyiogugu","","23","23","13","10","10","0","0","10","3","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Ibeku","South East","Imo","Aboh Mbaise","Ibeku","","20","20","11","5","5","0","0","9","6","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Agbobu","South East","Imo","Okigwe","Agbobu","","20","20","11","10","10","0","0","9","1","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Aku","South East","Imo","Okigwe","Aku","","30","30","18","15","15","0","0","12","3","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Amuro","South East","Imo","Okigwe","Amuro","","13","13","6","0","0","0","0","7","6","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Amaifeke","South East","Imo","Orlu","Amaifeke","","23","23","12","0","0","0","0","11","12","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Ebenese/Umueze/Nnachi Ihioma","South East","Imo","Orlu","Ebenese/Umueze/Nnachi Ihioma","","20","20","12","4","4","0","0","8","8","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Eziachi/Amike","South East","Imo","Orlu","Eziachi/Amike","","25","25","13","10","10","0","0","12","3","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Agbala/Obube/Ulakwo","South East","Imo","Owerri North","Agbala/Obube/Ulakwo","","20","20","10","10","10","0","0","10","0","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Awaka/Ihitte-Ogada","South East","Imo","Owerri North","Awaka/Ihitte-Ogada","","30","30","16","15","15","0","0","14","1","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Egbu","South East","Imo","Owerri North","Egbu","","9","9","4","0","0","0","0","4","4","0"
"2019/2020","Female","disabled","NABTEB","Polytechnic","ward","Amakohia-Ubi/Ndegwu Ohii","South East","Imo","Owerri West","Amakohia-Ubi/Ndegwu Ohii","","10","10","5","5","5","0","0","5","0","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Enyiogugu","South East","Imo","Aboh Mbaise","Enyiogugu","","8","8","4","0","0","0","0","4","4","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Agbobu","South East","Imo","Okigwe","Agbobu","","23","23","13","5","5","0","0","10","8","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Amuro","South East","Imo","Okigwe","Amuro","","10","10","6","0","0","0","0","4","6","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Amaifeke","South East","Imo","Orlu","Amaifeke","","15","15","8","5","5","0","0","7","3","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Ebenese/Umueze/Nnachi Ihioma","South East","Imo","Orlu","Ebenese/Umueze/Nnachi Ihioma","","9","9","5","0","0","0","0","4","5","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Eziachi/Amike","South East","Imo","Orlu","Eziachi/Amike","","15","15","8","5","5","0","0","7","3","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Awaka/Ihitte-Ogada","South East","Imo","Owerri North","Awaka/Ihitte-Ogada","","8","8","4","4","4","0","0","4","0","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Egbu","South East","Imo","Owerri North","Egbu","","32","32","16","10","10","0","0","16","6","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Amakohia-Ubi/Ndegwu Ohii","South East","Imo","Owerri West","Amakohia-Ubi/Ndegwu Ohii","","23","23","13","10","10","0","0","10","3","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Avu/Oforola","South East","Imo","Owerri West","Avu/Oforola","","23","23","13","10","10","0","0","10","3","0"
"2019/2020","Female","disabled","NABTEB","University","ward","Emeabiam/Okolochi","South East","Imo","Owerri West","Emeabiam/Okolochi","","32","32","19","13","13","0","0","13","5","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Amuzu","South East","Imo","Aboh Mbaise","Amuzu","","53","53","33","12","14","0","0","20","21","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Enyiogugu","South East","Imo","Aboh Mbaise","Enyiogugu","","20","20","11","4","5","0","0","9","7","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Ibeku","South East","Imo","Aboh Mbaise","Ibeku","","30","30","17","4","5","0","0","13","13","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Aku","South East","Imo","Okigwe","Aku","","20","20","13","5","5","0","0","7","8","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Amuro","South East","Imo","Okigwe","Amuro","","45","45","26","10","10","0","0","19","16","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Amaifeke","South East","Imo","Orlu","Amaifeke","","18","18","9","4","5","0","0","9","6","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Ebenese/Umueze/Nnachi Ihioma","South East","Imo","Orlu","Ebenese/Umueze/Nnachi Ihioma","","22","22","12","5","5","0","0","10","7","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Eziachi/Amike","South East","Imo","Orlu","Eziachi/Amike","","13","13","6","4","5","0","0","6","3","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Agbala/Obube/Ulakwo","South East","Imo","Owerri North","Agbala/Obube/Ulakwo","","32","32","18","8","9","0","0","14","11","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Amakohia-Ubi/Ndegwu Ohii","South East","Imo","Owerri West","Amakohia-Ubi/Ndegwu Ohii","","20","20","11","4","5","0","0","9","7","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Avu/Oforola","South East","Imo","Owerri West","Avu/Oforola","","38","38","20","4","5","0","0","18","16","0"
"2019/2020","Female","disabled","NECO","College of Education","ward","Emeabiam/Okolochi","South East","Imo","Owerri West","Emeabiam/Okolochi","","24","24","13","4","5","0","0","11","10","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Amuzu","South East","Imo","Aboh Mbaise","Amuzu","","10","10","6","4","5","0","0","4","3","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Enyiogugu","South East","Imo","Aboh Mbaise","Enyiogugu","","29","29","14","8","10","0","0","14","7","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Ibeku","South East","Imo","Aboh Mbaise","Ibeku","","24","24","12","4","5","0","0","12","8","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Agbobu","South East","Imo","Okigwe","Agbobu","","29","29","16","8","10","0","0","13","9","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Aku","South East","Imo","Okigwe","Aku","","40","40","21","14","14","0","0","19","7","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Amuro","South East","Imo","Okigwe","Amuro","","23","23","11","5","5","0","0","12","6","0"
"2019/2020","Female","disabled","NECO","Polytechnic","ward","Amaifeke","South East","Imo","Orlu","Amaifeke","","34","34","16","5","5","0","0","18","11","0"
