"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","ward","Agyaga","North Central","Nasarawa","Akwanga","Agyaga","","98","97","65","22","20","2","1","32","43","2"
"2019/2020","Female","all","NABTEB","College of Education","ward","Akwanga East","North Central","Nasarawa","Akwanga","Akwanga East","","116","114","78","32","27","5","2","36","47","5"
"2019/2020","Female","all","NABTEB","College of Education","ward","Akwanga West","North Central","Nasarawa","Akwanga","Akwanga West","","130","128","78","25","24","2","2","50","54","2"
"2019/2020","Female","all","NABTEB","College of Education","ward","Agbashi","North Central","Nasarawa","Doma","Agbashi","","71","70","44","16","14","2","1","26","29","2"
"2019/2020","Female","all","NABTEB","College of Education","ward","Akpanaja","North Central","Nasarawa","Doma","Akpanaja","","81","80","58","22","20","2","1","22","37","2"
"2019/2020","Female","all","NABTEB","College of Education","ward","Alagye","North Central","Nasarawa","Doma","Alagye","","189","186","127","41","37","4","3","59","86","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Angwan Iya II","North Central","Nasarawa","Keffi","Angwan Iya II","","175","173","111","38","34","4","2","62","74","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Adogi","North Central","Nasarawa","Lafia","Adogi","","61","60","35","13","10","3","1","25","23","3"
"2019/2020","Female","all","NABTEB","College of Education","ward","Agyaragun Tofa","North Central","Nasarawa","Lafia","Agyaragun Tofa","","134","132","87","34","30","5","2","45","52","5"
"2019/2020","Female","all","NABTEB","College of Education","ward","Akurba/Bakin Rijiya","North Central","Nasarawa","Lafia","Akurba/Bakin Rijiya","","149","147","98","32","27","5","2","49","67","5"
"2019/2020","Female","all","NABTEB","College of Education","ward","Akum","North Central","Nasarawa","Nasarawa","Akum","","77","76","46","16","14","2","1","30","31","2"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ara I","North Central","Nasarawa","Nasarawa","Ara I","","79","78","46","13","10","3","1","32","34","3"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ara II","North Central","Nasarawa","Nasarawa","Ara II","","145","143","90","25","24","2","2","53","66","2"
