"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bahuli","North East","Adamawa","Mubi North","Bahuli","","56","55","39","21","22","0","1","16","19","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Digil","North East","Adamawa","Mubi North","Digil","","348","343","230","83","77","9","5","113","147","9"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bare","North East","Adamawa","Numan","Bare","","235","231","153","51","43","9","4","78","102","9"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bolki","North East","Adamawa","Numan","Bolki","","123","121","86","42","33","9","2","35","45","9"
"2019/2020","Female","all","NABTEB","College of Education","ward","Gamadio","North East","Adamawa","Numan","Gamadio","","160","158","108","42","33","9","2","50","66","9"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ajiya","North East","Adamawa","Yola North","Ajiya","","181","178","118","41","43","0","3","60","77","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Alkalawa","North East","Adamawa","Yola North","Alkalawa","","171","168","115","32","33","0","3","53","83","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Doubeli","North East","Adamawa","Yola North","Doubeli","","118","116","79","32","33","0","2","37","48","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Adarawo","North East","Adamawa","Yola South","Adarawo","","69","68","46","20","21","0","1","22","25","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bako","North East","Adamawa","Yola South","Bako","","238","234","157","62","53","10","4","77","95","10"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bole Yolde Pate","North East","Adamawa","Yola South","Bole Yolde Pate","","69","68","50","20","21","0","1","18","29","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bahuli","North East","Adamawa","Mubi North","Bahuli","","106","104","71","30","31","0","2","33","40","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Betso","North East","Adamawa","Mubi North","Betso","","52","51","35","11","11","0","1","16","24","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bolki","North East","Adamawa","Numan","Bolki","","89","88","60","31","22","9","1","28","30","9"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Gamadio","North East","Adamawa","Numan","Gamadio","","107","105","64","21","22","0","2","41","44","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Ajiya","North East","Adamawa","Yola North","Ajiya","","430","424","295","134","108","27","6","129","161","26"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Alkalawa","North East","Adamawa","Yola North","Alkalawa","","434","428","287","92","86","9","6","141","195","8"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Doubeli","North East","Adamawa","Yola North","Doubeli","","191","189","134","52","54","0","2","55","82","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Adarawo","North East","Adamawa","Yola South","Adarawo","","59","58","40","11","11","0","1","18","29","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bako","North East","Adamawa","Yola South","Bako","","86","85","57","21","22","0","1","28","37","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bole Yolde Pate","North East","Adamawa","Yola South","Bole Yolde Pate","","112","110","82","42","44","0","2","28","41","0"
"2019/2020","Female","all","NABTEB","University","ward","Bahuli","North East","Adamawa","Mubi North","Bahuli","","175","173","114","42","43","0","2","59","72","0"
"2019/2020","Female","all","NABTEB","University","ward","Betso","North East","Adamawa","Mubi North","Betso","","255","251","173","83","75","9","4","78","89","9"
"2019/2020","Female","all","NABTEB","University","ward","Digil","North East","Adamawa","Mubi North","Digil","","74","73","50","20","21","0","1","23","29","0"
"2019/2020","Female","all","NABTEB","University","ward","Bare","North East","Adamawa","Numan","Bare","","254","250","161","52","44","9","4","89","110","9"
"2019/2020","Female","all","NABTEB","University","ward","Bolki","North East","Adamawa","Numan","Bolki","","189","186","126","52","44","9","3","60","74","9"
"2019/2020","Female","all","NABTEB","University","ward","Gamadio","North East","Adamawa","Numan","Gamadio","","55","54","41","30","32","0","1","13","12","0"
"2019/2020","Female","all","NABTEB","University","ward","Ajiya","North East","Adamawa","Yola North","Ajiya","","180","177","126","52","44","9","3","51","75","9"
"2019/2020","Female","all","NABTEB","University","ward","Alkalawa","North East","Adamawa","Yola North","Alkalawa","","170","168","115","42","44","0","2","53","74","0"
"2019/2020","Female","all","NABTEB","University","ward","Doubeli","North East","Adamawa","Yola North","Doubeli","","330","325","220","115","109","10","5","105","106","9"
"2019/2020","Female","all","NABTEB","University","ward","Adarawo","North East","Adamawa","Yola South","Adarawo","","198","195","144","51","44","9","3","51","92","9"
"2019/2020","Female","all","NABTEB","University","ward","Bako","North East","Adamawa","Yola South","Bako","","64","63","42","21","22","0","1","21","22","0"
"2019/2020","Female","all","NABTEB","University","ward","Bole Yolde Pate","North East","Adamawa","Yola South","Bole Yolde Pate","","123","121","86","42","33","9","2","35","45","9"
"2019/2020","Female","all","NECO","College of Education","ward","Bahuli","North East","Adamawa","Mubi North","Bahuli","","95","94","66","23","17","6","1","28","44","6"
"2019/2020","Female","all","NECO","College of Education","ward","Digil","North East","Adamawa","Mubi North","Digil","","624","615","418","142","134","8","9","197","276","8"
"2019/2020","Female","all","NECO","College of Education","ward","Bare","North East","Adamawa","Numan","Bare","","440","433","288","98","92","6","7","145","190","6"
"2019/2020","Female","all","NECO","College of Education","ward","Bolki","North East","Adamawa","Numan","Bolki","","232","229","161","75","74","1","3","68","85","1"
"2019/2020","Female","all","NECO","College of Education","ward","Gamadio","North East","Adamawa","Numan","Gamadio","","310","306","199","83","76","7","4","107","117","7"
