"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","ward","Abak Urban I","South South","Akwa Ibom","Abak","Abak Urban I","","98","97","67","24","21","3","1","30","44","3"
"2019/2020","Female","all","NABTEB","College of Education","ward","Abak Urban III","South South","Akwa Ibom","Abak","Abak Urban III","","141","139","87","32","30","3","2","52","55","3"
"2019/2020","Female","all","NABTEB","College of Education","ward","Central I","South South","Akwa Ibom","Eket","Central I","","253","249","172","66","63","4","4","77","106","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Central III","South South","Akwa Ibom","Eket","Central III","","68","67","43","16","17","0","1","24","27","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ikot Ekpene I","South South","Akwa Ibom","Ikot Ekpene","Ikot Ekpene I","","55","54","37","16","13","3","1","17","22","3"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ikot Ekpene II","South South","Akwa Ibom","Ikot Ekpene","Ikot Ekpene II","","255","251","170","59","51","8","4","81","112","8"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ikot Ekpene III","South South","Akwa Ibom","Ikot Ekpene","Ikot Ekpene III","","163","160","108","43","42","2","3","52","66","2"
"2019/2020","Female","all","NABTEB","College of Education","ward","Oron Urban I","South South","Akwa Ibom","Oron","Oron Urban I","","75","74","46","16","17","0","1","28","30","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Oron Urban III","South South","Akwa Ibom","Oron","Oron Urban III","","88","87","61","23","21","3","1","26","37","3"
"2019/2020","Female","all","NABTEB","College of Education","ward","Etoi I","South South","Akwa Ibom","Uyo","Etoi I","","95","94","64","24","21","3","1","30","40","3"
"2019/2020","Female","all","NABTEB","College of Education","ward","Etoi II","South South","Akwa Ibom","Uyo","Etoi II","","140","138","86","28","24","4","2","52","59","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Ikono I","South South","Akwa Ibom","Uyo","Ikono I","","69","68","48","20","17","3","1","20","29","3"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Abak Urban I","South South","Akwa Ibom","Abak","Abak Urban I","","73","72","46","16","13","3","1","26","30","3"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Abak Urban II","South South","Akwa Ibom","Abak","Abak Urban II","","133","131","86","32","26","6","2","45","55","6"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Abak Urban III","South South","Akwa Ibom","Abak","Abak Urban III","","75","74","46","16","13","3","1","28","30","3"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Central I","South South","Akwa Ibom","Eket","Central I","","133","131","86","27","25","2","2","45","60","2"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Central II","South South","Akwa Ibom","Eket","Central II","","221","218","144","55","51","5","3","74","89","5"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Central III","South South","Akwa Ibom","Eket","Central III","","97","95","64","28","30","0","2","31","37","0"
