"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","Female","all","NABTEB","College of Education","ward","Kusugu","North West","Katsina","Daura","Kusugu","","187","184","104","38","36","4","3","80","66","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Madobi A","North West","Katsina","Daura","Madobi A","","143","141","79","33","36","0","2","62","46","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Madobi B","North West","Katsina","Daura","Madobi B","","158","156","86","38","35","4","2","70","48","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Bagagadi","North West","Katsina","Dutsinma","Bagagadi","","162","160","93","26","29","0","2","67","67","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Dabawa","North West","Katsina","Dutsinma","Dabawa","","109","107","63","27","28","0","2","44","36","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Dutsin-Ma A","North West","Katsina","Dutsinma","Dutsin-Ma A","","181","179","105","40","37","5","2","74","65","5"
"2019/2020","Female","all","NABTEB","College of Education","ward","Dandutse","North West","Katsina","Funtua","Dandutse","","192","189","116","45","43","4","3","73","71","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Dukke","North West","Katsina","Funtua","Dukke","","187","184","101","32","28","6","3","83","69","6"
"2019/2020","Female","all","NABTEB","College of Education","ward","Goya","North West","Katsina","Funtua","Goya","","238","234","134","53","44","9","4","100","81","9"
"2019/2020","Female","all","NABTEB","College of Education","ward","Kangiwa","North West","Katsina","Katsina","Kangiwa","","170","167","99","45","50","0","3","68","53","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Shinkafi 'A","North West","Katsina","Katsina","Shinkafi 'A","","92","91","52","26","22","4","1","39","27","4"
"2019/2020","Female","all","NABTEB","College of Education","ward","Shinkafi 'B'","North West","Katsina","Katsina","Shinkafi 'B'","","112","110","60","20","22","0","2","50","41","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Doguru 'A'","North West","Katsina","Mashi","Doguru 'A'","","80","79","43","13","14","0","1","36","30","0"
"2019/2020","Female","all","NABTEB","College of Education","ward","Doguru 'B'","North West","Katsina","Mashi","Doguru 'B'","","111","109","61","20","14","6","2","48","41","6"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Kusugu","North West","Katsina","Daura","Kusugu","","149","147","91","33","29","4","2","56","58","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bagagadi","North West","Katsina","Dutsinma","Bagagadi","","117","115","73","32","29","4","2","42","40","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Dabawa","North West","Katsina","Dutsinma","Dabawa","","241","237","129","47","37","10","4","108","82","10"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Dandutse","North West","Katsina","Funtua","Dandutse","","137","135","70","20","14","6","2","65","51","6"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Dukke","North West","Katsina","Funtua","Dukke","","145","143","78","26","30","0","2","65","52","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Goya","North West","Katsina","Funtua","Goya","","86","85","49","20","22","0","1","36","30","0"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Kangiwa","North West","Katsina","Katsina","Kangiwa","","83","82","49","26","22","4","1","33","24","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Shinkafi 'A","North West","Katsina","Katsina","Shinkafi 'A","","342","337","196","79","66","13","5","141","117","13"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Shinkafi 'B'","North West","Katsina","Katsina","Shinkafi 'B'","","203","200","114","39","37","4","3","86","75","4"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Bamble","North West","Katsina","Mashi","Bamble","","262","258","155","52","44","8","4","103","104","8"
"2019/2020","Female","all","NABTEB","Polytechnic","ward","Doguru 'A'","North West","Katsina","Mashi","Doguru 'A'","","86","85","55","26","22","4","1","30","30","4"
"2019/2020","Female","all","NABTEB","University","ward","Kusugu","North West","Katsina","Daura","Kusugu","","55","54","31","13","14","0","1","23","18","0"
"2019/2020","Female","all","NABTEB","University","ward","Madobi A","North West","Katsina","Daura","Madobi A","","195","192","107","39","29","11","3","85","68","11"
"2019/2020","Female","all","NABTEB","University","ward","Madobi B","North West","Katsina","Daura","Madobi B","","210","207","126","53","43","10","3","81","74","10"
"2019/2020","Female","all","NABTEB","University","ward","Bagagadi","North West","Katsina","Dutsinma","Bagagadi","","100","99","55","20","15","5","1","44","36","5"
"2019/2020","Female","all","NABTEB","University","ward","Dutsin-Ma A","North West","Katsina","Dutsinma","Dutsin-Ma A","","203","200","112","33","29","5","3","88","79","5"
"2019/2020","Female","all","NABTEB","University","ward","Dandutse","North West","Katsina","Funtua","Dandutse","","123","121","67","26","22","4","2","54","42","4"
"2019/2020","Female","all","NABTEB","University","ward","Goya","North West","Katsina","Funtua","Goya","","58","57","31","20","22","0","1","26","12","0"
"2019/2020","Female","all","NABTEB","University","ward","Kangiwa","North West","Katsina","Katsina","Kangiwa","","74","73","40","13","14","0","1","33","27","0"
"2019/2020","Female","all","NABTEB","University","ward","Bamble","North West","Katsina","Mashi","Bamble","","193","190","108","33","28","6","3","82","75","6"
"2019/2020","Female","all","NABTEB","University","ward","Doguru 'A'","North West","Katsina","Mashi","Doguru 'A'","","258","254","140","53","43","10","4","114","87","10"
"2019/2020","Female","all","NABTEB","University","ward","Doguru 'B'","North West","Katsina","Mashi","Doguru 'B'","","280","276","157","46","42","6","4","119","112","6"
"2019/2020","Female","all","NECO","College of Education","ward","Kusugu","North West","Katsina","Daura","Kusugu","","362","356","191","57","49","8","6","165","135","8"
"2019/2020","Female","all","NECO","College of Education","ward","Madobi A","North West","Katsina","Daura","Madobi A","","270","266","149","57","49","8","4","117","93","8"
"2019/2020","Female","all","NECO","College of Education","ward","Madobi B","North West","Katsina","Daura","Madobi B","","285","281","162","62","55","7","4","119","101","7"
"2019/2020","Female","all","NECO","College of Education","ward","Bagagadi","North West","Katsina","Dutsinma","Bagagadi","","282","278","155","57","55","3","4","123","99","3"
"2019/2020","Female","all","NECO","College of Education","ward","Dabawa","North West","Katsina","Dutsinma","Dabawa","","188","185","110","41","38","4","3","75","70","4"
"2019/2020","Female","all","NECO","College of Education","ward","Dutsin-Ma A","North West","Katsina","Dutsinma","Dutsin-Ma A","","386","380","218","77","71","6","6","162","142","6"
"2019/2020","Female","all","NECO","College of Education","ward","Dandutse","North West","Katsina","Funtua","Dandutse","","337","332","199","72","65","7","5","133","128","7"
"2019/2020","Female","all","NECO","College of Education","ward","Dukke","North West","Katsina","Funtua","Dukke","","361","356","194","57","49","8","5","162","138","8"
"2019/2020","Female","all","NECO","College of Education","ward","Goya","North West","Katsina","Funtua","Goya","","446","440","244","82","76","6","6","196","163","6"
"2019/2020","Female","all","NECO","College of Education","ward","Kangiwa","North West","Katsina","Katsina","Kangiwa","","318","314","175","72","66","6","4","139","104","6"
"2019/2020","Female","all","NECO","College of Education","ward","Shinkafi 'A","North West","Katsina","Katsina","Shinkafi 'A","","179","176","99","41","38","3","3","77","59","3"
"2019/2020","Female","all","NECO","College of Education","ward","Shinkafi 'B'","North West","Katsina","Katsina","Shinkafi 'B'","","237","233","130","47","38","9","4","103","84","9"
"2019/2020","Female","all","NECO","College of Education","ward","Doguru 'A'","North West","Katsina","Mashi","Doguru 'A'","","136","134","75","31","27","4","2","59","45","4"
"2019/2020","Female","all","NECO","College of Education","ward","Doguru 'B'","North West","Katsina","Mashi","Doguru 'B'","","209","206","120","46","38","8","3","86","75","8"
"2019/2020","Female","all","NECO","Polytechnic","ward","Kusugu","North West","Katsina","Daura","Kusugu","","275","271","165","62","55","7","4","106","104","7"
