session,gender,disability_scope,olevel_exam_body,loc_level,loc_label,zone,state,lga,ward,school,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,Female,all,NABTEB,zone,North Central,North Central,,,,,41400,28524,25744,8835,9181,8236,68.8986,34.3187,103.9162,89.707
2019/2020,Female,all,NABTEB,zone,North East,North East,,,,,33134,23173,20254,6989,7033,6419,69.9372,34.5068,100.6296,91.2697
2019/2020,Female,all,NABTEB,zone,North West,North West,,,,,46020,31843,28615,9851,9998,9122,69.1938,34.426,101.4922,91.2382
2019/2020,Female,all,NABTEB,zone,South East,South East,,,,,29721,20899,18156,6294,6192,5528,70.3173,34.6662,98.3794,89.2765
2019/2020,Female,all,NABTEB,zone,South South,South South,,,,,33554,23579,21039,7440,7390,6660,70.2718,35.3629,99.328,90.1218
2019/2020,Female,all,NABTEB,zone,South West,South West,,,,,38198,26369,24265,8254,8846,7994,69.0324,34.0161,107.1723,90.3685
2019/2020,Female,all,NECO,zone,North Central,North Central,,,,,77352,48151,48098,16638,16659,14995,62.2492,34.5919,100.1262,90.0114
2019/2020,Female,all,NECO,zone,North East,North East,,,,,61909,38903,37842,13069,13193,12004,62.839,34.5357,100.9488,90.9876
2019/2020,Female,all,NECO,zone,North West,North West,,,,,85986,53527,53463,18404,18351,16511,62.2508,34.4238,99.712,89.9733
2019/2020,Female,all,NECO,zone,South East,South East,,,,,55533,35168,33923,11802,12581,11378,63.3281,34.7906,106.6006,90.438
2019/2020,Female,all,NECO,zone,South South,South South,,,,,62690,39648,39307,13825,13730,12455,63.2445,35.1719,99.3128,90.7138
2019/2020,Female,all,NECO,zone,South West,South West,,,,,71371,44319,45337,15421,15980,14274,62.0966,34.0142,103.6249,89.3242
2019/2020,Female,all,WAEC,zone,North Central,North Central,,,,,99140,67212,61649,21308,22130,20047,67.795,34.5634,103.8577,90.5874
2019/2020,Female,all,WAEC,zone,North East,North East,,,,,79347,54271,48502,16792,16988,15346,68.397,34.6213,101.1672,90.3344
2019/2020,Female,all,WAEC,zone,North West,North West,,,,,110207,74713,68526,23548,24200,21986,67.7933,34.3636,102.7688,90.8512
2019/2020,Female,all,WAEC,zone,South East,South East,,,,,71176,49073,43478,15171,15859,14249,68.946,34.8935,104.535,89.848
