"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","South South","Rivers","Bonny","Ward II Court/ Ada Allison","Community Secondary School, Ward II Court/ Ada Allison","Female","all","NABTEB","College of Education","75","74","45","18","15","4","2.1","1","29","26","4"
"2019/2020","South South","Rivers","Bonny","Ward II Court/ Ada Allison","Community Secondary School, Ward II Court/ Ada Allison","Female","all","NECO","College of Education","127","125","73","36","35","1","2.0","2","52","38","1"
"2019/2020","South South","Rivers","Bonny","Ward II Court/ Ada Allison","Community Secondary School, Ward II Court/ Ada Allison","Female","all","WAEC","College of Education","161","159","90","37","33","4","2.0","2","69","53","4"
"2019/2020","South South","Rivers","Bonny","Ward II Court/ Ada Allison","Community Secondary School, Ward II Court/ Ada Allison","Female","disabled","NABTEB","College of Education","11","11","6","4","4","0","2.1","0","6","2","0"
"2019/2020","South South","Rivers","Bonny","Ward II Court/ Ada Allison","Community Secondary School, Ward II Court/ Ada Allison","Female","disabled","NECO","College of Education","14","14","7","4","4","0","2.0","0","7","4","0"
"2019/2020","South South","Rivers","Bonny","Ward II Court/ Ada Allison","Community Secondary School, Ward II Court/ Ada Allison","Female","disabled","WAEC","College of Education","17","17","8","3","3","0","2.0","0","8","6","0"
"2019/2020","South South","Rivers","Bonny","Ward II Court/ Ada Allison","Community Secondary School, Ward II Court/ Ada Allison","Male","all","NABTEB","College of Education","79","78","45","15","15","0","2.1","1","33","31","0"
"2019/2020","South South","Rivers","Bonny","Ward II Court/ Ada Allison","Community Secondary School, Ward II Court/ Ada Allison","Male","all","NECO","College of Education","140","138","79","32","31","1","2.0","2","59","47","1"
"2019/2020","South South","Rivers","Bonny","Ward II Court/ Ada Allison","Community Secondary School, Ward II Court/ Ada Allison","Male","all","WAEC","College of Education","195","192","110","37","33","4","2.0","3","82","74","4"
"2019/2020","South South","Rivers","Bonny","Ward II Court/ Ada Allison","Community Secondary School, Ward II Court/ Ada Allison","Male","disabled","NABTEB","College of Education","11","11","6","4","4","0","2.1","0","6","2","0"
"2019/2020","South South","Rivers","Bonny","Ward II Court/ Ada Allison","Community Secondary School, Ward II Court/ Ada Allison","Male","disabled","NECO","College of Education","14","14","7","4","4","0","2.0","0","7","4","0"
"2019/2020","South South","Rivers","Bonny","Ward II Court/ Ada Allison","Community Secondary School, Ward II Court/ Ada Allison","Male","disabled","WAEC","College of Education","20","20","11","3","3","0","2.0","0","9","9","0"
"2019/2020","South South","Rivers","Bonny","Ward II Court/ Ada Allison","Comprehensive High School, Ward II Court/ Ada Allison","Female","all","NABTEB","College of Education","124","122","62","19","15","4","2.1","2","60","44","4"
"2019/2020","South South","Rivers","Bonny","Ward II Court/ Ada Allison","Comprehensive High School, Ward II Court/ Ada Allison","Female","all","NECO","College of Education","213","210","117","40","35","5","2.0","3","93","78","5"
"2019/2020","South South","Rivers","Bonny","Ward II Court/ Ada Allison","Comprehensive High School, Ward II Court/ Ada Allison","Female","all","WAEC","College of Education","260","256","138","47","43","4","2.0","4","118","92","4"
"2019/2020","South South","Rivers","Bonny","Ward II Court/ Ada Allison","Comprehensive High School, Ward II Court/ Ada Allison","Female","disabled","NABTEB","College of Education","11","11","6","4","4","0","2.1","0","6","2","0"
"2019/2020","South South","Rivers","Bonny","Ward II Court/ Ada Allison","Comprehensive High School, Ward II Court/ Ada Allison","Female","disabled","NECO","College of Education","17","17","9","4","4","0","2.0","0","8","5","0"
