"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Community Secondary School, Alwasa/Gotomo","Female","all","NABTEB","College of Education","60","59","36","14","15","0","2.1","1","23","22","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Community Secondary School, Alwasa/Gotomo","Female","all","NECO","College of Education","110","108","60","26","22","4","2.0","2","48","34","4"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Community Secondary School, Alwasa/Gotomo","Female","all","WAEC","College of Education","155","153","93","38","33","5","2.0","2","60","56","5"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Community Secondary School, Alwasa/Gotomo","Female","disabled","NABTEB","College of Education","8","8","4","4","4","0","2.1","0","4","0","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Community Secondary School, Alwasa/Gotomo","Female","disabled","NECO","College of Education","8","8","4","3","3","0","2.0","0","4","1","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Community Secondary School, Alwasa/Gotomo","Female","disabled","WAEC","College of Education","10","10","7","3","3","0","2.0","0","3","3","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Community Secondary School, Alwasa/Gotomo","Male","all","NABTEB","College of Education","75","74","45","14","10","4","2.1","1","29","31","4"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Community Secondary School, Alwasa/Gotomo","Male","all","NECO","College of Education","143","141","87","37","35","3","2.0","2","54","49","3"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Community Secondary School, Alwasa/Gotomo","Male","all","WAEC","College of Education","176","173","103","42","37","5","2.0","3","70","62","5"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Community Secondary School, Alwasa/Gotomo","Male","disabled","NABTEB","College of Education","8","8","4","0","0","0","2.1","0","4","4","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Community Secondary School, Alwasa/Gotomo","Male","disabled","NECO","College of Education","11","11","6","3","3","0","2.0","0","5","3","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Community Secondary School, Alwasa/Gotomo","Male","disabled","WAEC","College of Education","15","15","8","4","4","0","2.0","0","7","4","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Comprehensive High School, Alwasa/Gotomo","Female","all","NABTEB","Polytechnic","56","55","33","14","15","0","2.0","1","22","19","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Comprehensive High School, Alwasa/Gotomo","Female","all","NECO","Polytechnic","94","93","60","30","26","4","2.0","1","33","31","4"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Comprehensive High School, Alwasa/Gotomo","Female","all","WAEC","Polytechnic","137","135","83","35","30","5","2.0","2","52","49","5"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Comprehensive High School, Alwasa/Gotomo","Female","disabled","NABTEB","Polytechnic","8","8","4","4","4","0","2.0","0","4","0","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Comprehensive High School, Alwasa/Gotomo","Female","disabled","NECO","Polytechnic","8","8","6","3","3","0","2.0","0","2","2","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Comprehensive High School, Alwasa/Gotomo","Female","disabled","WAEC","Polytechnic","12","12","8","4","4","0","2.0","0","4","4","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Comprehensive High School, Alwasa/Gotomo","Male","all","NABTEB","Polytechnic","56","55","33","14","15","0","2.0","1","22","19","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Comprehensive High School, Alwasa/Gotomo","Male","all","NECO","Polytechnic","100","99","60","26","22","4","2.0","1","39","35","4"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Comprehensive High School, Alwasa/Gotomo","Male","all","WAEC","Polytechnic","147","145","85","31","30","1","2.0","2","60","55","1"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Comprehensive High School, Alwasa/Gotomo","Male","disabled","NABTEB","Polytechnic","8","8","4","4","4","0","2.0","0","4","0","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Comprehensive High School, Alwasa/Gotomo","Male","disabled","NECO","Polytechnic","8","8","3","3","3","0","2.0","0","5","0","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Comprehensive High School, Alwasa/Gotomo","Male","disabled","WAEC","Polytechnic","13","13","7","3","3","0","2.0","0","6","3","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Government Secondary School, Alwasa/Gotomo","Female","all","NABTEB","Polytechnic","75","74","47","14","10","4","2.0","1","27","33","4"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Government Secondary School, Alwasa/Gotomo","Female","all","NECO","Polytechnic","146","144","81","30","26","4","2.0","2","63","51","4"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Government Secondary School, Alwasa/Gotomo","Female","all","WAEC","Polytechnic","164","162","95","38","33","5","2.0","2","67","57","5"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Government Secondary School, Alwasa/Gotomo","Female","disabled","NABTEB","Polytechnic","8","8","4","0","0","0","2.0","0","4","4","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Government Secondary School, Alwasa/Gotomo","Female","disabled","NECO","Polytechnic","12","12","6","4","4","0","2.0","0","6","3","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Government Secondary School, Alwasa/Gotomo","Female","disabled","WAEC","Polytechnic","15","15","8","3","4","0","2.0","0","7","5","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Government Secondary School, Alwasa/Gotomo","Male","all","NABTEB","Polytechnic","64","63","37","14","15","0","2.0","1","26","24","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Government Secondary School, Alwasa/Gotomo","Male","all","NECO","Polytechnic","133","131","76","30","26","4","2.0","2","55","46","4"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Government Secondary School, Alwasa/Gotomo","Male","all","WAEC","Polytechnic","159","157","89","35","33","2","2.0","2","68","54","2"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Government Secondary School, Alwasa/Gotomo","Male","disabled","NABTEB","Polytechnic","8","8","4","4","4","0","2.0","0","4","0","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Government Secondary School, Alwasa/Gotomo","Male","disabled","NECO","Polytechnic","10","10","5","3","3","0","2.0","0","5","2","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Government Secondary School, Alwasa/Gotomo","Male","disabled","WAEC","Polytechnic","14","14","7","4","4","0","2.0","0","7","4","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Unity College, Argungu","Female","all","NABTEB","College of Education","58","57","30","14","15","0","2.1","1","27","16","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Unity College, Argungu","Female","all","NECO","College of Education","103","101","60","21","17","4","2.0","2","41","40","4"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Unity College, Argungu","Female","all","WAEC","College of Education","114","112","67","24","22","2","2.0","2","45","43","2"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Unity College, Argungu","Female","disabled","NABTEB","College of Education","8","8","4","4","4","0","2.1","0","4","0","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Unity College, Argungu","Female","disabled","NECO","College of Education","9","9","6","4","4","0","2.0","0","3","3","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Unity College, Argungu","Female","disabled","WAEC","College of Education","10","10","6","4","4","0","2.0","0","4","2","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Unity College, Argungu","Male","all","NABTEB","College of Education","60","59","33","9","10","0","2.1","1","26","24","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Unity College, Argungu","Male","all","NECO","College of Education","99","98","56","17","13","4","2.0","1","42","39","4"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Unity College, Argungu","Male","all","WAEC","College of Education","128","126","74","28","26","2","2.0","2","52","46","2"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Unity College, Argungu","Male","disabled","NABTEB","College of Education","8","8","4","0","0","0","2.1","0","4","4","0"
"2019/2020","North West","Kebbi","Argungu","Alwasa/Gotomo","Unity College, Argungu","Male","disabled","NECO","College of Education","9","9","4","0","0","0","2.0","0","4","4","0"
