session,zone,state,lga,ward,school,gender,disability_scope,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2019/2020,North West,Jigawa,Auyo,Auyakayi,"Adaha Primary School, Adaha",Female,all,NABTEB,University,94,93,71,23,16,7,1.8,1,22,48,7
2019/2020,North West,Jigawa,Auyo,Auyakayi,"Afiyo Nomadic Primary School, Afiyau",Female,all,NECO,University,200,197,136,44,40,4,1.8,3,61,92,4
2019/2020,North West,Jigawa,Auyo,Auyakayi,Bankada Nomadic Primary School,Female,all,WAEC,University,279,275,192,80,65,15,1.8,4,83,112,15
2019/2020,North West,Jigawa,Auyo,Auyakayi,Ganuwar Kuka Islamiya Primary School,Female,disabled,NABTEB,University,11,11,7,0,0,0,1.8,0,4,7,0
2019/2020,North West,Jigawa,Auyo,Auyakayi,"Gidado Nomadic Primary School, Kure",Female,disabled,NECO,University,20,20,13,0,0,0,1.8,0,7,13,0
2019/2020,North West,Jigawa,Auyo,Auyakayi,"Junior Secondary School, Hakudau",Female,disabled,WAEC,University,28,28,17,6,6,0,1.8,0,11,11,0
2019/2020,North West,Jigawa,Auyo,Auyakayi,"Kudigin Primary School, Kudigin",Male,all,NABTEB,University,114,112,82,23,16,7,1.8,2,30,59,7
2019/2020,North West,Jigawa,Auyo,Auyo,"Auyakayi Primary School, Auyakayi",Male,all,NECO,University,239,235,169,44,40,4,1.8,4,66,125,4
2019/2020,North West,Jigawa,Auyo,Auyo,"Auyo Gabas Primary School, Auyo Town",Male,all,WAEC,University,287,283,201,74,65,9,1.8,4,82,127,9
2019/2020,North West,Jigawa,Auyo,Auyo,"Auyo Model Primary School, Auyo Town",Male,disabled,NABTEB,University,11,11,7,0,0,0,1.8,0,4,7,0
