"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","all","NABTEB","College of Education","69","68","37","13","15","0","2.1","1","31","24","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","all","NECO","College of Education","118","116","65","21","16","5","2.0","2","51","45","5"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","all","WAEC","College of Education","167","165","85","31","28","3","2.0","2","80","55","3"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","disabled","NABTEB","College of Education","11","11","6","0","0","0","2.1","0","5","6","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","disabled","NECO","College of Education","14","14","7","5","6","0","2.0","0","7","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Female","disabled","WAEC","College of Education","17","17","8","4","5","0","2.0","0","8","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","all","NABTEB","College of Education","75","74","40","13","14","0","2.1","1","34","28","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","all","NECO","College of Education","127","125","67","16","11","5","2.0","2","58","52","5"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","all","WAEC","College of Education","155","153","80","18","14","4","2.0","2","73","62","4"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","disabled","NABTEB","College of Education","11","11","6","0","0","0","2.1","0","5","6","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","disabled","NECO","College of Education","14","14","7","0","0","0","2.0","0","7","7","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Community Secondary School, Kusugu","Male","disabled","WAEC","College of Education","17","17","8","0","0","0","2.0","0","8","8","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","all","NABTEB","Polytechnic","149","147","91","33","29","4","2.0","2","56","58","4"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","all","NECO","Polytechnic","275","271","165","62","55","7","2.0","4","106","104","7"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","all","WAEC","Polytechnic","353","348","196","79","71","8","2.0","5","152","117","8"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","disabled","NABTEB","Polytechnic","18","18","11","7","7","0","2.0","0","7","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","disabled","NECO","Polytechnic","29","29","15","5","6","0","2.0","0","14","11","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Female","disabled","WAEC","Polytechnic","44","43","21","9","9","0","2.0","1","22","12","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","all","NABTEB","Polytechnic","140","138","81","26","22","4","2.0","2","57","56","4"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","all","NECO","Polytechnic","233","230","139","41","38","3","2.0","3","91","99","3"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","all","WAEC","Polytechnic","350","345","206","83","76","7","2.0","5","139","123","7"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","disabled","NABTEB","Polytechnic","15","15","8","0","0","0","2.0","0","7","8","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","disabled","NECO","Polytechnic","29","29","15","0","0","0","2.0","0","14","15","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Comprehensive High School, Kusugu","Male","disabled","WAEC","Polytechnic","38","37","20","4","5","0","2.0","1","17","17","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","all","NABTEB","University","55","54","31","13","14","0","1.8","1","23","18","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","all","NECO","University","93","92","52","21","16","5","1.8","1","40","32","5"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","all","WAEC","University","123","121","66","26","24","2","1.8","2","55","40","2"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","disabled","NABTEB","University","10","10","5","0","0","0","1.8","0","5","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","disabled","NECO","University","11","11","5","0","0","0","1.8","0","6","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Female","disabled","WAEC","University","14","14","7","4","5","0","1.8","0","7","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","all","NABTEB","University","58","57","31","13","15","0","1.8","1","26","19","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","all","NECO","University","103","101","54","21","16","5","1.8","2","47","34","5"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","all","WAEC","University","137","135","80","31","28","3","1.8","2","55","49","3"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","disabled","NABTEB","University","10","10","5","0","0","0","1.8","0","5","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","disabled","NECO","University","11","11","5","0","0","0","1.8","0","6","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Government Secondary School, Kusugu","Male","disabled","WAEC","University","14","14","7","4","5","0","1.8","0","7","3","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","all","NABTEB","College of Education","117","115","67","26","22","4","2.1","2","48","41","4"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","all","NECO","College of Education","243","239","125","36","33","3","2.0","4","114","90","3"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","all","WAEC","College of Education","278","274","164","52","47","5","2.0","4","110","112","5"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","disabled","NABTEB","College of Education","10","10","5","0","0","0","2.1","0","5","5","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","disabled","NECO","College of Education","23","23","12","0","0","0","2.0","0","11","12","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Female","disabled","WAEC","College of Education","29","29","17","4","5","0","2.0","0","12","13","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Male","all","NABTEB","College of Education","140","138","78","20","15","5","2.1","2","60","59","5"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Male","all","NECO","College of Education","273","269","148","46","38","8","2.0","4","121","102","8"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Male","all","WAEC","College of Education","327","322","184","57","52","5","2.0","5","138","127","5"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Male","disabled","NABTEB","College of Education","13","13","6","0","0","0","2.1","0","7","6","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Male","disabled","NECO","College of Education","26","26","13","5","6","0","2.0","0","13","8","0"
"2019/2020","North West","Katsina","Daura","Kusugu","Unity College, Daura","Male","disabled","WAEC","College of Education","31","31","16","4","5","0","2.0","0","15","13","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Community Secondary School, Madobi A","Female","all","NABTEB","College of Education","83","82","46","13","14","0","2.1","1","36","34","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Community Secondary School, Madobi A","Female","all","NECO","College of Education","157","155","86","31","27","4","2.0","2","69","56","4"
"2019/2020","North West","Katsina","Daura","Madobi A","Community Secondary School, Madobi A","Female","all","WAEC","College of Education","202","199","120","44","38","6","2.0","3","79","76","6"
"2019/2020","North West","Katsina","Daura","Madobi A","Community Secondary School, Madobi A","Female","disabled","NABTEB","College of Education","10","10","5","0","0","0","2.1","0","5","5","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Community Secondary School, Madobi A","Female","disabled","NECO","College of Education","17","17","10","5","5","0","2.0","0","7","6","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Community Secondary School, Madobi A","Female","disabled","WAEC","College of Education","26","26","14","4","5","0","2.0","0","12","10","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Community Secondary School, Madobi A","Male","all","NABTEB","College of Education","106","104","55","20","15","5","2.1","2","49","35","5"
"2019/2020","North West","Katsina","Daura","Madobi A","Community Secondary School, Madobi A","Male","all","NECO","College of Education","203","200","110","31","27","4","2.0","3","90","80","4"
"2019/2020","North West","Katsina","Daura","Madobi A","Community Secondary School, Madobi A","Male","all","WAEC","College of Education","265","261","142","48","42","6","2.0","4","119","94","6"
"2019/2020","North West","Katsina","Daura","Madobi A","Community Secondary School, Madobi A","Male","disabled","NABTEB","College of Education","13","13","6","0","0","0","2.1","0","7","6","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Community Secondary School, Madobi A","Male","disabled","NECO","College of Education","23","23","12","0","0","0","2.0","0","11","12","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Community Secondary School, Madobi A","Male","disabled","WAEC","College of Education","35","34","17","4","5","0","2.0","1","17","13","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Comprehensive High School, Madobi A","Female","all","NABTEB","University","103","101","55","20","15","5","1.8","2","46","35","5"
"2019/2020","North West","Katsina","Daura","Madobi A","Comprehensive High School, Madobi A","Female","all","NECO","University","182","179","102","31","27","4","1.8","3","77","72","4"
"2019/2020","North West","Katsina","Daura","Madobi A","Comprehensive High School, Madobi A","Female","all","WAEC","University","265","261","151","61","52","9","1.8","4","110","90","9"
"2019/2020","North West","Katsina","Daura","Madobi A","Comprehensive High School, Madobi A","Female","disabled","NABTEB","University","10","10","5","0","0","0","1.8","0","5","5","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Comprehensive High School, Madobi A","Female","disabled","NECO","University","17","17","10","5","5","0","1.8","0","7","6","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Comprehensive High School, Madobi A","Female","disabled","WAEC","University","26","26","14","4","5","0","1.8","0","12","10","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Comprehensive High School, Madobi A","Male","all","NABTEB","University","99","98","52","13","14","0","1.8","1","46","39","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Comprehensive High School, Madobi A","Male","all","NECO","University","179","176","102","31","27","4","1.8","3","74","72","4"
"2019/2020","North West","Katsina","Daura","Madobi A","Comprehensive High School, Madobi A","Male","all","WAEC","University","280","276","158","52","47","5","1.8","4","118","107","5"
"2019/2020","North West","Katsina","Daura","Madobi A","Comprehensive High School, Madobi A","Male","disabled","NABTEB","University","10","10","5","0","0","0","1.8","0","5","5","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Comprehensive High School, Madobi A","Male","disabled","NECO","University","17","17","10","5","5","0","1.8","0","7","6","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Comprehensive High School, Madobi A","Male","disabled","WAEC","University","23","23","12","4","5","0","1.8","0","11","8","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Government Secondary School, Madobi A","Female","all","NABTEB","University","91","90","52","20","14","6","1.8","1","38","32","6"
"2019/2020","North West","Katsina","Daura","Madobi A","Government Secondary School, Madobi A","Female","all","NECO","University","179","176","102","41","38","3","1.8","3","74","62","3"
"2019/2020","North West","Katsina","Daura","Madobi A","Government Secondary School, Madobi A","Female","all","WAEC","University","232","229","127","52","47","5","1.8","3","102","75","5"
"2019/2020","North West","Katsina","Daura","Madobi A","Government Secondary School, Madobi A","Female","disabled","NABTEB","University","11","11","6","0","0","0","1.8","0","5","6","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Government Secondary School, Madobi A","Female","disabled","NECO","University","17","17","10","5","5","0","1.8","0","7","6","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Government Secondary School, Madobi A","Female","disabled","WAEC","University","26","26","14","4","5","0","1.8","0","12","10","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Government Secondary School, Madobi A","Male","all","NABTEB","University","106","104","64","20","15","5","1.8","2","40","44","5"
"2019/2020","North West","Katsina","Daura","Madobi A","Government Secondary School, Madobi A","Male","all","NECO","University","203","200","110","36","33","3","1.8","3","90","75","3"
"2019/2020","North West","Katsina","Daura","Madobi A","Government Secondary School, Madobi A","Male","all","WAEC","University","289","285","165","57","52","5","1.8","4","120","109","5"
"2019/2020","North West","Katsina","Daura","Madobi A","Government Secondary School, Madobi A","Male","disabled","NABTEB","University","11","11","6","0","0","0","1.8","0","5","6","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Government Secondary School, Madobi A","Male","disabled","NECO","University","20","20","10","5","5","0","1.8","0","10","6","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Government Secondary School, Madobi A","Male","disabled","WAEC","University","26","26","14","4","5","0","1.8","0","12","10","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Unity College, Daura","Female","all","NABTEB","College of Education","59","58","32","20","22","0","2.1","1","26","12","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Unity College, Daura","Female","all","NECO","College of Education","112","110","62","26","22","4","2.0","2","48","37","4"
"2019/2020","North West","Katsina","Daura","Madobi A","Unity College, Daura","Female","all","WAEC","College of Education","146","144","80","31","28","3","2.0","2","64","49","3"
"2019/2020","North West","Katsina","Daura","Madobi A","Unity College, Daura","Female","disabled","NABTEB","College of Education","11","11","6","7","7","0","2.1","0","5","0","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Unity College, Daura","Female","disabled","NECO","College of Education","11","11","7","5","6","0","2.0","0","4","3","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Unity College, Daura","Female","disabled","WAEC","College of Education","11","11","5","4","5","0","2.0","0","6","1","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Unity College, Daura","Male","all","NABTEB","College of Education","59","58","32","7","7","0","2.1","1","26","25","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Unity College, Daura","Male","all","NECO","College of Education","118","116","65","21","16","5","2.0","2","51","45","5"
"2019/2020","North West","Katsina","Daura","Madobi A","Unity College, Daura","Male","all","WAEC","College of Education","152","150","85","31","28","3","2.0","2","65","54","3"
"2019/2020","North West","Katsina","Daura","Madobi A","Unity College, Daura","Male","disabled","NABTEB","College of Education","11","11","6","0","0","0","2.1","0","5","6","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Unity College, Daura","Male","disabled","NECO","College of Education","11","11","5","0","0","0","2.0","0","6","5","0"
"2019/2020","North West","Katsina","Daura","Madobi A","Unity College, Daura","Male","disabled","WAEC","College of Education","14","14","7","4","5","0","2.0","0","7","3","0"
"2019/2020","North West","Katsina","Daura","Madobi B","Community Secondary School, Madobi B","Female","all","NABTEB","College of Education","80","79","46","25","21","4","2.1","1","33","20","4"
"2019/2020","North West","Katsina","Daura","Madobi B","Community Secondary School, Madobi B","Female","all","NECO","College of Education","151","149","91","36","33","3","2.0","2","58","56","3"
"2019/2020","North West","Katsina","Daura","Madobi B","Community Secondary School, Madobi B","Female","all","WAEC","College of Education","194","191","106","44","38","6","2.0","3","85","62","6"
"2019/2020","North West","Katsina","Daura","Madobi B","Community Secondary School, Madobi B","Female","disabled","NABTEB","College of Education","10","10","5","6","6","0","2.1","0","5","0","0"
"2019/2020","North West","Katsina","Daura","Madobi B","Community Secondary School, Madobi B","Female","disabled","NECO","College of Education","14","14","7","5","5","0","2.0","0","7","3","0"
"2019/2020","North West","Katsina","Daura","Madobi B","Community Secondary School, Madobi B","Female","disabled","WAEC","College of Education","23","23","12","5","5","0","2.0","0","11","7","0"
"2019/2020","North West","Katsina","Daura","Madobi B","Community Secondary School, Madobi B","Male","all","NABTEB","College of Education","109","107","64","20","15","5","2.1","2","43","45","5"
"2019/2020","North West","Katsina","Daura","Madobi B","Community Secondary School, Madobi B","Male","all","NECO","College of Education","197","194","118","41","38","3","2.0","3","76","78","3"
"2019/2020","North West","Katsina","Daura","Madobi B","Community Secondary School, Madobi B","Male","all","WAEC","College of Education","242","238","142","52","47","5","2.0","4","96","91","5"
"2019/2020","North West","Katsina","Daura","Madobi B","Community Secondary School, Madobi B","Male","disabled","NABTEB","College of Education","10","10","5","0","0","0","2.1","0","5","5","0"
"2019/2020","North West","Katsina","Daura","Madobi B","Community Secondary School, Madobi B","Male","disabled","NECO","College of Education","20","20","12","0","0","0","2.0","0","8","12","0"
"2019/2020","North West","Katsina","Daura","Madobi B","Community Secondary School, Madobi B","Male","disabled","WAEC","College of Education","26","26","14","5","5","0","2.0","0","12","9","0"
