"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Community Secondary School, Ariaria Market","Female","all","NABTEB","University","62","61","44","15","15","0","1.8","1","17","29","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Community Secondary School, Ariaria Market","Female","all","NECO","University","115","113","78","32","28","4","1.8","2","35","47","4"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Community Secondary School, Ariaria Market","Female","all","WAEC","University","150","148","108","46","41","5","1.8","2","40","61","5"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Community Secondary School, Ariaria Market","Female","disabled","NABTEB","University","10","10","6","5","5","0","1.8","0","4","2","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Community Secondary School, Ariaria Market","Female","disabled","NECO","University","11","11","8","5","5","0","1.8","0","3","4","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Community Secondary School, Ariaria Market","Female","disabled","WAEC","University","14","14","11","5","5","0","1.8","0","3","6","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Community Secondary School, Ariaria Market","Male","all","NABTEB","University","71","70","48","10","10","0","1.8","1","22","38","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Community Secondary School, Ariaria Market","Male","all","NECO","University","139","137","100","37","33","4","1.8","2","37","64","4"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Community Secondary School, Ariaria Market","Male","all","WAEC","University","187","184","130","51","42","9","1.8","3","54","80","9"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Community Secondary School, Ariaria Market","Male","disabled","NABTEB","University","10","10","6","0","0","0","1.8","0","4","6","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Community Secondary School, Ariaria Market","Male","disabled","NECO","University","11","11","6","5","5","0","1.8","0","6","1","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Community Secondary School, Ariaria Market","Male","disabled","WAEC","University","17","17","11","5","5","0","1.8","0","6","6","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Comprehensive High School, Ariaria Market","Female","all","NABTEB","University","128","126","87","26","20","6","1.8","2","39","61","6"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Comprehensive High School, Ariaria Market","Female","all","NECO","University","266","262","188","69","61","8","1.8","4","74","120","8"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Comprehensive High School, Ariaria Market","Female","all","WAEC","University","345","340","236","79","71","8","1.8","5","104","158","8"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Comprehensive High School, Ariaria Market","Female","disabled","NABTEB","University","13","13","6","5","5","0","1.8","0","6","2","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Comprehensive High School, Ariaria Market","Female","disabled","NECO","University","26","26","18","5","5","0","1.8","0","8","13","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Comprehensive High School, Ariaria Market","Female","disabled","WAEC","University","31","31","22","9","9","0","1.8","0","9","14","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Comprehensive High School, Ariaria Market","Male","all","NABTEB","University","150","148","104","26","20","6","1.8","2","44","78","6"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Comprehensive High School, Ariaria Market","Male","all","NECO","University","292","288","200","53","45","8","1.8","4","88","147","8"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Comprehensive High School, Ariaria Market","Male","all","WAEC","University","331","326","216","65","57","8","1.8","5","110","152","8"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Comprehensive High School, Ariaria Market","Male","disabled","NABTEB","University","16","16","10","5","5","0","1.8","0","6","5","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Comprehensive High School, Ariaria Market","Male","disabled","NECO","University","29","29","18","5","5","0","1.8","0","11","14","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Comprehensive High School, Ariaria Market","Male","disabled","WAEC","University","34","33","22","4","5","0","1.8","1","11","18","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Government Secondary School, Ariaria Market","Female","all","NABTEB","Polytechnic","53","52","38","20","20","0","2.0","1","14","18","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Government Secondary School, Ariaria Market","Female","all","NECO","Polytechnic","90","89","68","32","28","4","2.0","1","21","37","4"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Government Secondary School, Ariaria Market","Female","all","WAEC","Polytechnic","132","130","94","42","38","4","2.0","2","36","52","4"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Government Secondary School, Ariaria Market","Female","disabled","NABTEB","Polytechnic","11","11","7","5","5","0","2.0","0","4","2","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Government Secondary School, Ariaria Market","Female","disabled","NECO","Polytechnic","11","11","8","5","5","0","2.0","0","3","4","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Government Secondary School, Ariaria Market","Female","disabled","WAEC","Polytechnic","17","17","11","4","5","0","2.0","0","6","7","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Government Secondary School, Ariaria Market","Male","all","NABTEB","Polytechnic","62","61","47","15","15","0","2.0","1","14","33","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Government Secondary School, Ariaria Market","Male","all","NECO","Polytechnic","115","113","87","32","28","4","2.0","2","26","56","4"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Government Secondary School, Ariaria Market","Male","all","WAEC","Polytechnic","162","160","121","46","38","9","2.0","2","39","75","9"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Government Secondary School, Ariaria Market","Male","disabled","NABTEB","Polytechnic","11","11","7","5","5","0","2.0","0","4","2","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Government Secondary School, Ariaria Market","Male","disabled","NECO","Polytechnic","14","14","12","5","5","0","2.0","0","2","7","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Government Secondary School, Ariaria Market","Male","disabled","WAEC","Polytechnic","20","20","14","4","5","0","2.0","0","6","10","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Unity College, Aba North","Female","all","NABTEB","College of Education","95","94","65","15","10","5","2.1","1","29","50","5"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Unity College, Aba North","Female","all","NECO","College of Education","205","202","144","48","45","3","2.0","3","58","97","3"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Unity College, Aba North","Female","all","WAEC","College of Education","251","247","165","51","42","9","2.0","4","82","114","9"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Unity College, Aba North","Female","disabled","NABTEB","College of Education","14","14","7","0","0","0","2.1","0","7","7","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Unity College, Aba North","Female","disabled","NECO","College of Education","26","26","18","5","5","0","2.0","0","8","13","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Unity College, Aba North","Female","disabled","WAEC","College of Education","31","31","19","5","5","0","2.0","0","12","15","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Unity College, Aba North","Male","all","NABTEB","College of Education","122","120","79","20","15","5","2.1","2","41","60","5"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Unity College, Aba North","Male","all","NECO","College of Education","235","232","169","53","50","3","2.0","3","63","116","3"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Unity College, Aba North","Male","all","WAEC","College of Education","289","285","190","65","57","8","2.0","4","95","126","8"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Unity College, Aba North","Male","disabled","NABTEB","College of Education","16","16","10","5","5","0","2.1","0","6","5","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Unity College, Aba North","Male","disabled","NECO","College of Education","32","32","21","6","6","0","2.0","0","11","16","0"
"2019/2020","South East","Abia","Aba North","Ariaria Market","Unity College, Aba North","Male","disabled","WAEC","College of Education","38","37","25","9","9","0","2.0","1","12","17","0"
"2019/2020","South East","Abia","Aba North","Eziama","Community Secondary School, Eziama","Female","all","NABTEB","College of Education","105","103","75","31","26","5","2.1","2","28","45","5"
"2019/2020","South East","Abia","Aba North","Eziama","Community Secondary School, Eziama","Female","all","NECO","College of Education","179","176","129","59","50","9","2.0","3","47","70","9"
"2019/2020","South East","Abia","Aba North","Eziama","Community Secondary School, Eziama","Female","all","WAEC","College of Education","216","213","150","61","52","9","2.0","3","63","90","9"
"2019/2020","South East","Abia","Aba North","Eziama","Community Secondary School, Eziama","Female","disabled","NABTEB","College of Education","11","11","7","5","5","0","2.1","0","4","2","0"
"2019/2020","South East","Abia","Aba North","Eziama","Community Secondary School, Eziama","Female","disabled","NECO","College of Education","17","17","12","6","5","1","2.0","0","5","7","1"
"2019/2020","South East","Abia","Aba North","Eziama","Community Secondary School, Eziama","Female","disabled","WAEC","College of Education","22","22","13","5","5","0","2.0","0","9","9","0"
"2019/2020","South East","Abia","Aba North","Eziama","Community Secondary School, Eziama","Male","all","NABTEB","College of Education","122","120","93","36","31","5","2.1","2","27","58","5"
"2019/2020","South East","Abia","Aba North","Eziama","Community Secondary School, Eziama","Male","all","NECO","College of Education","196","193","134","48","45","3","2.0","3","59","87","3"
"2019/2020","South East","Abia","Aba North","Eziama","Community Secondary School, Eziama","Male","all","WAEC","College of Education","248","244","182","64","57","8","2.0","4","62","117","8"
"2019/2020","South East","Abia","Aba North","Eziama","Community Secondary School, Eziama","Male","disabled","NABTEB","College of Education","13","13","9","5","5","0","2.1","0","4","5","0"
"2019/2020","South East","Abia","Aba North","Eziama","Community Secondary School, Eziama","Male","disabled","NECO","College of Education","20","20","12","6","6","0","2.0","0","8","7","0"
"2019/2020","South East","Abia","Aba North","Eziama","Community Secondary School, Eziama","Male","disabled","WAEC","College of Education","28","28","19","5","5","0","2.0","0","9","14","0"
