"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North Central","Niger","Agaie","Baro","Community Secondary School, Baro","Female","all","NABTEB","Polytechnic","99","98","69","30","23","7","2.0","1","29","40","7"
"2019/2020","North Central","Niger","Agaie","Baro","Community Secondary School, Baro","Female","all","NECO","Polytechnic","155","153","111","43","38","5","2.0","2","42","69","5"
"2019/2020","North Central","Niger","Agaie","Baro","Community Secondary School, Baro","Female","all","WAEC","Polytechnic","235","232","163","60","53","7","2.0","3","69","104","7"
"2019/2020","North Central","Niger","Agaie","Baro","Community Secondary School, Baro","Female","disabled","NABTEB","Polytechnic","10","10","6","0","0","0","2.0","0","4","6","0"
"2019/2020","North Central","Niger","Agaie","Baro","Community Secondary School, Baro","Female","disabled","NECO","Polytechnic","14","14","8","5","5","0","2.0","0","6","4","0"
"2019/2020","North Central","Niger","Agaie","Baro","Community Secondary School, Baro","Female","disabled","WAEC","Polytechnic","20","20","13","5","5","0","2.0","0","7","8","0"
"2019/2020","North Central","Niger","Agaie","Baro","Community Secondary School, Baro","Male","all","NABTEB","Polytechnic","106","104","69","15","15","0","2.0","2","35","54","0"
"2019/2020","North Central","Niger","Agaie","Baro","Community Secondary School, Baro","Male","all","NECO","Polytechnic","182","179","121","37","33","4","2.0","3","58","84","4"
"2019/2020","North Central","Niger","Agaie","Baro","Community Secondary School, Baro","Male","all","WAEC","Polytechnic","261","257","172","50","42","8","2.0","4","85","123","8"
"2019/2020","North Central","Niger","Agaie","Baro","Community Secondary School, Baro","Male","disabled","NABTEB","Polytechnic","10","10","6","0","0","0","2.0","0","4","6","0"
"2019/2020","North Central","Niger","Agaie","Baro","Community Secondary School, Baro","Male","disabled","NECO","Polytechnic","17","17","9","5","5","0","2.0","0","8","4","0"
"2019/2020","North Central","Niger","Agaie","Baro","Community Secondary School, Baro","Male","disabled","WAEC","Polytechnic","22","22","14","0","0","0","2.0","0","8","14","0"
"2019/2020","North Central","Niger","Agaie","Baro","Comprehensive High School, Baro","Female","all","NABTEB","Polytechnic","81","80","59","22","15","7","2.0","1","21","37","7"
"2019/2020","North Central","Niger","Agaie","Baro","Comprehensive High School, Baro","Female","all","NECO","Polytechnic","146","144","105","32","27","5","2.0","2","39","73","5"
"2019/2020","North Central","Niger","Agaie","Baro","Comprehensive High School, Baro","Female","all","WAEC","Polytechnic","212","209","147","55","47","8","2.0","3","62","93","8"
"2019/2020","North Central","Niger","Agaie","Baro","Comprehensive High School, Baro","Female","disabled","NABTEB","Polytechnic","10","10","6","0","0","0","2.0","0","4","6","0"
"2019/2020","North Central","Niger","Agaie","Baro","Comprehensive High School, Baro","Female","disabled","NECO","Polytechnic","20","20","12","5","5","0","2.0","0","8","7","0"
"2019/2020","North Central","Niger","Agaie","Baro","Comprehensive High School, Baro","Female","disabled","WAEC","Polytechnic","30","30","21","5","5","0","2.0","0","9","16","0"
"2019/2020","North Central","Niger","Agaie","Baro","Comprehensive High School, Baro","Male","all","NABTEB","Polytechnic","104","102","73","22","15","7","2.0","2","29","51","7"
"2019/2020","North Central","Niger","Agaie","Baro","Comprehensive High School, Baro","Male","all","NECO","Polytechnic","176","173","121","37","33","4","2.0","3","52","84","4"
"2019/2020","North Central","Niger","Agaie","Baro","Comprehensive High School, Baro","Male","all","WAEC","Polytechnic","225","222","152","55","48","7","2.0","3","70","97","7"
"2019/2020","North Central","Niger","Agaie","Baro","Comprehensive High School, Baro","Male","disabled","NABTEB","Polytechnic","13","13","10","0","0","0","2.0","0","3","10","0"
"2019/2020","North Central","Niger","Agaie","Baro","Comprehensive High School, Baro","Male","disabled","NECO","Polytechnic","23","23","16","5","5","0","2.0","0","7","11","0"
"2019/2020","North Central","Niger","Agaie","Baro","Comprehensive High School, Baro","Male","disabled","WAEC","Polytechnic","34","33","21","5","5","0","2.0","1","12","16","0"
"2019/2020","North Central","Niger","Agaie","Baro","Government Secondary School, Baro","Female","all","NABTEB","College of Education","114","112","72","22","15","7","2.1","2","40","51","7"
"2019/2020","North Central","Niger","Agaie","Baro","Government Secondary School, Baro","Female","all","NECO","College of Education","214","211","155","53","43","10","2.0","3","56","102","10"
"2019/2020","North Central","Niger","Agaie","Baro","Government Secondary School, Baro","Female","all","WAEC","College of Education","270","266","183","65","58","7","2.0","4","83","119","7"
"2019/2020","North Central","Niger","Agaie","Baro","Government Secondary School, Baro","Female","disabled","NABTEB","College of Education","10","10","6","0","0","0","2.1","0","4","6","0"
"2019/2020","North Central","Niger","Agaie","Baro","Government Secondary School, Baro","Female","disabled","NECO","College of Education","17","17","13","0","0","0","2.0","0","4","13","0"
"2019/2020","North Central","Niger","Agaie","Baro","Government Secondary School, Baro","Female","disabled","WAEC","College of Education","22","22","14","5","5","0","2.0","0","8","9","0"
"2019/2020","North Central","Niger","Agaie","Baro","Government Secondary School, Baro","Male","all","NABTEB","College of Education","137","135","93","22","23","0","2.1","2","42","71","0"
"2019/2020","North Central","Niger","Agaie","Baro","Government Secondary School, Baro","Male","all","NECO","College of Education","259","255","177","53","43","10","2.0","4","78","125","10"
"2019/2020","North Central","Niger","Agaie","Baro","Government Secondary School, Baro","Male","all","WAEC","College of Education","343","338","239","75","69","6","2.0","5","99","165","6"
"2019/2020","North Central","Niger","Agaie","Baro","Government Secondary School, Baro","Male","disabled","NABTEB","College of Education","10","10","6","0","0","0","2.1","0","4","6","0"
"2019/2020","North Central","Niger","Agaie","Baro","Government Secondary School, Baro","Male","disabled","NECO","College of Education","20","20","12","5","5","0","2.0","0","8","7","0"
"2019/2020","North Central","Niger","Agaie","Baro","Government Secondary School, Baro","Male","disabled","WAEC","College of Education","24","24","16","0","0","0","2.0","0","8","16","0"
"2019/2020","North Central","Niger","Agaie","Baro","Unity College, Agaie","Female","all","NABTEB","Polytechnic","64","63","48","30","23","7","2.0","1","15","19","7"
"2019/2020","North Central","Niger","Agaie","Baro","Unity College, Agaie","Female","all","NECO","Polytechnic","126","124","92","37","33","4","2.0","2","32","56","4"
"2019/2020","North Central","Niger","Agaie","Baro","Unity College, Agaie","Female","all","WAEC","Polytechnic","176","173","122","50","42","8","2.0","3","51","73","8"
"2019/2020","North Central","Niger","Agaie","Baro","Unity College, Agaie","Female","disabled","NABTEB","Polytechnic","10","10","6","7","7","0","2.0","0","4","0","0"
"2019/2020","North Central","Niger","Agaie","Baro","Unity College, Agaie","Female","disabled","NECO","Polytechnic","14","14","8","5","5","0","2.0","0","6","4","0"
"2019/2020","North Central","Niger","Agaie","Baro","Unity College, Agaie","Female","disabled","WAEC","Polytechnic","19","19","13","5","5","0","2.0","0","6","9","0"
"2019/2020","North Central","Niger","Agaie","Baro","Unity College, Agaie","Male","all","NABTEB","Polytechnic","67","66","48","15","15","0","2.0","1","18","33","0"
"2019/2020","North Central","Niger","Agaie","Baro","Unity College, Agaie","Male","all","NECO","Polytechnic","132","130","92","37","33","4","2.0","2","38","56","4"
"2019/2020","North Central","Niger","Agaie","Baro","Unity College, Agaie","Male","all","WAEC","Polytechnic","167","165","119","50","48","2","2.0","2","46","70","2"
"2019/2020","North Central","Niger","Agaie","Baro","Unity College, Agaie","Male","disabled","NABTEB","Polytechnic","10","10","6","0","0","0","2.0","0","4","6","0"
"2019/2020","North Central","Niger","Agaie","Baro","Unity College, Agaie","Male","disabled","NECO","Polytechnic","14","14","8","5","5","0","2.0","0","6","4","0"
"2019/2020","North Central","Niger","Agaie","Baro","Unity College, Agaie","Male","disabled","WAEC","Polytechnic","19","19","13","5","5","0","2.0","0","6","9","0"
"2019/2020","North Central","Niger","Agaie","Boku","Community Secondary School, Boku","Female","all","NABTEB","Polytechnic","106","104","76","30","23","7","2.0","2","28","46","7"
"2019/2020","North Central","Niger","Agaie","Boku","Community Secondary School, Boku","Female","all","NECO","Polytechnic","211","208","145","52","43","10","2.0","3","63","92","10"
"2019/2020","North Central","Niger","Agaie","Boku","Community Secondary School, Boku","Female","all","WAEC","Polytechnic","300","296","205","90","79","11","2.0","4","91","116","11"
"2019/2020","North Central","Niger","Agaie","Boku","Community Secondary School, Boku","Female","disabled","NABTEB","Polytechnic","13","13","10","8","8","0","2.0","0","3","2","0"
"2019/2020","North Central","Niger","Agaie","Boku","Community Secondary School, Boku","Female","disabled","NECO","Polytechnic","26","26","19","5","5","0","2.0","0","7","14","0"
"2019/2020","North Central","Niger","Agaie","Boku","Community Secondary School, Boku","Female","disabled","WAEC","Polytechnic","39","38","24","10","11","0","2.0","1","14","15","0"
"2019/2020","North Central","Niger","Agaie","Boku","Community Secondary School, Boku","Male","all","NABTEB","Polytechnic","122","120","89","37","30","7","2.0","2","31","53","7"
"2019/2020","North Central","Niger","Agaie","Boku","Community Secondary School, Boku","Male","all","NECO","Polytechnic","223","220","158","48","43","5","2.0","3","62","110","5"
"2019/2020","North Central","Niger","Agaie","Boku","Community Secondary School, Boku","Male","all","WAEC","Polytechnic","332","327","233","85","74","11","2.0","5","94","149","11"
"2019/2020","North Central","Niger","Agaie","Boku","Community Secondary School, Boku","Male","disabled","NABTEB","Polytechnic","15","15","9","7","8","0","2.0","0","6","3","0"
"2019/2020","North Central","Niger","Agaie","Boku","Community Secondary School, Boku","Male","disabled","NECO","Polytechnic","31","31","21","5","6","0","2.0","0","10","16","0"
"2019/2020","North Central","Niger","Agaie","Boku","Community Secondary School, Boku","Male","disabled","WAEC","Polytechnic","42","41","27","10","11","0","2.0","1","14","18","0"
"2019/2020","North Central","Niger","Agaie","Boku","Comprehensive High School, Boku","Female","all","NABTEB","College of Education","140","138","107","45","38","7","2.1","2","31","63","7"
"2019/2020","North Central","Niger","Agaie","Boku","Comprehensive High School, Boku","Female","all","NECO","College of Education","235","232","177","53","43","10","2.0","3","55","124","10"
"2019/2020","North Central","Niger","Agaie","Boku","Comprehensive High School, Boku","Female","all","WAEC","College of Education","309","304","222","79","69","11","2.0","5","82","142","11"
"2019/2020","North Central","Niger","Agaie","Boku","Comprehensive High School, Boku","Female","disabled","NABTEB","College of Education","18","18","13","8","8","0","2.1","0","5","6","0"
"2019/2020","North Central","Niger","Agaie","Boku","Comprehensive High School, Boku","Female","disabled","NECO","College of Education","29","29","22","5","5","0","2.0","0","7","17","0"
"2019/2020","North Central","Niger","Agaie","Boku","Comprehensive High School, Boku","Female","disabled","WAEC","College of Education","40","39","25","5","5","0","2.0","1","14","20","0"
"2019/2020","North Central","Niger","Agaie","Boku","Comprehensive High School, Boku","Male","all","NABTEB","College of Education","140","138","103","37","30","7","2.1","2","35","67","7"
"2019/2020","North Central","Niger","Agaie","Boku","Comprehensive High School, Boku","Male","all","NECO","College of Education","242","238","170","53","43","10","2.0","4","68","118","10"
"2019/2020","North Central","Niger","Agaie","Boku","Comprehensive High School, Boku","Male","all","WAEC","College of Education","297","293","214","74","69","6","2.0","4","79","139","6"
"2019/2020","North Central","Niger","Agaie","Boku","Comprehensive High School, Boku","Male","disabled","NABTEB","College of Education","18","18","13","8","8","0","2.1","0","5","6","0"
"2019/2020","North Central","Niger","Agaie","Boku","Comprehensive High School, Boku","Male","disabled","NECO","College of Education","35","34","21","5","6","0","2.0","1","13","17","0"
"2019/2020","North Central","Niger","Agaie","Boku","Comprehensive High School, Boku","Male","disabled","WAEC","College of Education","42","41","27","10","11","0","2.0","1","14","18","0"
"2019/2020","North Central","Niger","Agaie","Boku","Government Secondary School, Boku","Female","all","NABTEB","College of Education","103","101","72","37","30","7","2.1","2","29","36","7"
"2019/2020","North Central","Niger","Agaie","Boku","Government Secondary School, Boku","Female","all","NECO","College of Education","229","226","164","53","43","10","2.0","3","62","112","10"
"2019/2020","North Central","Niger","Agaie","Boku","Government Secondary School, Boku","Female","all","WAEC","College of Education","273","269","184","75","69","6","2.0","4","85","109","6"
"2019/2020","North Central","Niger","Agaie","Boku","Government Secondary School, Boku","Female","disabled","NABTEB","College of Education","10","10","6","7","7","0","2.1","0","4","0","0"
"2019/2020","North Central","Niger","Agaie","Boku","Government Secondary School, Boku","Female","disabled","NECO","College of Education","26","26","19","5","5","0","2.0","0","7","14","0"
"2019/2020","North Central","Niger","Agaie","Boku","Government Secondary School, Boku","Female","disabled","WAEC","College of Education","27","27","16","5","5","0","2.0","0","11","12","0"
"2019/2020","North Central","Niger","Agaie","Boku","Government Secondary School, Boku","Male","all","NABTEB","College of Education","103","101","69","22","15","7","2.1","2","32","48","7"
"2019/2020","North Central","Niger","Agaie","Boku","Government Secondary School, Boku","Male","all","NECO","College of Education","208","205","142","43","38","5","2.0","3","63","99","5"
"2019/2020","North Central","Niger","Agaie","Boku","Government Secondary School, Boku","Male","all","WAEC","College of Education","275","271","197","65","58","7","2.0","4","74","133","7"
"2019/2020","North Central","Niger","Agaie","Boku","Government Secondary School, Boku","Male","disabled","NABTEB","College of Education","10","10","6","0","0","0","2.1","0","4","6","0"
"2019/2020","North Central","Niger","Agaie","Boku","Government Secondary School, Boku","Male","disabled","NECO","College of Education","23","23","16","5","5","0","2.0","0","7","11","0"
"2019/2020","North Central","Niger","Agaie","Boku","Government Secondary School, Boku","Male","disabled","WAEC","College of Education","26","26","18","5","5","0","2.0","0","8","13","0"
"2019/2020","North Central","Niger","Agaie","Boku","Unity College, Agaie","Female","all","NABTEB","Polytechnic","114","112","75","22","23","0","2.0","2","37","54","0"
"2019/2020","North Central","Niger","Agaie","Boku","Unity College, Agaie","Female","all","NECO","Polytechnic","220","217","152","43","38","5","2.0","3","65","109","5"
"2019/2020","North Central","Niger","Agaie","Boku","Unity College, Agaie","Female","all","WAEC","Polytechnic","258","254","180","75","69","6","2.0","4","74","106","6"
"2019/2020","North Central","Niger","Agaie","Boku","Unity College, Agaie","Female","disabled","NABTEB","Polytechnic","15","15","9","0","0","0","2.0","0","6","9","0"
"2019/2020","North Central","Niger","Agaie","Boku","Unity College, Agaie","Female","disabled","NECO","Polytechnic","31","31","21","5","5","0","2.0","0","10","16","0"
"2019/2020","North Central","Niger","Agaie","Boku","Unity College, Agaie","Female","disabled","WAEC","Polytechnic","37","36","25","10","11","0","2.0","1","11","15","0"
"2019/2020","North Central","Niger","Agaie","Boku","Unity College, Agaie","Male","all","NABTEB","Polytechnic","103","101","72","30","23","7","2.0","2","29","43","7"
"2019/2020","North Central","Niger","Agaie","Boku","Unity College, Agaie","Male","all","NECO","Polytechnic","217","214","142","43","38","5","2.0","3","72","99","5"
"2019/2020","North Central","Niger","Agaie","Boku","Unity College, Agaie","Male","all","WAEC","Polytechnic","240","236","169","59","53","7","2.0","4","67","109","7"
"2019/2020","North Central","Niger","Agaie","Boku","Unity College, Agaie","Male","disabled","NABTEB","Polytechnic","12","12","6","0","0","0","2.0","0","6","6","0"
"2019/2020","North Central","Niger","Agaie","Boku","Unity College, Agaie","Male","disabled","NECO","Polytechnic","29","29","19","5","5","0","2.0","0","10","14","0"
"2019/2020","North Central","Niger","Agaie","Boku","Unity College, Agaie","Male","disabled","WAEC","Polytechnic","34","33","21","5","5","0","2.0","1","12","16","0"
"2019/2020","North Central","Niger","Agaie","Dauaci","Community Secondary School, Dauaci","Female","all","NABTEB","Polytechnic","70","69","48","22","23","0","2.0","1","21","27","0"
"2019/2020","North Central","Niger","Agaie","Dauaci","Community Secondary School, Dauaci","Female","all","NECO","Polytechnic","132","130","86","32","27","5","2.0","2","44","55","5"
"2019/2020","North Central","Niger","Agaie","Dauaci","Community Secondary School, Dauaci","Female","all","WAEC","Polytechnic","161","159","105","35","32","3","2.0","2","54","71","3"
"2019/2020","North Central","Niger","Agaie","Dauaci","Community Secondary School, Dauaci","Female","disabled","NABTEB","Polytechnic","10","10","6","7","7","0","2.0","0","4","0","0"
"2019/2020","North Central","Niger","Agaie","Dauaci","Community Secondary School, Dauaci","Female","disabled","NECO","Polytechnic","11","11","6","5","6","0","2.0","0","6","1","0"
"2019/2020","North Central","Niger","Agaie","Dauaci","Community Secondary School, Dauaci","Female","disabled","WAEC","Polytechnic","14","14","8","0","0","0","2.0","0","6","8","0"
"2019/2020","North Central","Niger","Agaie","Dauaci","Community Secondary School, Dauaci","Male","all","NABTEB","Polytechnic","68","67","47","14","14","0","2.0","1","20","33","0"
"2019/2020","North Central","Niger","Agaie","Dauaci","Community Secondary School, Dauaci","Male","all","NECO","Polytechnic","143","141","99","32","27","5","2.0","2","42","67","5"
"2019/2020","North Central","Niger","Agaie","Dauaci","Community Secondary School, Dauaci","Male","all","WAEC","Polytechnic","171","168","117","45","37","8","2.0","3","51","72","8"
"2019/2020","North Central","Niger","Agaie","Dauaci","Community Secondary School, Dauaci","Male","disabled","NABTEB","Polytechnic","10","10","6","0","0","0","2.0","0","4","6","0"
"2019/2020","North Central","Niger","Agaie","Dauaci","Community Secondary School, Dauaci","Male","disabled","NECO","Polytechnic","11","11","6","0","0","0","2.0","0","6","6","0"
