"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","South South","Edo","Esan Central","Ewu I","Community Secondary School, Ewu I","Female","all","NABTEB","College of Education","63","62","39","20","21","0","2.1","1","23","20","0"
"2019/2020","South South","Edo","Esan Central","Ewu I","Community Secondary School, Ewu I","Female","all","NECO","College of Education","117","115","73","24","21","3","2.0","2","42","49","3"
"2019/2020","South South","Edo","Esan Central","Ewu I","Community Secondary School, Ewu I","Female","all","WAEC","College of Education","148","146","89","35","29","6","2.0","2","57","55","6"
"2019/2020","South South","Edo","Esan Central","Ewu I","Community Secondary School, Ewu I","Female","disabled","NABTEB","College of Education","10","10","5","5","5","0","2.1","0","5","1","0"
"2019/2020","South South","Edo","Esan Central","Ewu I","Community Secondary School, Ewu I","Female","disabled","NECO","College of Education","17","17","10","4","4","0","2.0","0","7","6","0"
"2019/2020","South South","Edo","Esan Central","Ewu I","Community Secondary School, Ewu I","Female","disabled","WAEC","College of Education","18","18","11","4","4","0","2.0","0","7","8","0"
"2019/2020","South South","Edo","Esan Central","Ewu I","Community Secondary School, Ewu I","Male","all","NABTEB","College of Education","72","71","46","24","20","4","2.1","1","25","22","4"
"2019/2020","South South","Edo","Esan Central","Ewu I","Community Secondary School, Ewu I","Male","all","NECO","College of Education","141","139","86","36","33","3","2.0","2","53","51","3"
"2019/2020","South South","Edo","Esan Central","Ewu I","Community Secondary School, Ewu I","Male","all","WAEC","College of Education","156","154","94","38","38","1","2.0","2","60","55","1"
"2019/2020","South South","Edo","Esan Central","Ewu I","Community Secondary School, Ewu I","Male","disabled","NABTEB","College of Education","10","10","5","5","5","0","2.1","0","5","1","0"
"2019/2020","South South","Edo","Esan Central","Ewu I","Community Secondary School, Ewu I","Male","disabled","NECO","College of Education","17","17","10","4","4","0","2.0","0","7","6","0"
"2019/2020","South South","Edo","Esan Central","Ewu I","Community Secondary School, Ewu I","Male","disabled","WAEC","College of Education","21","21","13","4","4","0","2.0","0","8","10","0"
