"session","zone","state","lga","ward","school","gender","disability_scope","exam_body","institution_type","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","median_time_to_matriculation_years","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Community Secondary School, Gbk/Central Market","Female","all","NABTEB","College of Education","125","123","82","36","31","6","2.1","2","41","45","6"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Community Secondary School, Gbk/Central Market","Female","all","NECO","College of Education","208","205","133","47","44","3","2.0","3","72","87","3"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Community Secondary School, Gbk/Central Market","Female","all","WAEC","College of Education","320","315","222","84","76","8","2.0","5","93","139","8"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Community Secondary School, Gbk/Central Market","Female","disabled","NABTEB","College of Education","10","10","6","5","5","0","2.1","0","4","1","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Community Secondary School, Gbk/Central Market","Female","disabled","NECO","College of Education","17","17","11","5","5","0","2.0","0","6","7","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Community Secondary School, Gbk/Central Market","Female","disabled","WAEC","College of Education","25","25","15","5","5","0","2.0","0","10","11","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Community Secondary School, Gbk/Central Market","Male","all","NABTEB","College of Education","132","130","93","37","31","6","2.1","2","37","56","6"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Community Secondary School, Gbk/Central Market","Male","all","NECO","College of Education","222","219","151","52","49","3","2.0","3","68","99","3"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Community Secondary School, Gbk/Central Market","Male","all","WAEC","College of Education","312","307","206","70","61","9","2.0","5","101","137","9"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Community Secondary School, Gbk/Central Market","Male","disabled","NABTEB","College of Education","10","10","6","5","5","0","2.1","0","4","1","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Community Secondary School, Gbk/Central Market","Male","disabled","NECO","College of Education","17","17","11","5","5","0","2.0","0","6","7","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Community Secondary School, Gbk/Central Market","Male","disabled","WAEC","College of Education","25","25","15","5","5","0","2.0","0","10","11","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Comprehensive High School, Gbk/Central Market","Female","all","NABTEB","University","59","58","39","12","12","0","1.8","1","19","27","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Comprehensive High School, Gbk/Central Market","Female","all","NECO","University","122","120","80","26","22","4","1.8","2","40","55","4"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Comprehensive High School, Gbk/Central Market","Female","all","WAEC","University","141","139","89","33","30","3","1.8","2","50","56","3"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Comprehensive High School, Gbk/Central Market","Female","disabled","NABTEB","University","10","10","6","0","0","0","1.8","0","4","6","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Comprehensive High School, Gbk/Central Market","Female","disabled","NECO","University","11","11","8","5","5","0","1.8","0","3","4","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Comprehensive High School, Gbk/Central Market","Female","disabled","WAEC","University","11","11","5","5","5","0","1.8","0","6","0","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Comprehensive High School, Gbk/Central Market","Male","all","NABTEB","University","68","67","45","12","12","0","1.8","1","22","34","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Comprehensive High School, Gbk/Central Market","Male","all","NECO","University","148","146","94","26","22","4","1.8","2","52","69","4"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Comprehensive High School, Gbk/Central Market","Male","all","WAEC","University","159","157","100","33","30","3","1.8","2","57","68","3"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Comprehensive High School, Gbk/Central Market","Male","disabled","NABTEB","University","10","10","6","0","0","0","1.8","0","4","6","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Comprehensive High School, Gbk/Central Market","Male","disabled","NECO","University","14","14","8","0","0","0","1.8","0","6","8","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Comprehensive High School, Gbk/Central Market","Male","disabled","WAEC","University","14","14","8","5","5","0","1.8","0","6","3","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Government Secondary School, Gbk/Central Market","Female","all","NABTEB","Polytechnic","104","102","69","24","18","6","2.0","2","33","46","6"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Government Secondary School, Gbk/Central Market","Female","all","NECO","Polytechnic","198","195","124","47","38","9","2.0","3","71","77","9"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Government Secondary School, Gbk/Central Market","Female","all","WAEC","Polytechnic","255","251","165","56","51","5","2.0","4","86","109","5"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Government Secondary School, Gbk/Central Market","Female","disabled","NABTEB","Polytechnic","10","10","6","5","5","0","2.0","0","4","1","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Government Secondary School, Gbk/Central Market","Female","disabled","NECO","Polytechnic","17","17","8","5","5","0","2.0","0","8","4","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Government Secondary School, Gbk/Central Market","Female","disabled","WAEC","Polytechnic","22","22","13","5","5","0","2.0","0","9","9","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Government Secondary School, Gbk/Central Market","Male","all","NABTEB","Polytechnic","110","108","76","18","12","6","2.0","2","32","58","6"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Government Secondary School, Gbk/Central Market","Male","all","NECO","Polytechnic","187","184","121","31","27","4","2.0","3","63","90","4"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Government Secondary School, Gbk/Central Market","Male","all","WAEC","Polytechnic","259","255","168","61","56","5","2.0","4","87","108","5"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Government Secondary School, Gbk/Central Market","Male","disabled","NABTEB","Polytechnic","10","10","6","0","0","0","2.0","0","4","6","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Government Secondary School, Gbk/Central Market","Male","disabled","NECO","Polytechnic","17","17","8","0","0","0","2.0","0","8","8","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Government Secondary School, Gbk/Central Market","Male","disabled","WAEC","Polytechnic","22","22","13","5","5","0","2.0","0","9","9","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Unity College, Gboko","Female","all","NABTEB","College of Education","65","64","45","18","18","0","2.1","1","19","28","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Unity College, Gboko","Female","all","NECO","College of Education","124","122","86","41","37","4","2.0","2","36","44","4"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Unity College, Gboko","Female","all","WAEC","College of Education","144","142","97","36","35","2","2.0","2","45","60","2"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Unity College, Gboko","Female","disabled","NABTEB","College of Education","10","10","6","5","5","0","2.1","0","4","1","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Unity College, Gboko","Female","disabled","NECO","College of Education","11","11","6","5","5","0","2.0","0","6","1","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Unity College, Gboko","Female","disabled","WAEC","College of Education","14","14","8","5","5","0","2.0","0","6","3","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Unity College, Gboko","Male","all","NABTEB","College of Education","75","74","49","18","18","0","2.1","1","25","31","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Unity College, Gboko","Male","all","NECO","College of Education","157","155","103","37","33","4","2.0","2","52","67","4"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Unity College, Gboko","Male","all","WAEC","College of Education","183","180","127","47","45","2","2.0","3","53","81","2"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Unity College, Gboko","Male","disabled","NABTEB","College of Education","10","10","6","5","5","0","2.1","0","4","1","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Unity College, Gboko","Male","disabled","NECO","College of Education","14","14","8","5","5","0","2.0","0","6","4","0"
"2019/2020","North Central","Benue","Gboko","Gbk/Central Market","Unity College, Gboko","Male","disabled","WAEC","College of Education","17","17","11","5","5","0","2.0","0","6","6","0"
"2019/2020","North Central","Benue","Gboko","Gboko East","Community Secondary School, Gboko East","Female","all","NABTEB","College of Education","135","133","83","24","25","0","2.1","2","50","59","0"
"2019/2020","North Central","Benue","Gboko","Gboko East","Community Secondary School, Gboko East","Female","all","NECO","College of Education","251","247","170","52","49","3","2.0","4","77","118","3"
"2019/2020","North Central","Benue","Gboko","Gboko East","Community Secondary School, Gboko East","Female","all","WAEC","College of Education","296","292","195","75","66","9","2.0","4","97","121","9"
"2019/2020","North Central","Benue","Gboko","Gboko East","Community Secondary School, Gboko East","Female","disabled","NABTEB","College of Education","15","15","9","6","6","0","2.1","0","6","4","0"
"2019/2020","North Central","Benue","Gboko","Gboko East","Community Secondary School, Gboko East","Female","disabled","NECO","College of Education","36","35","24","5","5","0","2.0","1","11","19","0"
"2019/2020","North Central","Benue","Gboko","Gboko East","Community Secondary School, Gboko East","Female","disabled","WAEC","College of Education","37","36","24","9","10","0","2.0","1","12","16","0"
"2019/2020","North Central","Benue","Gboko","Gboko East","Community Secondary School, Gboko East","Male","all","NABTEB","College of Education","156","154","100","31","25","6","2.1","2","54","69","6"
"2019/2020","North Central","Benue","Gboko","Gboko East","Community Secondary School, Gboko East","Male","all","NECO","College of Education","315","310","214","73","66","7","2.0","5","96","141","7"
"2019/2020","North Central","Benue","Gboko","Gboko East","Community Secondary School, Gboko East","Male","all","WAEC","College of Education","334","329","225","75","66","9","2.0","5","104","150","9"
"2019/2020","North Central","Benue","Gboko","Gboko East","Community Secondary School, Gboko East","Male","disabled","NABTEB","College of Education","18","18","9","6","6","0","2.1","0","9","4","0"
"2019/2020","North Central","Benue","Gboko","Gboko East","Community Secondary School, Gboko East","Male","disabled","NECO","College of Education","36","35","21","5","5","0","2.0","1","14","16","0"
"2019/2020","North Central","Benue","Gboko","Gboko East","Community Secondary School, Gboko East","Male","disabled","WAEC","College of Education","43","42","23","5","5","0","2.0","1","19","19","0"
"2019/2020","North Central","Benue","Gboko","Gboko East","Comprehensive High School, Gboko East","Female","all","NABTEB","University","70","69","49","18","18","0","1.8","1","20","32","0"
"2019/2020","North Central","Benue","Gboko","Gboko East","Comprehensive High School, Gboko East","Female","all","NECO","University","113","111","80","31","27","4","1.8","2","31","50","4"
"2019/2020","North Central","Benue","Gboko","Gboko East","Comprehensive High School, Gboko East","Female","all","WAEC","University","165","163","108","42","35","7","1.8","2","55","67","7"
"2019/2020","North Central","Benue","Gboko","Gboko East","Comprehensive High School, Gboko East","Female","disabled","NABTEB","University","10","10","6","5","5","0","1.8","0","4","1","0"
